0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
0.0,10.828278,6.7147985,6.679157,11.029387,20.594976,11.04522,12.100438,12.812979,11.655108,9.90883,9.623733,12.3067,11.469871,9.895851,8.394761,9.087409,10.229713,9.9075775,10.734436,11.405183,9.02633,9.192245,10.287777,10.473541,9.277113,19.937933,7.9532804,20.194454,10.562657,19.361565,11.671843,10.366946,19.024824,10.735333,9.823964,8.8989105,11.930795,9.109584,10.7267065,11.057597,8.099896,10.903268,11.36115,8.774091,10.343138,12.150005,10.493217,12.51158,10.814097,11.407895,7.6220922,9.170049,8.302956,10.164835,11.319408,12.116044,9.827667,8.730401,8.480955,21.816576,11.372527,11.534016,22.847471,10.18179,18.821701,9.437534,19.38527,19.736364,18.821701,11.655308,12.784244,13.000874,10.162863,13.1289215,11.547436,11.047865,11.492777,10.613679,11.31469,20.05386,10.674255,19.153675,10.258186,20.354622,21.349516,13.235279,10.145436,9.082107,20.654484,9.925314,11.61856,11.255531,10.791853,12.31397,13.659875,11.346642,14.307963,11.470465,12.437486,14.486225,10.207027,11.252682,11.444619,14.863366,20.608541,9.236087,9.719653,19.534838,11.455844,13.443888,12.236049,21.554644,14.539897,13.45188,11.526079,11.75562,10.340742,10.734839,9.06648,10.277435,10.966536,11.027062,10.298063,11.3835945,9.86039,10.696531,10.381614,10.756042,9.63975,13.781826,11.7228565,10.155887,13.611155,9.874203,13.301971,10.971014,13.100521,13.246377,12.006388,7.455584,7.1444783,22.359274,11.664492,22.366533
10.828278,0.0,11.617676,11.357862,9.112614,19.870903,12.077016,12.630041,13.772418,10.552217,11.215509,10.421442,13.592915,13.8547735,12.076641,10.732995,11.973052,13.220236,12.132355,13.082637,11.574841,12.735737,12.545792,13.112749,12.840169,9.772304,19.30302,10.669285,19.7622,8.930366,19.282623,13.574865,14.145101,19.548035,12.036393,11.284245,10.260211,13.111938,11.504844,8.848241,12.804479,9.277697,9.770159,13.921143,10.579237,12.226341,13.823761,13.389729,13.90153,12.54871,11.020027,11.389528,9.791176,10.105825,13.099374,12.742821,12.39745,12.312048,12.904262,12.2452545,21.93057,9.266323,10.591659,22.632406,9.169587,18.654041,11.322901,19.25279,19.327269,18.654041,13.832758,13.517073,13.993174,13.295389,13.901452,14.175973,14.513725,13.868933,13.980073,14.720489,20.142412,12.646577,19.236889,10.041496,20.693928,21.43491,12.779091,13.614145,13.248307,20.729439,11.238069,12.512594,12.015368,12.723132,12.727785,14.912628,12.379318,16.537743,13.839374,14.97,15.715779,12.906677,12.907554,13.071673,16.048176,20.000118,11.606126,11.701074,19.824722,10.169803,14.070785,12.917049,21.775528,15.175145,14.181053,12.472592,13.841932,8.7290945,11.620427,10.835573,11.986541,11.171388,11.345152,12.122827,12.41686,13.056257,12.894072,12.914919,13.733908,12.384741,13.27542,11.05435,11.277855,13.797011,13.351896,14.627231,13.202699,12.843555,13.4364605,12.527987,12.129126,10.096872,21.519209,12.955609,21.608566
6.7147985,11.617676,0.0,4.962914,11.89312,21.804144,12.151624,12.819421,13.132663,12.763999,11.417437,10.876349,13.401955,12.994785,11.21152,8.555528,10.274414,11.148262,8.551114,9.485596,12.477157,10.507412,11.400669,11.245004,10.743241,11.566267,21.300976,10.809114,21.443304,12.052362,20.667728,12.315584,9.793259,19.956463,9.861306,10.312873,10.870921,12.979528,10.594581,11.530126,11.674078,9.806455,11.062096,12.439818,9.700272,10.572133,12.666331,11.429365,13.307699,12.025978,12.324663,8.26218,9.1122,9.257175,10.723638,12.708109,12.532908,11.012162,9.831858,10.228623,22.2786,11.274688,11.402363,23.420238,10.174956,20.305319,9.786119,20.397451,21.299387,20.305319,12.114871,13.831923,13.666362,11.325931,14.024024,11.026104,10.264815,11.726474,10.412231,10.726634,21.388775,10.976423,19.881273,10.045174,21.429384,22.50565,14.200655,10.290247,9.408064,22.304407,10.436656,12.257561,11.363282,11.708578,12.022298,15.648651,12.954707,14.169898,12.4036255,13.658106,16.555002,10.784817,11.420036,11.857853,16.786777,21.04808,6.838574,7.2298183,20.166212,11.568407,13.784125,13.341242,22.449978,13.269963,13.656506,12.812343,13.017863,11.263361,11.773041,10.15678,11.126736,11.404157,11.129894,10.147401,12.512897,8.670362,11.293722,10.884978,10.6071825,10.5828,14.529715,13.176237,11.202878,14.362037,11.7721405,13.8454275,11.397535,12.924472,13.783581,12.03663,7.991007,8.34073,23.282427,12.5048065,22.862356
6.679157,11.357862,4.962914,0.0,12.151291,21.13976,11.863464,12.62613,13.113016,12.65994,10.465528,10.034778,13.098031,12.405294,10.418125,8.862686,10.098214,10.911461,9.587597,10.50981,12.1454525,9.480825,10.435686,10.558264,10.83291,11.263173,20.752478,9.935111,20.97676,12.134667,20.1943,12.239202,9.634182,19.829424,10.191656,10.137819,10.461005,12.600972,10.227581,11.438829,11.294225,9.45246,11.567898,12.161867,9.867357,10.648828,12.579079,11.201822,13.054397,11.993199,12.397368,8.376101,9.564844,9.484992,11.048816,12.278419,12.853692,10.954703,9.150834,8.891627,22.199417,11.74685,11.778979,23.096111,10.49805,19.492231,9.619478,19.804932,20.64612,19.492231,12.214305,13.397662,13.641606,10.596528,13.8114805,11.632583,10.757175,11.710505,10.555078,11.249008,20.853016,11.04094,19.733583,10.601398,21.203417,22.374746,14.284786,10.725198,8.966082,22.016325,10.090112,11.9608345,11.435409,11.527773,12.30882,15.119644,12.195324,14.277372,12.032785,13.166998,16.039904,10.841282,11.885218,12.211801,16.30328,20.465303,7.9364786,8.4096775,19.823126,11.872931,14.095506,13.521051,22.225723,14.337641,13.890101,12.496484,12.79678,11.13929,11.593184,9.607528,10.977059,11.352616,11.236122,10.089915,12.309082,8.762598,11.203287,10.898523,10.828982,10.202426,14.673055,12.82352,11.295692,14.599997,11.038931,13.945185,11.752177,13.3960705,13.9473715,12.300904,6.4308476,7.576877,22.959095,12.327953,22.767223
11.029387,9.112614,11.89312,12.151291,0.0,19.648712,12.3437,12.422898,13.484904,9.391441,11.572488,11.01816,13.987832,14.795075,12.667777,11.122241,11.9736,13.092726,11.249635,12.198748,11.338506,13.367847,12.729242,13.436239,12.568749,8.70773,20.029198,11.647125,20.425407,7.8337827,19.437998,13.642831,13.963318,20.074303,11.374753,11.464499,11.290698,13.453947,12.326588,8.610295,13.016581,8.820218,7.5616016,14.1757765,10.950592,12.465438,13.685035,13.155293,13.448756,12.237634,10.909341,11.270244,9.892453,10.177696,12.890862,13.292968,11.933472,12.447057,13.643189,12.806919,22.019258,7.9435706,9.201478,23.454473,8.449657,19.106201,11.300093,19.9448,19.72741,19.106201,13.723459,13.760604,14.111755,13.136493,13.946456,13.537513,13.694906,13.179775,13.689054,14.140016,20.076506,12.576657,19.382912,8.956844,20.199844,21.531147,12.34891,13.5433235,13.453574,20.840162,10.908023,12.431608,11.889275,12.867231,12.594423,15.3660555,13.130498,16.33445,14.048892,15.3079195,16.066994,12.085213,12.106143,12.19937,16.29318,20.269915,11.100484,10.943405,20.164246,8.020769,14.148666,12.914536,21.492662,14.777524,13.641017,12.637216,14.422863,8.472071,11.616069,11.220153,11.272626,10.147597,11.108916,12.021407,12.329104,12.944837,13.129117,13.007513,14.094033,12.658323,12.962239,11.759021,11.736994,13.712993,13.554864,14.215375,12.813756,11.714989,12.971091,11.665105,13.108273,10.802918,21.986359,12.870846,22.01586
20.594976,19.870903,21.804144,21.13976,19.648712,0.0,19.585978,19.626469,20.558382,18.57309,19.327522,19.257313,20.817444,20.038118,19.645863,19.507051,20.228844,20.66579,21.207964,21.713247,20.256807,19.937643,20.011177,20.515402,21.042898,19.934122,17.32927,19.520191,18.62169,19.61852,16.984928,20.95614,21.270744,19.045744,20.116228,20.00621,19.200733,20.796227,19.933414,19.27034,20.152405,19.151953,19.788853,20.614365,19.549364,21.225872,21.177263,20.68884,21.054535,20.468966,20.486652,20.3783,20.779997,20.482141,20.89922,20.553946,21.532791,20.199772,20.375496,19.820707,21.206005,20.475426,20.902798,21.942986,20.631586,17.739439,20.484941,17.809416,18.019854,17.739439,21.312239,20.311825,21.433899,19.920341,21.25783,21.790155,21.934244,21.087576,21.275812,21.773495,16.59006,20.647564,19.070528,20.376411,20.115404,18.900463,20.492588,21.441042,20.530262,18.067865,19.917318,20.857468,20.429953,21.209768,21.089119,20.781689,20.218403,22.744913,21.355518,21.390959,20.891146,20.237452,21.102985,21.016586,21.61816,17.651888,21.51577,21.769766,18.058842,21.086271,21.958267,21.00817,20.510296,23.687582,21.681318,20.574865,20.41817,19.71679,19.666359,19.980343,20.694048,20.019857,20.367107,20.235218,19.37169,21.218847,20.977411,21.176676,21.412952,20.313272,21.178612,19.665428,19.972878,21.120066,20.216116,21.118952,21.034843,21.040924,20.37144,20.173096,20.8352,19.990795,17.026016,21.238783,19.32815
11.04522,12.077016,12.151624,11.863464,12.3437,19.585978,0.0,5.4579444,6.573134,7.4942675,8.813356,8.934483,8.627641,11.173574,9.651523,10.701027,8.423464,7.758719,9.240272,9.309602,8.332518,9.368506,8.457498,8.789241,7.942788,11.827575,19.713663,9.818974,20.019945,11.842457,18.5276,7.2033224,9.873692,16.68051,11.102915,6.7654066,9.791699,8.431692,9.62762,9.132483,7.456176,10.0242195,10.2687,8.272223,9.760494,7.81824,7.9042416,7.135393,8.801516,7.576881,7.515875,9.599458,11.469922,10.823797,7.7857037,7.550588,9.69908,8.699965,12.164602,10.623214,18.623646,10.241237,9.536801,21.214579,9.918268,18.143394,7.8180265,18.64933,19.221926,18.143394,7.86083,8.483955,7.7845716,8.298859,8.381096,9.239935,8.95781,7.5665264,9.57894,8.9556675,18.465961,6.384236,15.831645,8.815868,17.162468,17.588058,7.994475,9.223164,10.224415,20.215048,8.944371,8.596104,8.118222,8.527417,8.404959,11.860467,7.9491763,9.734007,8.895875,9.454775,13.1312895,7.57958,7.7445803,7.599162,12.85584,20.55944,11.029773,10.840257,17.338549,13.325999,8.618737,8.522241,18.333755,10.863214,7.6777563,7.0395417,7.838777,11.619033,7.416088,7.9694705,9.250489,8.734729,7.98881,7.809884,5.4614906,9.571549,8.174236,8.890012,8.988536,7.7693467,8.94416,7.903157,8.352546,9.4206505,8.502382,8.845072,7.6350474,9.139973,9.18494,8.178353,11.769764,11.536305,22.480562,8.743846,22.449057
12.100438,12.630041,12.819421,12.62613,12.422898,19.626469,5.4579444,0.0,6.808163,7.486,10.145028,9.951419,9.683194,12.682035,11.003433,11.167225,9.344931,8.779854,9.977429,10.01948,8.779019,10.54335,9.895067,10.270612,8.537159,12.512468,20.061613,10.950151,20.504326,12.251475,19.274649,8.053867,10.764142,17.568611,11.938956,7.7458324,11.053607,9.416965,10.897788,9.416744,8.828237,10.884845,10.589826,9.246415,10.796688,8.602629,8.971833,8.482776,9.352572,8.701864,8.06377,10.858091,12.341105,11.809782,8.361804,9.1045,10.219883,9.508224,13.315335,12.039833,18.998304,10.35344,9.80017,21.629032,10.424227,19.177193,9.115799,19.511139,20.080215,19.177193,8.73111,9.298203,8.877143,9.792856,9.25718,10.414887,10.175881,8.77322,10.987226,9.841408,18.693716,6.2337394,16.134136,8.960906,17.310417,18.242605,7.7191944,10.295964,11.223639,20.640474,10.064652,10.427017,9.456984,10.073682,9.630168,12.577301,8.507325,9.896186,10.466054,10.123515,14.04325,7.8717985,7.914381,7.7392225,13.866908,20.586355,11.492134,11.22612,17.521505,13.545281,8.280459,8.405716,18.15709,10.058864,7.0417585,8.61029,8.591942,12.186191,8.05448,9.294981,9.2845955,9.306689,8.1644945,7.7178636,5.69436,9.745899,8.488472,9.355612,9.373056,8.717441,8.352433,8.294326,8.770626,8.36062,9.106981,8.873613,7.984267,8.635603,8.368856,7.993158,12.980361,12.54306,22.576355,8.561665,22.466965
12.812979,13.772418,13.132663,13.113016,13.484904,20.558382,6.573134,6.808163,0.0,8.601463,10.618606,10.446549,8.609195,12.960521,11.772523,11.918865,9.553225,8.615653,9.699034,9.585122,9.403397,10.984405,10.943025,10.393918,8.1396885,13.844102,20.98731,11.913087,21.313326,13.618955,19.894072,6.973832,10.90765,17.45017,12.311697,7.670224,11.789265,9.326404,11.551803,10.364113,8.7900095,11.8004875,11.3807535,8.78441,11.684836,7.6663685,7.646146,7.7331777,9.316848,7.75598,7.359242,11.591284,12.755664,12.125645,7.891541,8.741386,10.253838,9.670413,13.976985,12.582414,19.121077,10.959517,10.056536,22.099596,10.79068,19.912798,9.233451,20.091873,20.750656,19.912798,8.853012,9.204711,7.7463474,9.831796,8.202868,10.007849,9.923047,8.717055,10.915796,9.222923,18.845724,6.9365897,15.8318,9.396559,17.00073,17.996183,6.900097,10.1797,11.628541,21.477125,9.920181,9.480734,8.606078,9.552447,7.9862046,13.026809,9.875365,8.438425,10.136133,9.745594,14.072351,8.388213,7.958989,7.810287,13.831644,21.166487,11.785814,11.507034,17.35202,14.183318,6.983398,8.545904,18.112171,9.143428,6.5347505,7.935466,7.745184,12.912264,7.492717,9.85598,9.332642,9.01479,8.01475,8.099344,7.367057,10.022203,7.945163,8.224742,8.76734,9.368215,8.329351,8.416725,8.57446,8.192698,9.176986,8.30007,6.9945316,7.6286316,7.9557076,7.1709094,13.756732,13.3830385,23.746527,8.551305,23.810865
11.655108,10.552217,12.763999,12.65994,9.391441,18.57309,7.4942675,7.486,8.601463,0.0,9.490659,9.170269,10.529648,12.649022,10.970392,10.328228,10.006779,10.182704,10.342037,11.07471,8.781893,11.3341255,10.713819,11.270845,10.068756,10.452536,19.424814,10.900114,19.727764,9.870995,18.990532,10.145773,12.223766,17.57705,11.373388,8.708764,9.679508,9.8937235,10.531183,7.3352776,9.712042,9.222423,8.480254,10.674357,10.377079,9.84796,10.336798,9.969693,9.983179,9.382182,8.381211,10.728918,10.842189,10.631332,10.011569,10.493988,9.691794,9.929933,13.444466,12.044959,19.41935,8.105495,8.566711,21.428387,8.453549,18.682049,9.68621,19.092007,19.502792,18.682049,10.814425,10.464945,10.635219,11.219247,10.5584,11.390542,11.696152,10.415151,11.814752,11.530397,18.977337,8.966856,17.113302,8.488534,18.293428,19.22473,8.824693,11.569106,12.177105,20.260202,9.564217,10.519373,9.208883,10.666611,10.098571,12.879143,10.0834875,12.649271,11.556686,11.910456,13.878136,9.303399,9.435353,9.307478,13.935505,19.934504,11.623559,11.351293,18.151165,11.060824,10.568997,9.385428,19.187033,12.4674635,9.576149,9.594486,10.253026,9.842337,8.576236,9.446515,9.375558,7.9426785,8.445023,9.303556,7.239116,11.244785,10.221379,10.561384,11.483933,10.233557,8.840842,8.291468,9.124424,9.513298,10.792338,10.465774,9.809016,8.526605,8.898555,8.463231,13.334075,11.805618,22.154888,10.079623,22.133343
