0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
0.0,11.321311,8.70604,10.075618,8.899758,11.240822,13.139164,11.220646,9.091965,9.362814,12.457636,10.653721,10.234935,8.721,9.074664,11.532897,5.253713,8.606336,10.276644,11.252255,18.295553,9.42839,19.833206,19.557716,8.919408,10.5731,6.8123317,12.255999,11.696753,5.6176105,5.518718,10.729954,8.2265,10.854364,13.436733,10.999134,18.465542,11.871383,10.973763,9.404571,12.150431,12.86799,12.078339,11.720776,11.203029,12.734843,8.216452,11.153744,11.158432,11.905615,11.88842,9.664987,10.089516,12.302775,6.5419374,8.350276,10.768838,10.812724,12.823175,11.179731,12.353386,12.545505,11.422089,13.2722025,10.7208605,13.412488,8.039038,9.750785,12.487281,13.079053,11.418256,6.332677,11.618132,11.630356,8.702493,11.244655,19.167301,11.546502,11.546502,11.874254,10.847264,10.524588,11.781298,8.950934,9.67766,8.8221,10.467774,13.331754,11.230326,9.527431,8.275273,8.544228,8.544228,8.363881,12.190231,11.927292,9.748353,8.299827,11.719146,11.976609,9.300234,8.840569,8.754897,12.596603,7.58896,11.988045,13.982639,8.251004,11.836544,14.16456,13.293059,12.172373,18.678886,12.539863,8.066267,7.9830704,17.276945,18.678886,8.195091,13.320069,10.972144,11.979468,11.575618,11.059563,13.275371,12.734093,8.574069,7.4673634,13.576405,7.932505,10.563487,12.089607,11.431293,8.465322,11.660368,10.466441,8.576315,12.116837,8.748147,9.067957,13.58398,10.520039,8.52033,10.804538,11.936021,7.7403603,21.14018,12.261383,11.378055,11.899119,13.419242,12.730452,11.58102,8.346064,12.114775,12.118378,11.953609,8.291945,10.038582,11.349778,15.395908,10.890435,13.795534,20.920048,11.656828,13.159787,12.183645,11.071224,11.3503,12.053084,11.374166,11.5671015,9.458995,8.987904,9.789658,10.776334,12.8420925
11.321311,0.0,8.812054,7.231702,10.239174,7.436073,9.940404,8.310713,7.3734536,8.943337,6.8549266,6.24559,10.6367235,7.7701664,8.6886835,7.1594844,9.227156,7.8081565,8.957828,7.155548,19.147776,9.163281,20.262476,19.826746,6.7444944,7.151441,9.430816,10.205983,7.791859,9.790838,9.728793,7.3645005,8.782757,8.000937,13.856969,6.9727874,18.699482,6.9537425,7.243224,6.318597,8.378807,8.192885,7.5844884,7.0698953,7.9504204,7.9371743,9.462564,7.058455,7.6886544,10.4751215,10.919788,8.735127,8.198035,7.275618,8.668969,10.378193,7.5640125,6.1507874,7.513563,7.114336,8.6697,7.649047,7.3738823,8.623382,7.5633154,10.815784,8.314189,8.752739,5.8911757,8.202606,7.6320305,9.9822645,7.4631243,7.619841,7.28915,7.9671535,19.462915,6.575968,6.575968,7.655449,6.626155,6.84206,6.8968716,7.4963303,6.8321204,8.338116,6.5070915,8.226403,8.4542465,9.792806,6.5368786,8.142419,8.142419,8.153207,7.998358,7.7537394,6.9651856,8.248227,7.8034086,6.5129724,7.070025,7.1405344,7.943317,7.420294,7.5544024,7.3091288,8.60635,8.205691,6.413333,8.71159,9.427368,7.1064296,20.428633,7.6807003,8.564117,7.129827,16.70427,20.428633,9.371041,12.159493,6.4160833,6.980668,7.1091275,7.057583,8.754202,7.13035,9.539365,10.991188,11.067717,11.094532,7.2189913,8.130689,5.770149,8.377358,6.48992,6.5834327,8.123561,8.10423,10.807705,8.220818,8.2542095,6.2573686,9.520634,6.652644,7.41883,9.324937,19.34784,7.76025,6.322873,9.602763,8.314422,10.820957,6.47893,7.633464,10.756495,9.809031,6.6592226,8.231015,6.572675,6.376117,11.357666,6.9229436,8.483241,19.432337,7.436339,7.6515675,7.2420435,8.956958,7.5653887,7.447589,6.167224,7.584062,6.5582294,7.217476,6.7683964,6.309013,9.322134
8.70604,8.812054,0.0,9.418893,9.674684,8.926626,12.603347,7.4272733,6.200029,4.976907,9.005797,9.778881,8.438071,5.2773685,2.372623,8.261526,6.863047,3.9077125,6.420899,7.476668,19.436617,8.165871,20.900034,20.801052,6.288644,9.289807,8.052939,11.334462,7.8687015,8.310156,7.0941825,8.671814,5.3427873,8.235541,14.053188,9.273798,19.700865,9.586622,8.995967,6.5015173,9.252311,8.926242,8.516284,9.910278,9.579873,11.244109,6.823848,7.862986,10.156311,12.138543,9.305715,4.977224,8.628727,9.45131,7.4524407,10.039038,7.887714,7.1244335,8.788611,7.945206,11.169272,10.647537,8.57301,10.15213,6.996813,10.875555,5.8651214,6.834768,10.0134535,10.841216,9.840943,6.098947,8.370825,8.085818,5.6423345,8.080277,19.665596,9.563604,9.563604,9.943626,8.420021,7.6586337,9.185059,6.9547,6.1504817,4.971293,7.061866,11.401428,9.210027,8.059866,7.2610273,6.080747,6.080747,5.3126516,10.789752,10.13377,7.0757866,4.8186703,10.399561,9.515186,6.5447354,5.413535,7.2156496,9.646251,5.31043,10.22031,11.146141,5.4625607,8.606069,11.276193,12.481531,10.289638,20.25416,9.215736,5.6071925,6.8802805,18.075584,20.25416,8.865624,13.544022,8.244021,8.439301,8.142733,9.317914,11.752203,9.217274,7.405516,8.372473,12.897752,8.234289,8.058043,10.23471,8.18253,5.4850764,7.7909718,7.979621,5.50385,9.807186,10.522472,5.573543,10.6734705,7.0970473,6.883266,7.874476,8.7446785,8.536422,21.840158,10.457436,8.613586,10.935509,11.474899,12.004022,8.730347,5.734038,12.147513,10.574916,9.234167,4.5063267,7.7788024,8.522094,13.270273,9.135836,11.419803,21.56874,9.239127,10.364861,8.737517,10.091054,10.01254,8.423644,8.36127,10.091208,6.9368453,5.749134,7.0913167,7.401259,12.15575
10.075618,7.231702,9.418893,0.0,9.170129,8.176842,10.622871,11.568087,8.963153,9.652382,9.2512665,8.521601,9.826622,7.328328,9.456136,9.845598,8.303309,8.959497,10.529748,8.414997,18.97061,7.65911,20.13713,20.061722,7.3011546,7.0952773,7.9959264,9.917046,10.965844,8.389245,8.497458,7.7000914,9.224793,8.486477,13.460762,7.2384753,18.835066,8.254982,7.5987935,9.230473,8.164506,9.515363,8.53514,7.727355,7.743713,8.260526,8.957028,7.812666,7.7704225,9.555532,12.1802225,10.436709,7.9818125,8.884037,8.57222,8.83726,7.4287963,8.325676,10.383023,8.071465,8.414141,9.497215,8.088924,10.051834,10.609287,13.347931,8.065981,10.53648,9.098474,8.61749,8.119563,9.479602,8.378602,9.459009,7.592381,8.514353,19.252745,7.400581,7.400581,7.9487233,7.4968944,8.139834,7.6573534,7.620628,8.346961,9.072114,8.507444,8.981668,8.094354,9.093368,7.5835433,8.262906,8.262906,8.509739,8.182495,7.6805835,7.976605,8.993787,7.532644,8.376949,7.625981,7.840412,7.5268836,8.418901,8.11574,8.042977,10.341069,8.538114,8.417296,10.531578,9.231131,7.8947554,20.060986,8.99029,7.8572927,6.7367644,16.963108,20.060986,8.718182,11.430607,7.741836,9.499287,8.319081,8.488872,8.925438,10.098341,8.580581,9.524195,11.048795,9.735066,7.3381867,8.235231,7.9665036,7.9103127,8.280096,7.3270884,8.97029,8.775759,9.27338,9.540246,9.663434,7.230116,10.30998,7.8648434,8.501491,8.635646,19.310524,8.041074,7.9643655,7.559453,9.263385,9.203988,7.678587,7.8339906,10.045222,9.392984,8.347132,8.886229,7.3983693,7.6941094,12.053533,6.962147,9.612458,19.518276,9.178031,9.236234,9.358123,6.7908087,7.189404,8.029795,8.126508,7.2586784,6.855866,9.0519,7.1546054,7.464577,8.846804
8.899758,10.239174,9.674684,9.170129,0.0,10.199311,9.857116,12.076537,9.041627,10.756763,11.021572,10.0887,8.296032,7.901119,9.658816,11.371739,7.760961,9.258331,11.604019,10.218284,18.772636,8.503803,19.701971,19.981258,8.197992,8.686595,6.428791,7.608496,12.273327,6.4901767,8.7185,10.276531,8.553804,9.429135,14.059661,8.894046,18.376442,8.739481,9.0957365,9.252184,9.403249,11.061156,9.875841,10.1278,9.767039,10.416154,9.441245,9.803309,8.884514,8.087208,10.198908,10.661895,8.039983,10.269338,7.1272893,7.860954,9.991391,9.37166,12.0058,10.894291,8.688733,11.160837,10.617046,11.093025,11.772697,14.519898,8.524033,11.310646,10.613591,10.39518,10.116479,9.40803,9.821739,11.195009,8.605319,10.736221,18.795609,8.726179,8.726179,8.815935,9.672723,9.607384,9.48807,7.836774,8.792436,9.523558,10.26023,10.817934,8.921089,8.099178,8.336634,8.085081,8.085081,8.12654,8.528648,8.435078,9.540217,9.308268,8.708497,10.56765,9.778307,8.224746,7.3444133,10.53104,8.292327,8.549863,11.297183,7.610832,10.754878,11.474158,9.23524,9.4010315,19.637852,10.269682,9.289983,7.4639945,16.795057,19.637852,4.751651,8.035242,10.297652,10.535871,10.480771,9.084365,10.522316,11.845241,7.3406634,9.1523285,9.244674,8.582787,9.496153,9.771639,9.573032,8.061878,10.662087,10.0269575,9.555418,8.876685,6.344777,9.660312,11.263788,9.441006,10.257837,8.427904,9.758665,5.298007,20.219275,9.995677,10.66717,10.397391,10.103911,11.131044,9.848717,8.593716,7.9032865,10.971035,9.27521,9.302329,8.7863655,9.887015,10.775006,8.3447895,11.324752,20.28786,11.52931,10.830331,10.750855,9.61348,8.556717,10.545815,9.048003,8.291978,8.706018,9.628309,8.442043,9.038215,9.04525
11.240822,7.436073,8.926626,8.176842,10.199311,0.0,9.621272,10.018697,8.461766,9.124993,7.5212803,7.1165195,11.6333475,8.603373,8.982998,8.696717,9.335023,8.43616,9.668906,6.9091487,19.380657,9.178771,20.708174,20.590975,6.7065487,6.636977,9.281926,10.202849,9.006706,9.687937,9.882515,5.2175236,8.421037,5.3007784,13.213656,6.678621,19.22475,7.2524643,5.8212714,7.7483487,8.644678,8.630001,8.056341,6.554986,7.886246,7.2299333,9.820742,6.437366,6.83374,9.72993,11.1908245,9.081477,7.7269125,6.22998,8.890059,11.472543,6.1526346,6.2618356,8.326709,4.9122057,8.926222,6.8885536,6.237625,8.218781,9.380002,12.204754,8.574923,9.790792,6.9714293,7.3559103,7.436619,9.6097355,6.330481,7.140575,6.889425,5.661171,19.67965,6.817142,6.817142,7.598925,6.250417,6.230281,6.6208916,7.6689763,8.013216,8.336996,6.761837,7.19458,6.531488,11.046149,8.164402,9.183399,9.183399,9.095206,8.266875,7.925796,6.8113756,8.835139,7.507832,6.2723913,6.7127905,7.6657734,9.057202,7.981511,8.209888,7.767418,8.528352,9.286154,6.0355897,8.697329,9.209338,7.0437756,20.471872,6.47487,8.111126,7.680754,17.248325,20.471872,9.15566,11.806496,5.864594,6.2911415,5.4769607,7.6653967,7.946825,6.8337235,10.22067,11.638917,10.541231,11.22471,6.8265724,6.4653006,5.948594,8.223524,6.324469,6.2195697,8.478612,7.593553,11.203113,8.654336,7.71314,5.851792,9.691309,5.67438,6.24815,9.229759,19.092897,6.6288047,7.394351,8.9801035,7.774452,10.587021,6.487068,6.8992653,10.643297,8.447461,6.7427735,8.810116,6.7536273,6.618004,11.014347,7.1762424,7.4229026,19.367687,7.5678782,6.97525,7.510381,8.156076,6.8925667,6.528737,6.562265,7.0963225,6.3633227,8.140862,6.1508803,5.135155,9.0357685
13.139164,9.940404,12.603347,10.622871,9.857116,9.621272,0.0,13.459125,11.170188,13.034558,10.123842,9.647267,12.868235,11.363727,12.465827,11.5184355,12.031605,11.880192,13.226623,10.425163,19.69976,11.31298,21.17462,20.814407,10.182613,9.810902,10.792502,8.39364,13.16757,11.659695,12.965079,10.888538,11.492647,9.347543,14.412083,9.060364,19.445267,7.9478974,8.523087,11.07995,9.998463,10.810536,9.942675,8.286448,9.9319515,8.488702,12.454979,9.601504,8.150589,9.016564,11.987775,12.711851,9.440111,8.287164,10.501753,12.707559,9.5478525,9.393943,11.194148,10.703479,9.078539,10.761003,10.487369,9.860549,13.060164,15.649644,11.630705,13.231293,9.398953,9.160258,9.793695,13.054543,9.498443,10.784993,10.967996,10.832022,20.177683,8.362396,8.362396,8.536117,9.645536,10.060104,8.941553,10.763195,10.558534,12.013489,10.362275,8.993712,8.774911,12.288836,10.419787,11.113407,11.113407,11.382767,8.240652,8.351335,10.091828,11.923813,8.36721,9.044351,10.881118,10.538222,10.75969,9.575633,11.110057,8.110693,9.327524,11.310738,9.881844,9.409018,7.743769,8.312908,21.073803,9.028316,12.277719,9.981223,17.134138,21.073803,10.237756,9.604555,10.015875,9.639059,10.196363,10.366487,9.325748,10.943601,11.79543,13.646728,9.019838,12.710534,10.187628,8.810225,9.031325,11.348883,10.003294,10.261379,11.989765,8.279927,12.022497,11.862148,9.454685,9.715903,12.724117,8.142489,8.833456,10.58117,18.84808,8.424321,9.850338,10.3156395,8.491219,12.0141325,9.22757,11.054791,8.410435,10.253016,8.109022,11.927125,9.857796,9.573829,9.210716,8.477657,8.069576,19.303553,11.128809,8.932715,9.827144,10.401202,8.45854,10.313227,8.568294,7.982296,9.97678,11.58004,9.816532,9.077733,8.550041
11.220646,8.310713,7.4272733,11.568087,12.076537,10.018697,13.459125,0.0,7.6935544,8.041897,9.308421,9.203214,11.400168,8.9645195,7.2932315,7.255594,9.579968,7.466108,7.105466,9.386056,20.097145,10.505517,21.130428,21.237806,8.079481,10.869279,10.895129,12.830047,6.004193,11.151,9.877631,10.250292,7.987951,9.887455,14.495454,11.029567,20.182018,10.852667,10.343469,6.4186106,11.4915,10.617754,9.80833,11.243367,11.503008,12.340095,9.861211,9.913501,11.614114,13.915835,11.012459,6.2658606,10.811319,10.316324,9.651099,12.248188,9.893003,8.402508,9.041314,9.366004,12.802303,10.301722,10.147839,10.934816,4.912312,8.442551,8.569563,6.823125,9.201864,11.752809,11.453098,8.9665365,9.261041,9.261729,8.542371,9.842168,20.198936,10.662851,10.662851,11.625628,9.687274,8.851145,10.514582,9.436427,8.072425,7.253821,7.996517,12.02641,11.026406,10.805161,8.545685,8.92499,8.92499,8.270752,12.352911,11.8033905,8.202885,7.448523,12.028496,9.536078,8.314371,8.13453,9.891012,10.852095,8.05597,11.709475,11.62208,8.251413,9.561925,11.777751,13.664241,11.345633,20.847752,9.874636,9.3175955,9.462041,18.571447,20.847752,11.227163,15.138266,9.453375,8.272241,8.994117,8.955957,11.975698,7.9783297,10.256018,11.371911,14.355971,11.128684,9.984892,11.388259,8.89331,8.866318,9.127405,9.404146,7.644157,11.066471,12.871176,7.428852,11.451913,8.763364,7.4772415,9.541519,9.662627,10.927731,21.949602,11.214145,9.51185,12.557859,12.217049,13.458299,9.839194,8.496658,13.598941,11.574579,10.643708,7.300044,8.879199,9.554822,14.55397,10.82112,12.068326,21.636929,8.519948,11.344023,9.216679,12.086979,11.65288,10.206834,9.806497,11.794317,8.595636,7.0605993,9.538034,9.383472,13.578287
9.091965,7.3734536,6.200029,8.963153,9.041627,8.461766,11.170188,7.6935544,0.0,5.881066,6.713736,8.465157,8.342344,5.5702076,5.5053167,7.653992,7.6447453,5.6434894,7.3044605,6.258871,20.081488,7.560498,20.583052,20.468428,5.239742,7.368758,8.281337,10.02171,6.7817287,8.132386,8.144965,6.9089794,6.433283,8.499179,13.996712,8.542932,19.375784,7.849267,7.7577944,5.144443,7.3009396,6.6451855,6.7898974,7.6379557,7.5726943,9.286903,7.8630238,6.438292,8.862718,10.0819435,8.755152,6.130924,7.838018,7.398595,6.2999144,9.452812,7.213731,6.000893,7.059706,7.4005094,9.594531,8.550692,7.2595897,8.02983,6.3700347,11.212276,4.591381,6.992011,8.673506,8.720038,7.822598,8.470443,7.815455,6.8448024,6.524334,7.449869,20.117304,7.809082,7.809082,8.297092,6.4896164,6.32431,7.160896,6.538798,4.196447,5.6900907,6.200725,9.228854,9.143618,7.702923,6.3155513,6.355277,6.355277,5.6927752,9.170562,8.794909,6.8970714,6.113409,9.213771,7.8043237,6.911283,4.676557,6.3076105,7.613501,5.561405,8.54751,8.574455,5.4121175,6.722575,8.704806,10.732002,8.607978,20.64916,8.423522,6.4569488,5.827415,17.409838,20.64916,8.031945,12.302405,6.812404,7.082176,7.225899,8.430577,10.655982,8.119777,7.376924,9.731416,10.889473,8.72422,6.866796,9.241723,6.7149973,6.30722,6.5063505,6.201231,3.5965338,8.511579,9.529495,3.4599626,8.509709,6.2184277,7.600216,7.1090827,8.083124,7.7415113,20.65047,9.855117,7.208254,10.368807,9.347322,11.0385685,7.147535,7.029851,10.928776,9.950953,7.947524,5.995074,6.108821,7.010306,11.667102,7.657659,9.934807,20.337921,8.542062,8.479099,6.68037,9.591813,9.015325,6.836453,7.1486454,9.016705,6.0695815,2.5224524,6.503036,7.0624337,10.5257
9.362814,8.943337,4.976907,9.652382,10.756763,9.124993,13.034558,8.041897,5.881066,0.0,8.536856,10.175471,9.50867,6.784554,4.619337,7.6630616,8.185397,5.3554196,5.7279453,7.687003,19.908121,8.825201,21.082832,20.831055,6.9340053,9.675169,9.396551,12.3147135,7.4110026,9.318705,8.039475,8.370208,6.664119,9.075189,14.222614,10.148083,19.752155,10.454856,9.61995,6.8994203,9.389826,8.473397,8.899863,9.478381,9.456349,11.412505,7.6484914,7.6552415,10.652711,12.617231,9.661837,5.413893,9.303953,9.316857,8.051053,10.975394,7.4418936,7.7596903,8.172744,7.564114,12.062753,10.362838,7.955664,10.4639225,6.382235,10.224932,6.324215,6.1625967,10.714675,11.203001,9.650657,7.69818,9.057792,7.2603683,7.241028,7.421856,20.209288,10.310879,10.310879,10.763352,8.383655,7.515391,9.112561,8.225698,6.6206255,5.7807,6.7751575,11.669511,10.5331745,9.285784,7.9237847,7.512475,7.512475,6.814299,11.66909,11.068919,7.388164,6.472381,11.2699,9.332334,7.032779,6.16453,8.450494,9.6231785,6.51565,11.041458,11.249505,6.958478,7.9846992,11.358594,13.236317,10.955253,20.624187,9.952033,6.3228717,7.7242255,18.474424,20.624187,9.981126,14.278081,8.132292,8.8398905,8.144238,10.364305,12.309542,8.921399,8.674669,9.733867,13.495753,8.982951,8.663582,11.001666,8.49613,6.8496065,7.2136173,7.8372746,5.2830114,10.7811575,11.358923,5.508844,10.714346,7.5076556,7.0011625,8.709026,9.5423,9.563506,21.839703,11.108527,8.326528,11.144289,11.966569,12.32133,9.0663595,7.4478655,13.03103,10.640621,10.101741,6.122515,8.389716,8.909423,13.847037,9.88399,11.710231,21.529306,8.499666,10.452631,8.808049,10.280545,10.945017,8.0957,9.300196,11.009678,7.6840205,5.1646094,8.11283,8.425813,12.880147
