0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,1.1992637,1.1992637,1.2625861,1.3001751,1.3103608,1.2835255,1.2269977,1.3388261,1.2750204,0.9302672,1.1992637,1.143263,0.9302672,0.0,1.3205464,1.2678077,1.2734193,1.2804135,1.1013378,1.2661022,1.3088712,1.2898346,1.2827733,1.2914114,1.1714742,0.79735744,1.2622584,1.2747203,1.2607548,0.76832646,0.0,1.2234838
1.1992637,0.0,0.0,0.64573586,1.1752856,1.2748326,1.1829746,1.2794675,1.2762887,1.2632761,1.2552257,0.0,1.2512813,1.2552257,1.1992637,1.2474785,1.2736256,0.4449062,1.1837956,1.2540648,1.272841,1.2501042,1.2814003,1.2620268,1.2165658,1.245116,0.6148768,1.2590978,1.2575072,1.2728968,1.2389239,1.1992637,1.2628632
1.1992637,0.0,0.0,0.64573586,1.1752856,1.2748326,1.1829746,1.2794675,1.2762887,1.2632761,1.2552257,0.0,1.2512813,1.2552257,1.1992637,1.2474785,1.2736256,0.4449062,1.1837956,1.2540648,1.272841,1.2501042,1.2814003,1.2620268,1.2165658,1.245116,0.6148768,1.2590978,1.2575072,1.2728968,1.2389239,1.1992637,1.2628632
1.2625861,0.64573586,0.64573586,0.0,1.0992708,1.1393667,1.0436687,1.1459999,1.1864787,1.0888829,1.1836257,0.64573586,1.0681723,1.1836257,1.2625861,0.9391734,1.147263,0.4757548,1.0247555,1.1770773,1.1435992,1.0883832,1.1224092,1.0517646,1.1536443,1.1041512,0.665098,1.069268,1.0726472,1.1450164,1.2004158,1.2625861,1.0882794
1.3001751,1.1752856,1.1752856,1.0992708,0.0,1.0427091,0.32536674,1.0091598,1.1154169,0.5378185,1.1464726,1.1752856,0.8086312,1.1464726,1.3001751,0.9823756,0.46109864,1.0989529,0.64085376,0.6940189,0.42505234,1.0226567,0.52509946,0.5636525,1.0079902,0.5101804,1.159683,0.51484203,0.5813308,0.4887231,1.1812165,1.3001751,0.7153089
1.3103608,1.2748326,1.2748326,1.1393667,1.0427091,0.0,0.97197694,1.1585296,1.1351326,0.9826762,1.1281407,1.2748326,1.0749048,1.1281407,1.3103608,0.9026828,1.014253,1.1460826,0.952108,1.0513479,1.0168914,0.7958069,0.99058235,0.97697216,0.98090726,1.0148584,1.244574,0.9772136,0.9806853,1.0160606,1.1613013,1.3103608,0.9322965
1.2835255,1.1829746,1.1829746,1.0436687,0.32536674,0.97197694,0.0,1.0208998,1.1131524,0.40595314,1.1495135,1.1829746,0.76889133,1.1495135,1.2835255,0.92255735,0.4210946,1.0896701,0.6096175,0.75271535,0.42175788,0.883253,0.49095654,0.42721975,0.99578935,0.51070565,1.160012,0.42309597,0.5188936,0.4359629,1.1733078,1.2835255,0.6518397
1.2269977,1.2794675,1.2794675,1.1459999,1.0091598,1.1585296,1.0208998,0.0,1.2197583,1.0152153,1.1612092,1.2794675,0.8324278,1.1612092,1.2269977,1.1042981,0.8713312,1.1845181,0.87361306,1.0768027,0.8954964,1.1061628,0.9185729,1.0107907,1.090121,1.0674189,1.2552235,0.9784018,0.9918908,0.86038,1.1843342,1.2269977,1.0089
1.3388261,1.2762887,1.2762887,1.1864787,1.1154169,1.1351326,1.1131524,1.2197583,0.0,1.200454,1.1509216,1.2762887,1.229197,1.1509216,1.3388261,1.0990473,1.2189008,1.165685,1.1570916,1.2536534,1.2270885,1.1290554,1.181559,1.190142,1.1587614,1.2214355,1.3051105,1.1919112,1.1851043,1.2258205,1.2045155,1.3388261,1.1756495
1.2750204,1.2632761,1.2632761,1.0888829,0.5378185,0.9826762,0.40595314,1.0152153,1.200454,0.0,1.1470681,1.2632761,0.7569524,1.1470681,1.2750204,0.906509,0.32688883,1.175297,0.6953626,0.6165893,0.33059946,0.84434915,0.43026224,0.31086063,0.9875409,0.36539093,1.2374651,0.31049407,0.40190935,0.3635587,1.1686078,1.2750204,0.44522893
