0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
0.0,0.21792331,0.14980282,0.49844444,0.86416763,0.7736905,0.81342363,0.14980282,0.4410122,0.82739353,0.079316445,1.0982504,0.35327843,0.0,0.8470509,0.7616054,0.5035866,0.865722,0.40677148,0.28646845,0.8020585,0.14980282,0.7965544,0.79353046,0.977612,0.6094824,0.65914726,1.0365719,0.817349,1.0982504,0.8043457,0.80729157,1.1066426,0.7136809,0.75703156,0.8020585,0.4202336,0.7410435,0.14980282,0.0,0.08580248,0.28686127,0.76614326,0.5261289,0.38557827,0.7745036,0.30113268,0.8664956,0.8392266,1.0285729,0.33096534,0.15641542,0.59209275,0.8176846,0.3453588,0.5552581,0.82435805,0.7964202,0.38202825,0.90432674,0.22383514,0.23372422,0.9199498,0.40594736,0.72617984,0.780246,0.74078405,0.14980282,0.0,0.08580248,0.28686127,0.7659181,0.5086874,0.7884775,0.7318085,0.75406057,0.0,1.074158,0.13694914,1.0113165,0.38334474,0.39802194,1.0365719,0.7876868,0.9215312,0.40758088,0.3780728,0.34654257,1.032262,0.7991546,0.07889301,0.82160276,0.2301209,0.47503647,1.0198252,0.9365773,1.0241367,0.464876,0.3453588,0.4556334,0.50292087,1.0112116,0.7460591,0.81084317,0.9054909,0.40523577,0.9795428,0.15641542,0.37020582,1.0365719,0.5700184,1.119901,0.79666775,0.85171294,0.15641542,0.77460223,0.0,0.36414114,1.0674969,0.710005,0.76083285,0.7926693,0.8758464,0.7684083,0.5551298,0.15641542,0.8884783,1.1066426,0.79211915,0.47667053,0.45883977,0.079316445,0.78677976,0.15641542,0.3565429,0.38801217,0.9310926,0.40594736
0.21792331,0.0,0.22650771,0.5538583,0.8817034,0.79434365,0.78335464,0.22650771,0.496623,0.8345091,0.22952887,1.0909663,0.15979806,0.21792331,0.8116225,0.70306087,0.5598429,0.8291233,0.5148701,0.2909988,0.7628428,0.22650771,0.81366336,0.80673665,1.0136949,0.6232248,0.6742349,1.0572354,0.83578974,1.0909663,0.7607526,0.75385636,1.0971256,0.72352624,0.7718942,0.7628428,0.23575622,0.67626095,0.22650771,0.21792331,0.14119089,0.092466794,0.7511672,0.5404658,0.44860357,0.72511774,0.32614964,0.8547441,0.82752615,1.0402272,0.30233458,0.1690122,0.6193565,0.7917596,0.40180033,0.6245072,0.7839642,0.7547073,0.49266657,0.9214887,0.2295093,0.3251994,0.93811566,0.5175972,0.73687506,0.7554139,0.6753255,0.22650771,0.21792331,0.14119089,0.092466794,0.7501971,0.52726275,0.75340885,0.6561717,0.68818825,0.21792331,1.0739026,0.27084175,0.93315524,0.43426955,0.46086416,1.0572354,0.74178535,0.94053274,0.51845306,0.44091502,0.40938476,1.0475614,0.8202822,0.14718561,0.796118,0.25377584,0.5485786,1.0364798,0.9617211,1.0383484,0.54855853,0.40180033,0.5643885,0.5634155,1.0269767,0.75423384,0.7869841,0.9241323,0.4693336,0.9000663,0.1690122,0.46448034,1.0572354,0.60003,1.0267231,0.7586422,0.81935287,0.1690122,0.7291847,0.21792331,0.42126206,0.9926856,0.71781355,0.71153224,0.8003949,0.8680407,0.75078,0.52133495,0.1690122,0.8462499,1.0971256,0.75010014,0.58499813,0.52841914,0.22952887,0.79490596,0.1690122,0.4179654,0.44080383,0.9494104,0.5175972
0.14980282,0.22650771,0.0,0.45044184,0.8638931,0.7671382,0.78389806,0.0,0.39278454,0.8156508,0.07048638,1.0931484,0.2812546,0.14980282,0.8163215,0.7211078,0.43331447,0.84092915,0.4001685,0.21111947,0.7690148,0.0,0.7891274,0.7881849,0.9809281,0.5990328,0.64856154,1.0446801,0.8106942,1.0931484,0.7739403,0.7690705,1.1008009,0.7093788,0.74823993,0.7690148,0.344106,0.6939356,0.0,0.14980282,0.08586826,0.20968337,0.73466825,0.57428956,0.33319998,0.7355706,0.15561107,0.829871,0.8118971,1.0318012,0.2584074,0.0825992,0.5311088,0.7920497,0.28745562,0.49913013,0.7913339,0.7624117,0.32727215,0.89975655,0.07623371,0.2290663,0.91992617,0.35406643,0.715913,0.77180654,0.7000865,0.0,0.14980282,0.08586826,0.20968337,0.73444307,0.56519055,0.75792736,0.68107074,0.70985764,0.14980282,1.0677958,0.2097388,0.95466834,0.32670817,0.34030163,1.0446801,0.7531746,0.92142606,0.3552534,0.3203525,0.28882223,1.0333527,0.7958384,0.15755226,0.7960993,0.16210572,0.41906694,1.0219451,0.93569064,1.0233262,0.46125513,0.28745562,0.45287994,0.45415837,1.0157607,0.7351711,0.7834836,0.90326333,0.34373087,0.91694736,0.0825992,0.37605768,1.0446801,0.47111136,1.0585458,0.764321,0.8214205,0.0825992,0.738293,0.14980282,0.29495358,1.0069067,0.69911397,0.7240809,0.7808981,0.8432083,0.7373344,0.49986118,0.0825992,0.8593123,1.1008009,0.75875974,0.4266034,0.4084684,0.07048638,0.77539116,0.0825992,0.2941093,0.32839736,0.9305855,0.35406643
0.49844444,0.5538583,0.45044184,0.0,0.72281384,0.6479873,0.6168634,0.45044184,0.31179792,0.69038963,0.44728243,1.1010237,0.5555849,0.49844444,0.659136,0.5658299,0.4568947,0.6426668,0.4250944,0.5459884,0.6256655,0.45044184,0.65656424,0.70007247,0.87574816,0.47462767,0.5114068,0.96783215,0.66080177,1.1010237,0.63998026,0.5949527,1.0946769,0.59570426,0.66824,0.6256655,0.59683204,0.53432614,0.45044184,0.49844444,0.45684567,0.5343719,0.6481944,0.49054295,0.294091,0.5473456,0.46197313,0.61202765,0.7340574,0.9359667,0.48126873,0.43734533,0.5157008,0.6792485,0.37342197,0.4153201,0.600501,0.64886683,0.319785,0.8501632,0.46847308,0.44706747,0.8628102,0.3502257,0.58259606,0.61740047,0.49357396,0.45044184,0.49844444,0.45684567,0.5343719,0.66779625,0.5133349,0.6029474,0.8331104,0.5545267,0.49844444,1.0454814,0.47431615,0.96903205,0.36839306,0.35044548,0.96783215,0.5985435,0.875301,0.385498,0.34051362,0.31391752,0.89910483,0.68962264,0.48682097,0.6189345,0.40920463,0.42205665,0.88210696,0.8123014,0.9273471,0.34813678,0.37342197,0.42573735,0.35047668,0.9059222,0.63291574,0.60779876,0.7984356,0.4175577,0.9193152,0.43734533,0.4455018,0.96783215,0.4160626,1.1050423,0.62165254,0.6878664,0.43734533,0.61256003,0.49844444,0.3824228,1.0383269,0.63957906,0.6018222,0.66480476,0.64365464,0.6786414,0.37551713,0.43734533,0.6369119,1.0946769,0.59236485,0.28234598,0.37713793,0.44728243,0.65004843,0.43734533,0.33375055,0.41043004,0.8679559,0.3502257
0.86416763,0.8817034,0.8638931,0.72281384,0.0,0.69390815,0.6449354,0.8638931,0.772536,0.53107494,0.8636313,1.1182532,0.88650894,0.86416763,0.6502879,0.70019734,0.89128655,0.64555454,0.75275195,0.89195955,0.67531645,0.8638931,0.6815442,0.721156,0.48876068,0.62250555,0.60389555,1.0100224,0.6845844,1.1182532,0.63621026,0.6673388,1.1183573,0.5479599,0.69752896,0.67531645,0.88591415,0.69461024,0.8638931,0.86416763,0.8879139,0.8710978,0.70795053,0.67347026,0.7945941,0.635761,0.90569884,0.7082914,0.73429304,0.85806614,0.8395721,0.8806641,0.8287034,0.6408108,0.7834928,0.8143518,0.65690345,0.70671487,0.7112859,0.8538964,0.87550974,0.89702666,0.8617985,0.71268654,0.48481146,0.6630704,0.73633754,0.8638931,0.86416763,0.8879139,0.8710978,0.71006817,0.7138923,0.60725045,1.0186467,0.7052997,0.86416763,1.0567372,0.8581674,1.075823,0.7756613,0.75001514,1.0100224,0.67525494,0.87060416,0.70395523,0.7701317,0.76105195,0.84892684,0.7000916,0.88184834,0.61221004,0.9022851,0.75102115,0.8167948,0.36254153,0.82902473,0.7549834,0.7834928,0.7008001,0.8146208,0.832267,0.50946295,0.62626934,0.28310215,0.815388,1.0146413,0.8806641,0.8146013,1.0100224,0.75411737,1.1422452,0.6613573,0.6860069,0.8806641,0.70609,0.86416763,0.77607894,1.107233,0.5654354,0.6694903,0.5227531,0.69740665,0.7199965,0.7481115,0.8806641,0.65873146,1.1183573,0.6576838,0.7250346,0.76998395,0.8636313,0.47723082,0.8806641,0.7711328,0.7806876,0.85421675,0.71268654
0.7736905,0.79434365,0.7671382,0.6479873,0.69390815,0.0,0.4202242,0.7671382,0.66922796,0.7763879,0.77101547,0.9476458,0.827167,0.7736905,0.53161085,0.51513153,0.621538,0.50605917,0.73147684,0.79816186,0.42677024,0.7671382,0.14616573,0.1587811,0.84008414,0.70334095,0.72931707,0.9662314,0.09117851,0.9476458,0.45619074,0.43061352,0.9278536,0.69095933,0.15410005,0.42677024,0.85570055,0.50856364,0.7671382,0.7736905,0.7749258,0.77942824,0.13646531,0.6703842,0.6696566,0.46220884,0.7639707,0.5069254,0.2838275,0.8119821,0.82178724,0.7643449,0.799714,0.52744853,0.67178446,0.717993,0.44656673,0.4423981,0.59842145,0.8669772,0.8110148,0.75980115,0.877858,0.601184,0.7154692,0.43523008,0.588492,0.7671382,0.7736905,0.7749258,0.77942824,0.12675963,0.69029516,0.42998838,1.0404117,0.522638,0.7736905,0.8674411,0.7092836,1.1082712,0.6771724,0.65377,0.9662314,0.45908952,0.887163,0.5896161,0.6446192,0.62587637,0.7734439,0.1849219,0.76762336,0.44200066,0.7643395,0.7068334,0.7922804,0.7031205,0.78497696,0.6285963,0.67178446,0.6820472,0.6483238,0.8017054,0.72849953,0.4312278,0.76178813,0.6656654,1.0552814,0.7643449,0.72707397,0.9662314,0.6341818,1.1548976,0.4310664,0.49018103,0.7643449,0.44394007,0.7736905,0.6516541,0.933392,0.72643965,0.41098905,0.68739164,0.4485702,0.13874455,0.6845133,0.7643449,0.4965537,0.9278536,0.4369043,0.6267395,0.62417424,0.77101547,0.7308936,0.7643449,0.62646097,0.66339785,0.8847405,0.601184
0.81342363,0.78335464,0.78389806,0.6168634,0.6449354,0.4202242,0.0,0.78389806,0.6257434,0.7406785,0.7811896,1.1150353,0.8152263,0.81342363,0.25124216,0.29224896,0.6649127,0.25831127,0.6974643,0.8279666,0.14409372,0.78389806,0.5006574,0.44730008,0.79582983,0.6415319,0.6627643,0.99218595,0.5027218,1.1150353,0.25729826,0.2565204,1.119511,0.6663412,0.47281379,0.14409372,0.8375679,0.25714266,0.78389806,0.81342363,0.7916478,0.76540613,0.4494345,0.59325737,0.61509895,0.2301965,0.7700733,0.45960122,0.50345904,0.86246306,0.8193618,0.7744398,0.80346036,0.29456282,0.62677145,0.6067276,0.16645062,0.17699817,0.5541858,0.85516506,0.8256847,0.77756983,0.8634445,0.5626417,0.68024474,0.25307956,0.3531397,0.78389806,0.81342363,0.7916478,0.76540613,0.46352428,0.60339224,0.14919549,1.0441275,0.29723123,0.81342363,1.0561217,0.77842253,0.9874751,0.6356432,0.5850492,0.99218595,0.25701037,0.8740625,0.56118745,0.5781995,0.5623212,0.8467339,0.4671106,0.8076884,0.11412424,0.7615027,0.66528726,0.798022,0.6411615,0.8354336,0.6744955,0.62677145,0.64202446,0.69534886,0.8380689,0.6973921,0.10284052,0.7036764,0.6108955,0.9336603,0.7744398,0.7048355,0.99218595,0.5939992,1.061079,0.13494402,0.22736125,0.7744398,0.18898192,0.81342363,0.60027194,1.0752921,0.7154337,0.20837754,0.6759401,0.4449621,0.46996307,0.6064362,0.7744398,0.31038916,1.119511,0.23296824,0.615381,0.5693699,0.7811896,0.70017856,0.7744398,0.5778907,0.7097603,0.8693919,0.5626417
0.14980282,0.22650771,0.0,0.45044184,0.8638931,0.7671382,0.78389806,0.0,0.39278454,0.8156508,0.07048638,1.0931484,0.2812546,0.14980282,0.8163215,0.7211078,0.43331447,0.84092915,0.4001685,0.21111947,0.7690148,0.0,0.7891274,0.7881849,0.9809281,0.5990328,0.64856154,1.0446801,0.8106942,1.0931484,0.7739403,0.7690705,1.1008009,0.7093788,0.74823993,0.7690148,0.344106,0.6939356,0.0,0.14980282,0.08586826,0.20968337,0.73466825,0.57428956,0.33319998,0.7355706,0.15561107,0.829871,0.8118971,1.0318012,0.2584074,0.0825992,0.5311088,0.7920497,0.28745562,0.49913013,0.7913339,0.7624117,0.32727215,0.89975655,0.07623371,0.2290663,0.91992617,0.35406643,0.715913,0.77180654,0.7000865,0.0,0.14980282,0.08586826,0.20968337,0.73444307,0.56519055,0.75792736,0.68107074,0.70985764,0.14980282,1.0677958,0.2097388,0.95466834,0.32670817,0.34030163,1.0446801,0.7531746,0.92142606,0.3552534,0.3203525,0.28882223,1.0333527,0.7958384,0.15755226,0.7960993,0.16210572,0.41906694,1.0219451,0.93569064,1.0233262,0.46125513,0.28745562,0.45287994,0.45415837,1.0157607,0.7351711,0.7834836,0.90326333,0.34373087,0.91694736,0.0825992,0.37605768,1.0446801,0.47111136,1.0585458,0.764321,0.8214205,0.0825992,0.738293,0.14980282,0.29495358,1.0069067,0.69911397,0.7240809,0.7808981,0.8432083,0.7373344,0.49986118,0.0825992,0.8593123,1.1008009,0.75875974,0.4266034,0.4084684,0.07048638,0.77539116,0.0825992,0.2941093,0.32839736,0.9305855,0.35406643
0.4410122,0.496623,0.39278454,0.31179792,0.772536,0.66922796,0.6257434,0.39278454,0.0,0.7329825,0.38869295,1.1066822,0.533978,0.4410122,0.6689484,0.5965223,0.4964717,0.72186255,0.27464527,0.48803046,0.62839454,0.39278454,0.67020196,0.6707147,0.9124062,0.5560928,0.59595126,1.02044,0.7154377,1.1066822,0.6731801,0.6551561,1.1129782,0.6863816,0.6249822,0.62839454,0.58397144,0.5663081,0.39278454,0.4410122,0.39559636,0.47610906,0.61737967,0.43310365,0.14666678,0.61987215,0.41074526,0.6926263,0.69186074,0.9727049,0.5018821,0.37635785,0.50621164,0.6506107,0.14499432,0.3814598,0.6511243,0.6482464,0.28833264,0.8432379,0.44668227,0.3998415,0.85995823,0.3218359,0.663854,0.6549639,0.56415296,0.39278454,0.4410122,0.39559636,0.47610906,0.61906254,0.49717286,0.61365485,0.81290877,0.5851981,0.4410122,1.0634072,0.42358032,0.9801025,0.10483823,0.23778121,1.02044,0.6614792,0.87244904,0.35531408,0.22055234,0.19176547,0.9685833,0.69723874,0.42835996,0.64793104,0.3567381,0.20682712,0.95374924,0.84307075,0.96240777,0.37186933,0.14499432,0.2532634,0.4462639,0.95826477,0.6610901,0.6406148,0.80629027,0.309436,0.9449752,0.37635785,0.22040892,1.02044,0.44972172,1.1172678,0.6241699,0.68678945,0.37635785,0.60123134,0.4410122,0.3207081,1.0418073,0.6399953,0.61058503,0.69658417,0.7202578,0.6251992,0.34074333,0.37635785,0.72266525,1.1129782,0.6502452,0.282139,0.2710603,0.38869295,0.72688997,0.37635785,0.28460947,0.2514443,0.8654191,0.3218359
0.82739353,0.8345091,0.8156508,0.69038963,0.53107494,0.7763879,0.7406785,0.8156508,0.7329825,0.0,0.8180214,1.1182837,0.83687705,0.82739353,0.73427033,0.73238885,0.8380364,0.6918623,0.6756726,0.87061113,0.7511217,0.8156508,0.738739,0.78930837,0.6832765,0.38498035,0.35105214,1.0109633,0.7353723,1.1182837,0.75872797,0.7260206,1.1187857,0.19846152,0.7552385,0.7511217,0.8287044,0.72464085,0.8156508,0.82739353,0.866304,0.82114965,0.7692102,0.4690485,0.76402944,0.6851789,0.8506182,0.755474,0.7799172,0.9140394,0.78488886,0.8553115,0.8292251,0.7408552,0.74536943,0.73196346,0.72653425,0.75086504,0.6366782,0.8705398,0.825375,0.89108634,0.89279366,0.63822526,0.12893462,0.7158576,0.6882281,0.8156508,0.82739353,0.866304,0.82114965,0.772016,0.5520507,0.6941173,1.0043505,0.73378265,0.82739353,1.0813566,0.85373217,1.0965165,0.7359536,0.69572985,1.0109633,0.7094352,0.8929582,0.63942987,0.685192,0.7090505,0.87901133,0.79717654,0.864569,0.7054729,0.89404577,0.67527604,0.9010751,0.6242202,0.93400687,0.6862602,0.74536943,0.68461275,0.74538624,0.90978813,0.14543296,0.7189883,0.53369033,0.6812591,1.0366253,0.8553115,0.7239995,1.0109633,0.6063054,1.1713964,0.74118894,0.7881321,0.8553115,0.73098725,0.82739353,0.7271229,1.1050918,0.26209682,0.73814476,0.1651485,0.7635645,0.782772,0.6879377,0.8553115,0.73007035,1.1187857,0.72530204,0.6417459,0.6768545,0.8180214,0.111035064,0.8553115,0.72160006,0.817229,0.8869488,0.63822526
