0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
0.0,18.010395,9.069903,6.3214216,7.6676702,17.12217,20.083958,6.7789955,7.4237204,8.176011,8.475646,8.608914,6.7789955,4.3642154,7.284481,6.7789955,6.7789955,7.284481,6.719869,9.5152,4.3642154,6.7789955,17.107779,6.7789955,6.7789955,17.12217,17.12217,6.415394,6.415394,10.794871,19.71453,10.353076,6.7789955,6.254702,6.115321,11.029915,19.296597,6.7789955,6.7789955,6.7789955,20.083958,20.083958,4.3642154,6.7789955,8.267963,19.640993,19.640993,11.384089,7.290178,21.572405,20.599586,6.7789955,8.267963,11.556055,7.616688,11.443896,22.352654,19.756632,21.317238,20.183397,10.234431,6.7789955,4.3642154,5.470442,7.3572774,5.6244464,8.267963,6.7789955,19.296597,7.1026983,7.6258407,7.206288,19.376858,2.540319,6.3234124,17.12217,4.5190043,4.5190043,17.12217,8.637028,8.267963,17.12217,6.7789955,18.677267,5.6771398,8.0549555,9.230818,10.587738,7.259353,6.7789955,8.468027,11.516987,8.914531,9.147324,8.267963,7.284481,7.284481,9.522765,7.284481,9.235178,17.12217,21.572405,6.7789955,19.41451,8.834391,8.163099,19.580538,8.267963,6.7789955,6.7789955,6.7789955,17.12217,17.12217,20.599586,19.940044,7.4034305,7.4034305,8.569395,6.8103476,18.677267,6.7789955,8.078059,20.599586,21.572405,6.7789955,6.7789955,8.163655,6.7253523,10.478515,8.469803,19.575272,8.943547,18.065155,18.139446,9.520573,6.7789955,8.267963,6.7789955,6.7789955,6.7789955,6.137067,6.115321,8.267963,10.96337,6.115321,6.115321,17.12217,20.270626,20.721596,19.640993,10.972791,20.260647,19.580538,8.953486,6.7789955,17.018845,17.12217,6.7789955,7.2639813,6.7789955,6.823047,18.813051,20.599586,19.756632,6.7789955,7.293434,6.7789955,6.7789955,6.7789955,18.677267
18.010395,0.0,19.393923,19.520735,18.167892,10.45073,12.051282,19.05692,19.398819,19.59214,19.525705,19.691591,19.05692,18.359373,19.336367,19.05692,19.05692,19.336367,18.79027,18.811995,18.359373,19.05692,13.809191,19.05692,19.05692,10.45073,10.45073,19.151443,19.151443,20.075441,13.866699,20.133999,19.05692,18.498007,18.662064,19.868534,12.940183,19.05692,19.05692,19.05692,12.051282,12.051282,18.359373,19.05692,19.241213,12.167609,12.167609,20.194685,19.74289,15.333523,11.693219,19.05692,19.241213,20.300993,19.2852,20.297976,16.27517,11.859527,13.539569,10.631301,19.491283,19.05692,18.359373,19.383299,19.328459,18.814903,19.241213,19.05692,12.940183,19.22155,19.509865,19.323061,8.756828,18.309174,18.812609,10.45073,18.748064,18.748064,10.45073,19.19724,19.241213,10.45073,19.05692,10.852934,19.040487,19.309025,19.279339,19.463018,19.256226,19.05692,19.577633,20.25079,19.647324,19.606052,19.241213,19.336367,19.336367,19.547176,19.336367,19.265345,10.45073,15.333523,19.05692,10.390993,19.884077,19.01445,12.803942,19.241213,19.05692,19.05692,19.05692,10.45073,10.45073,11.693219,14.15452,19.579493,19.579493,19.995434,18.443424,10.852934,19.05692,18.23154,11.693219,15.333523,19.05692,19.05692,18.90544,19.452517,19.94256,18.157131,12.312151,19.580133,11.163678,14.316167,18.722614,19.05692,19.241213,19.05692,19.05692,19.05692,18.40231,18.662064,19.241213,20.06279,18.662064,18.662064,10.45073,13.132072,14.757208,12.167609,19.920738,15.03754,12.803942,19.403872,19.05692,11.637419,10.45073,19.05692,18.603937,19.05692,19.101885,13.0779915,11.693219,11.859527,19.05692,19.372503,19.05692,19.05692,19.05692,10.852934
9.069903,19.393923,0.0,9.5964775,8.267097,18.866678,20.735664,9.469994,9.102013,9.470802,10.409315,10.586453,9.469994,8.29227,9.22822,9.469994,9.469994,9.22822,8.232345,9.531389,8.29227,9.469994,18.28694,9.469994,9.469994,18.866678,18.866678,8.631475,8.631475,6.849406,19.935328,9.129201,9.469994,9.31042,9.280741,9.196296,20.586693,9.469994,9.469994,9.469994,20.735664,20.735664,8.29227,9.469994,10.312892,20.649494,20.649494,9.839683,9.829042,22.14345,21.46295,9.469994,10.312892,9.737726,8.409971,8.990326,22.726774,20.712278,21.895897,20.865294,9.12733,9.469994,8.29227,9.466378,8.1190815,8.167078,10.312892,9.469994,20.586693,9.327026,7.4249067,9.961731,20.55502,8.877064,8.927452,18.866678,9.034211,9.034211,18.866678,9.85492,10.312892,18.866678,9.469994,20.02414,8.474406,10.733074,9.850578,12.598482,6.3094673,9.469994,10.454046,10.021518,11.0161295,7.4311028,10.312892,9.22822,9.22822,10.585305,9.22822,10.209662,18.866678,22.14345,9.469994,20.157316,9.353928,10.012828,19.930885,10.312892,9.469994,9.469994,9.469994,18.866678,18.866678,21.46295,20.528126,9.169879,9.169879,10.085403,7.9137197,20.02414,9.469994,9.852586,21.46295,22.14345,9.469994,9.469994,11.134447,9.573297,10.742693,8.474794,20.465256,7.436937,19.26884,19.139395,10.870613,9.469994,10.312892,9.469994,9.469994,9.469994,9.445111,9.280741,10.312892,9.703409,9.280741,9.280741,18.866678,20.880198,21.129444,20.649494,8.776608,20.437868,19.930885,9.857567,9.469994,18.361332,18.866678,9.469994,9.257606,9.469994,7.809131,19.98268,21.46295,20.712278,9.469994,8.660208,9.469994,9.469994,9.469994,20.02414
6.3214216,19.520735,9.5964775,0.0,8.978768,18.639908,21.282978,7.8135395,7.7194896,8.345696,8.99643,8.977006,7.8135395,6.966005,7.545791,7.8135395,7.8135395,7.545791,8.396414,10.39008,6.966005,7.8135395,18.387259,7.8135395,7.8135395,18.639908,18.639908,7.518419,7.518419,11.4297905,20.59003,10.046439,7.8135395,6.8712754,6.704263,10.97117,20.942083,7.8135395,7.8135395,7.8135395,21.282978,21.282978,6.966005,7.8135395,9.23227,21.00225,21.00225,11.453194,6.010361,22.382421,21.879904,7.8135395,9.23227,11.954516,6.9712605,12.183233,23.180702,21.124195,22.26039,21.3841,10.701544,7.8135395,6.966005,2.6510837,7.8919578,6.7055297,9.23227,7.8135395,20.942083,7.3457813,7.6473236,6.663822,20.789494,6.1704006,6.770802,18.639908,6.3888154,6.3888154,18.639908,9.2272005,9.23227,18.639908,7.8135395,20.066029,7.126879,8.569208,9.540653,10.508575,7.665349,7.8135395,8.99564,11.96456,8.948729,9.308061,9.23227,7.545791,7.545791,9.840297,7.545791,9.72056,18.639908,22.382421,7.8135395,20.802233,9.877633,8.886355,20.756195,9.23227,7.8135395,7.8135395,7.8135395,18.639908,18.639908,21.879904,20.930239,6.873911,6.873911,8.158709,7.696852,20.066029,7.8135395,9.244684,21.879904,22.382421,7.8135395,7.8135395,9.856298,3.8462994,9.825751,9.855411,21.104927,8.665616,19.066725,19.496103,11.058768,7.8135395,9.23227,7.8135395,7.8135395,7.8135395,7.0281825,6.704263,9.23227,10.548948,6.704263,6.704263,18.639908,21.609861,21.75205,21.00225,10.547216,21.241188,20.756195,9.129336,7.8135395,18.387081,18.639908,7.8135395,8.352917,7.8135395,7.9866366,20.541208,21.879904,21.124195,7.8135395,6.1127725,7.8135395,7.8135395,7.8135395,20.066029
7.6676702,18.167892,8.267097,8.978768,0.0,17.782625,19.363192,7.450168,8.005643,8.197855,9.278804,9.41641,7.450168,6.5503964,7.600312,7.450168,7.450168,7.600312,5.9020615,9.891334,6.5503964,7.450168,16.986847,7.450168,7.450168,17.782625,17.782625,6.6305885,6.6305885,10.398986,18.474792,10.82279,7.450168,8.275036,8.117326,11.240512,19.499294,7.450168,7.450168,7.450168,19.363192,19.363192,6.5503964,7.450168,8.90287,19.486454,19.486454,11.231244,9.722985,21.270506,19.941544,7.450168,8.90287,11.144283,8.301042,10.798334,22.035881,19.322569,21.10381,19.498388,10.2322445,7.450168,6.5503964,8.612422,7.637687,6.460575,8.90287,7.450168,19.499294,7.682205,8.438381,9.398432,19.268526,7.836482,8.329571,17.782625,8.073316,8.073316,17.782625,9.068973,8.90287,17.782625,7.450168,18.562466,6.502554,8.620658,10.452099,10.822365,7.509536,7.450168,9.244928,10.95771,9.507227,8.691878,8.90287,7.600312,7.600312,10.102318,7.600312,9.740802,17.782625,21.270506,7.450168,18.954546,7.429037,8.838179,19.052244,8.90287,7.450168,7.450168,7.450168,17.782625,17.782625,19.941544,19.634909,8.082078,8.082078,9.214757,4.0251927,18.562466,7.450168,7.8162913,19.941544,21.270506,7.450168,7.450168,10.340676,9.351983,10.668324,4.783569,19.520761,8.812665,18.24895,18.082878,10.573722,7.450168,8.90287,7.450168,7.450168,7.450168,8.3912945,8.117326,8.90287,11.330525,8.117326,8.117326,17.782625,19.91155,19.998177,19.486454,10.697221,19.673403,19.052244,9.602614,7.450168,16.820156,17.782625,7.450168,7.9486704,7.450168,6.3335705,18.919207,19.941544,19.322569,7.450168,8.297586,7.450168,7.450168,7.450168,18.562466
17.12217,10.45073,18.866678,18.639908,17.782625,0.0,15.30423,17.654762,18.68024,18.775394,18.389133,18.523664,17.654762,17.212088,17.986242,17.654762,17.654762,17.986242,18.188372,17.917034,17.212088,17.654762,11.010044,17.654762,17.654762,0.0,0.0,18.151787,18.151787,19.374739,16.5834,19.473488,17.654762,17.780573,17.911135,19.47582,12.713588,17.654762,17.654762,17.654762,15.30423,15.30423,17.212088,17.654762,18.079157,13.124073,13.124073,19.687119,19.031769,18.526289,16.160734,17.654762,18.079157,19.44758,18.436142,19.486994,20.070036,14.321406,17.560701,14.25049,18.476505,17.654762,17.212088,18.463417,18.276758,17.789698,18.079157,17.654762,12.713588,17.937237,18.700327,18.494911,11.439714,17.612474,18.61655,0.0,18.140482,18.140482,0.0,17.950787,18.079157,0.0,17.654762,12.508332,18.065865,18.009016,18.404251,17.774797,18.660326,17.654762,18.36659,19.561062,18.295094,18.648092,18.079157,17.986242,17.986242,18.224503,17.986242,18.156923,0.0,18.526289,17.654762,11.931144,18.80779,18.175262,15.205148,18.079157,17.654762,17.654762,17.654762,0.0,0.0,16.160734,15.669033,18.271185,18.271185,19.010708,17.664665,12.508332,17.654762,17.209684,16.160734,18.526289,17.654762,17.654762,17.370144,18.604752,19.57873,17.950045,14.402549,18.61544,12.451628,13.454397,17.448824,17.654762,18.079157,17.654762,17.654762,17.654762,17.619291,17.911135,18.079157,19.618116,17.911135,17.911135,0.0,15.391214,17.031029,13.124073,19.544365,18.04423,15.205148,18.204487,17.654762,8.558817,0.0,17.654762,17.698332,17.654762,18.146042,13.679076,16.160734,14.321406,17.654762,18.218893,17.654762,17.654762,17.654762,12.508332
20.083958,12.051282,20.735664,21.282978,19.363192,15.30423,0.0,20.482887,20.667131,20.758615,21.355438,21.45648,20.482887,20.15794,20.584833,20.482887,20.482887,20.584833,19.802694,21.071833,20.15794,20.482887,16.092577,20.482887,20.482887,15.30423,15.30423,20.454916,20.454916,21.744585,11.744732,22.172436,20.482887,20.587675,20.654903,21.984755,15.109031,20.482887,20.482887,20.482887,0.0,0.0,20.15794,20.482887,20.97714,12.372644,12.372644,22.257515,21.580137,13.765809,7.591299,20.482887,20.97714,22.202261,20.802773,21.842945,15.174081,8.70528,13.393996,9.621423,21.589617,20.482887,20.15794,21.16793,21.15913,20.250944,20.97714,20.482887,15.109031,20.46355,21.410494,21.412817,10.972241,20.194557,20.591404,15.30423,20.47474,20.47474,15.30423,21.005487,20.97714,15.30423,20.482887,12.183031,20.507294,20.734125,21.65236,20.817781,20.695877,20.482887,21.318237,22.057718,21.28102,21.230408,20.97714,20.584833,20.584833,21.387966,20.584833,21.09585,15.30423,13.765809,20.482887,9.643216,20.702812,20.802492,13.009683,20.97714,20.482887,20.482887,20.482887,15.30423,15.30423,7.591299,12.968063,21.15754,21.15754,21.10051,19.827553,12.183031,20.482887,19.655428,7.591299,13.765809,20.482887,20.482887,21.61618,21.311893,22.19694,19.490078,13.904793,21.205803,14.4864645,16.731112,21.446775,20.482887,20.97714,20.482887,20.482887,20.482887,20.602493,20.654903,20.97714,22.197653,20.654903,20.654903,15.30423,10.846683,10.702942,12.372644,21.945732,13.455744,13.009683,21.339457,20.482887,13.52678,15.30423,20.482887,20.407488,20.482887,20.108397,15.240508,7.591299,8.70528,20.482887,21.072521,20.482887,20.482887,20.482887,12.183031
6.7789955,19.05692,9.469994,7.8135395,7.450168,17.654762,20.482887,0.0,7.351943,7.0536613,6.698967,6.658224,0.0,4.2846365,3.007082,0.0,0.0,3.007082,6.7294784,9.830593,4.2846365,0.0,17.7167,0.0,0.0,17.654762,17.654762,5.4477615,5.4477615,11.168559,19.933945,11.871086,0.0,7.3153925,7.142241,12.035218,19.578936,0.0,0.0,0.0,20.482887,20.482887,4.2846365,0.0,6.4514236,20.108646,20.108646,11.894207,8.3868475,21.96086,21.074488,0.0,6.4514236,11.395371,7.7045455,10.825134,22.683586,20.158548,21.86985,20.777357,9.169804,0.0,4.2846365,7.617729,6.422197,3.9698098,6.4514236,0.0,19.578936,2.908192,7.8027344,7.8812284,19.993305,7.715111,8.902092,17.654762,8.262607,8.262607,17.654762,6.824936,6.4514236,17.654762,0.0,19.05711,5.402093,3.6838117,10.119801,8.634507,8.830996,0.0,6.5081496,11.043404,5.3432384,8.074957,6.4514236,3.007082,3.007082,7.639275,3.007082,7.5870056,17.654762,21.96086,0.0,19.950495,7.4488916,6.7672396,20.527233,6.4514236,0.0,0.0,0.0,17.654762,17.654762,21.074488,20.324947,4.667152,4.667152,7.102039,5.6178446,19.05711,0.0,6.0330844,21.074488,21.96086,0.0,0.0,8.187232,8.810055,12.089665,9.699082,20.539593,8.590792,18.75128,19.39872,9.598298,0.0,6.4514236,0.0,0.0,0.0,7.1371017,7.142241,6.4514236,12.117248,7.142241,7.142241,17.654762,20.57276,20.89306,20.108646,11.656741,20.898085,20.527233,7.488428,0.0,17.262918,17.654762,0.0,6.6312284,0.0,6.037499,19.45632,21.074488,20.158548,0.0,6.287486,0.0,0.0,0.0,19.05711
7.4237204,19.398819,9.102013,7.7194896,8.005643,18.68024,20.667131,7.351943,0.0,6.1824512,8.717032,8.805446,7.351943,6.437392,7.023375,7.351943,7.351943,7.023375,6.254762,11.599805,6.437392,7.351943,17.531137,7.351943,7.351943,18.68024,18.68024,5.65956,5.65956,11.560273,19.805315,11.785881,7.351943,7.587999,7.584647,12.315344,21.12974,7.351943,7.351943,7.351943,20.667131,20.667131,6.437392,7.351943,8.402197,20.927988,20.927988,12.429921,6.982448,21.882648,21.220684,7.351943,8.402197,12.211575,6.8478227,11.909361,22.78497,20.62712,21.93244,21.01104,10.965958,7.351943,6.437392,7.454927,8.183458,5.7850895,8.402197,7.351943,21.12974,6.7542434,8.450729,8.669212,20.63228,7.075973,8.243498,18.68024,6.8025365,6.8025365,18.68024,8.836809,8.402197,18.68024,7.351943,19.784636,5.9959946,8.175891,11.006234,11.167157,7.5717854,7.351943,8.706431,12.217512,8.730902,9.707599,8.402197,7.023375,7.023375,9.905989,7.023375,9.723867,18.68024,21.882648,7.351943,20.511896,7.877321,8.304653,20.263826,8.402197,7.351943,7.351943,7.351943,18.68024,18.68024,21.220684,20.174759,6.5573907,6.5573907,5.966768,7.5488687,19.784636,7.351943,8.941601,21.220684,21.882648,7.351943,7.351943,10.9033575,8.700156,11.9454775,9.359976,21.077412,9.689535,18.905489,18.99343,11.87019,7.351943,8.402197,7.351943,7.351943,7.351943,7.956127,7.584647,8.402197,12.36288,7.584647,7.584647,18.68024,21.328703,21.464155,20.927988,11.936361,20.920334,20.263826,9.395317,7.351943,17.940454,18.68024,7.351943,8.032755,7.351943,6.0259137,20.568665,21.220684,20.62712,7.351943,7.3821464,7.351943,7.351943,7.351943,19.784636
8.176011,19.59214,9.470802,8.345696,8.197855,18.775394,20.758615,7.0536613,6.1824512,0.0,6.3857365,6.413808,7.0536613,7.1802273,7.095483,7.0536613,7.0536613,7.095483,7.414599,11.090507,7.1802273,7.0536613,17.97397,7.0536613,7.0536613,18.775394,18.775394,7.2209673,7.2209673,11.144662,20.003206,11.1979685,7.0536613,7.549228,6.877893,11.547547,21.079576,7.0536613,7.0536613,7.0536613,20.758615,20.758615,7.1802273,7.0536613,6.8274045,20.79479,20.79479,11.330683,6.629445,22.200933,21.284672,7.0536613,6.8274045,11.495699,5.733658,11.243442,22.958094,20.693718,22.20111,21.211845,9.942451,7.0536613,7.1802273,7.947221,6.905553,6.5399647,6.8274045,7.0536613,21.079576,6.858016,7.398938,6.8500075,20.783287,8.247249,8.319812,18.775394,8.484696,8.484696,18.775394,7.9642053,6.8274045,18.775394,7.0536613,19.839127,7.2602224,7.6137366,10.351254,10.365184,8.184288,7.0536613,6.4458027,11.558773,8.14508,8.618774,6.8274045,7.095483,7.095483,8.797002,7.095483,8.594082,18.775394,22.200933,7.0536613,20.71283,8.442032,6.7517586,20.645979,6.8274045,7.0536613,7.0536613,7.0536613,18.775394,18.775394,21.284672,20.511278,6.658386,6.658386,5.1597557,7.6055207,19.839127,7.0536613,7.985941,21.284672,22.200933,7.0536613,7.0536613,10.904881,8.865219,11.662803,9.87989,21.174532,8.260695,19.01484,19.606964,11.806236,7.0536613,6.8274045,7.0536613,7.0536613,7.0536613,7.8076954,6.877893,6.8274045,11.583233,6.877893,6.877893,18.775394,21.29712,21.532812,20.79479,11.3618555,20.868504,20.645979,7.535755,7.0536613,17.96529,18.775394,7.0536613,6.6363,7.0536613,7.6965127,20.563526,21.284672,20.693718,7.0536613,7.4754457,7.0536613,7.0536613,7.0536613,19.839127
