0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
1.0000002,0.83390653,0.7074276,0.81479716,0.67374563,0.8485871,0.84380645,0.8407386,0.81479716,0.96188325,0.7756095,0.66896605,0.75386065,0.7991147,0.6123674,0.94163716,0.73617196,0.84028167,0.6443969,0.9334538,0.7405852,0.90844786,0.685538,0.6955514,0.6834898,0.7035322,0.668303,0.68403125,0.67830896,0.6899065,0.64328766,0.689831,0.8082605,0.68375015,0.6670298,0.9451037,0.70069027,0.9383981,0.8514801,0.92402726,0.8496798,0.70656466,0.6943632,0.64121485,0.717809,0.6383759,0.9204998,0.66952443,0.609831,0.5589273,0.8585883,0.8748641,0.6600166,0.8127279,0.93913525,0.6812087,0.80551857,0.9549931,0.6345551,0.6653122,0.64388067,0.870022,0.83793795,0.85904956,0.72095644,0.42271024,0.9433809,0.6701374,0.8574543,0.83341885,0.8106884,0.67123914,0.66196835,0.5647813,0.8300652,0.70161545,0.7028391,0.6566263,0.8717847,0.6591914,0.915921,0.79275703,0.672521,0.59457374,0.6991927,0.6877711,0.91932154,0.8293799,0.9053905,0.94445705,0.92879146,0.89065754,0.82218415,0.9334601,0.8513466,0.70578253,0.848633,0.8143263,0.8654013,0.8200567,0.95032614,0.7076273,0.58771837,0.7502446,0.6981307,0.8172929,0.72606504,0.69583356,0.65756965,0.65653074,0.7453903,0.94311666,0.8412005,0.64587206,0.70074415,0.8303184,0.9496279,0.8933233,0.72005093,0.6632336,0.85454595,0.74006224,0.6219346,0.66548383,0.8104547,0.33772513,0.9011377,0.7365751,0.8333012,0.69331783,0.6280596,0.6767251,0.8786948
0.83390653,1.0000001,0.7931248,0.927835,0.7123267,0.95136565,0.92139554,0.9036333,0.927835,0.7867896,0.84808975,0.740307,0.8406895,0.9324526,0.60473937,0.7962663,0.79559016,0.9363919,0.73552793,0.8962035,0.83215547,0.89163375,0.7466971,0.77816904,0.74518657,0.75186425,0.7519957,0.7661682,0.73139966,0.7208853,0.7120551,0.74482197,0.93416345,0.7693918,0.7652147,0.7656145,0.7080539,0.8878188,0.9523189,0.7751436,0.9403693,0.85688853,0.77150786,0.7158598,0.77643895,0.7271096,0.7631432,0.7323309,0.7284633,0.53788865,0.9150481,0.92944926,0.73470736,0.9338338,0.7585199,0.7692327,0.8852627,0.77879524,0.735939,0.72255045,0.69983566,0.9331012,0.90042645,0.9347819,0.7847656,0.45854983,0.7916717,0.7209825,0.94113874,0.9246278,0.90486014,0.7676116,0.75757945,0.63970447,0.9428247,0.74309254,0.7905129,0.7554808,0.94004416,0.77265334,0.89835006,0.9154489,0.77203584,0.6878886,0.8009909,0.79831654,0.80831665,0.9226366,0.6993283,0.7837013,0.7723788,0.69908017,0.96501553,0.74553424,0.9525217,0.77851194,0.95889854,0.9294636,0.9561469,0.9426278,0.8234124,0.800907,0.70800996,0.77681756,0.7700326,0.93728983,0.7789227,0.78097934,0.7540102,0.70503277,0.80198157,0.78535455,0.95867693,0.753661,0.7744291,0.9265127,0.800903,0.92638713,0.80279225,0.75983596,0.9343131,0.84339815,0.5816864,0.70407206,0.9390287,0.4027438,0.91374743,0.8082708,0.92748266,0.70882267,0.74544495,0.76297325,0.67274934
0.7074276,0.7931248,1.0000005,0.7622373,0.8734844,0.8056805,0.77638555,0.73912597,0.7622373,0.6917237,0.9056698,0.88568443,0.9506333,0.7437593,0.60972345,0.6913423,0.91468114,0.77701825,0.8620734,0.75797826,0.9080124,0.772882,0.9104384,0.89486104,0.8952651,0.9224163,0.92826116,0.9096028,0.8909085,0.8926089,0.90955627,0.9222213,0.7657318,0.8815846,0.86648244,0.6572749,0.8238258,0.76021326,0.8126868,0.649434,0.7817421,0.6544924,0.88581717,0.9066973,0.8954755,0.8642677,0.6540568,0.91309524,0.82149565,0.5621699,0.7894824,0.79245245,0.8675455,0.74935806,0.62901044,0.92102456,0.78337157,0.67162585,0.88350433,0.89005864,0.90332055,0.8031726,0.7668327,0.79472756,0.8998353,0.41287795,0.68232995,0.8763439,0.78433436,0.7819164,0.7406371,0.7969296,0.91762865,0.8395313,0.7847289,0.8384086,0.8249295,0.8292787,0.7887707,0.86993134,0.7550225,0.7272239,0.9399111,0.85670197,0.84143585,0.8558482,0.67379904,0.7945721,0.62818396,0.6764285,0.70206034,0.62491345,0.7804066,0.6501634,0.78705585,0.8850284,0.8033883,0.8103905,0.79796934,0.7925359,0.7188766,0.91890204,0.85622203,0.86471635,0.87555814,0.7618332,0.9030719,0.8390239,0.881863,0.8742981,0.88686126,0.66834474,0.80098367,0.88676906,0.88713104,0.7757685,0.68700606,0.7751448,0.9024136,0.8925836,0.8051865,0.9110855,0.6655351,0.8612373,0.7833894,0.3765136,0.7681517,0.9266896,0.78598845,0.86581665,0.77956617,0.8785758,0.60112965
0.81479716,0.927835,0.7622373,1.0000001,0.70766145,0.9332565,0.9342207,0.9282115,1.0000001,0.74824035,0.81035745,0.7245028,0.79675525,0.9285692,0.59927213,0.79015493,0.77459264,0.92427754,0.7318908,0.8969932,0.8061097,0.90623933,0.74106175,0.7636539,0.7358162,0.7304161,0.7343869,0.7572464,0.71939224,0.7103621,0.70441604,0.7250808,0.904302,0.7737038,0.76012254,0.7510744,0.69972575,0.8850804,0.91136205,0.7637547,0.9444032,0.90050083,0.7691883,0.6932596,0.78505915,0.7251577,0.74362993,0.7186278,0.73116577,0.5393376,0.89868647,0.9255595,0.7214496,0.9624891,0.76325583,0.74790907,0.87188226,0.7630563,0.7268469,0.7162574,0.683042,0.94497645,0.9079578,0.9407101,0.7924458,0.4735104,0.77082914,0.7129476,0.92645067,0.8965964,0.9531045,0.750695,0.74511087,0.63383996,0.9229889,0.7358117,0.7738554,0.7264833,0.9352609,0.7712884,0.88717353,0.96386826,0.73977065,0.6619218,0.7997881,0.78547156,0.79166895,0.93328625,0.67339677,0.74336064,0.74872017,0.6588751,0.9001738,0.7157694,0.9220379,0.7686831,0.91191244,0.9043718,0.92333424,0.9128134,0.8065592,0.7873301,0.6891428,0.75627005,0.759321,0.9079044,0.75431156,0.77776647,0.7484231,0.69541353,0.7838597,0.7641898,0.9256946,0.7271609,0.7554299,0.940923,0.7838379,0.9268035,0.7866943,0.7428534,0.90679,0.81570303,0.5791484,0.6810072,0.91394186,0.43495375,0.91964597,0.7776778,0.89236546,0.6971094,0.7457515,0.7601303,0.6306211
0.67374563,0.7123267,0.8734844,0.70766145,1.0,0.7369746,0.72183156,0.6964199,0.70766145,0.65352595,0.8447975,0.94295156,0.8722035,0.6688687,0.59187144,0.6598833,0.9148083,0.7025341,0.88948184,0.72047055,0.870917,0.7358419,0.9464036,0.87176496,0.9195113,0.8814933,0.88283086,0.9087909,0.90757954,0.93726945,0.91607094,0.93457973,0.6705767,0.86672425,0.8105703,0.64471674,0.8664131,0.7230712,0.742769,0.623224,0.7044823,0.57271886,0.8586571,0.92593616,0.91249824,0.8443552,0.63004684,0.93284655,0.784286,0.54622805,0.7351428,0.73744726,0.92634165,0.71928024,0.6132561,0.89660156,0.73315,0.64508355,0.8831128,0.91577816,0.9140475,0.7536892,0.71851903,0.73461616,0.91760737,0.37610048,0.653957,0.9414133,0.7021915,0.6985214,0.6977102,0.71739453,0.8929676,0.8758544,0.72166526,0.84706104,0.85403955,0.79106164,0.7398101,0.84117174,0.7169889,0.6729935,0.8661896,0.84093463,0.8305038,0.8495992,0.6463313,0.74610776,0.62559325,0.6475934,0.67552364,0.6236687,0.70127094,0.63387793,0.71748173,0.8850913,0.7171087,0.72557807,0.73178154,0.71463627,0.68910956,0.8828334,0.82051384,0.8503867,0.8694161,0.70223886,0.93530905,0.82823503,0.8763287,0.9402714,0.8895883,0.6312479,0.7257397,0.8614528,0.85596466,0.70893824,0.65488017,0.7162852,0.8888992,0.86802036,0.7395977,0.83515936,0.69995785,0.88126045,0.7070241,0.34951305,0.7366184,0.89932334,0.7142982,0.9637352,0.75530875,0.8406675,0.5986484
0.8485871,0.95136565,0.8056805,0.9332565,0.7369746,1.0000002,0.96030676,0.92626107,0.9332565,0.7952324,0.8447557,0.7540723,0.8280837,0.9439174,0.61577654,0.815848,0.8211762,0.962293,0.7567609,0.92258084,0.8229553,0.9231879,0.75800085,0.78338724,0.75268143,0.7775425,0.76712066,0.78366387,0.74337995,0.7352482,0.73189914,0.76251507,0.9186795,0.7881756,0.7766495,0.7878545,0.7344259,0.9112251,0.94761544,0.78814733,0.9471455,0.8456016,0.79927623,0.7227633,0.80107296,0.73830587,0.776345,0.7583041,0.742532,0.54677725,0.9400253,0.9644661,0.75059617,0.9303586,0.7712325,0.7778315,0.91545534,0.79538465,0.74326533,0.7296058,0.7265984,0.96393585,0.9378753,0.9545083,0.80212533,0.46346474,0.8077808,0.7548084,0.9487899,0.93311423,0.92205787,0.78461266,0.7663223,0.65979797,0.92951417,0.76521003,0.793918,0.7631997,0.9638523,0.77494633,0.92911685,0.907532,0.77990806,0.70480233,0.80722165,0.79931766,0.8238164,0.93936443,0.7301376,0.80198133,0.79364896,0.714862,0.949032,0.76560855,0.9747707,0.79410684,0.9514796,0.95434403,0.95897377,0.96085006,0.8531647,0.8153221,0.7082771,0.803166,0.78669816,0.9399123,0.7934543,0.79441595,0.7661724,0.7247405,0.8191761,0.79647446,0.9676139,0.7683952,0.7953278,0.94122124,0.81318486,0.94041634,0.8096318,0.7766293,0.96104765,0.8432442,0.5910989,0.73035175,0.9472152,0.402672,0.9392855,0.8168622,0.9317354,0.7295741,0.74591345,0.7853126,0.6913965
0.84380645,0.92139554,0.77638555,0.9342207,0.72183156,0.96030676,1.0,0.93373066,0.9342207,0.7772312,0.8309135,0.7407475,0.80310166,0.94040847,0.605561,0.8171233,0.8118886,0.96494806,0.7660302,0.93168384,0.8130651,0.9293632,0.74657077,0.77623373,0.72687924,0.7690499,0.76279986,0.7812628,0.7328141,0.7058915,0.7226237,0.7447909,0.90474516,0.7912578,0.80132306,0.79301155,0.72050977,0.91705227,0.9263055,0.79886997,0.93749493,0.8601422,0.800458,0.70588934,0.79749846,0.7345729,0.7749231,0.74431425,0.7670246,0.5370281,0.9382032,0.96761084,0.7453122,0.9197315,0.78676605,0.7751682,0.900367,0.7874001,0.74280137,0.71538484,0.7214466,0.96111196,0.97055024,0.9646878,0.7987311,0.49719164,0.79488903,0.7458055,0.93444806,0.91943145,0.91330606,0.8129898,0.751939,0.66103196,0.91941875,0.75240874,0.7980778,0.7688431,0.9589962,0.7836951,0.9408799,0.9086159,0.7735285,0.7105284,0.819058,0.8060286,0.8372822,0.91903853,0.72049844,0.78935426,0.77634263,0.70864975,0.9178889,0.75543827,0.94370514,0.79254836,0.9168961,0.9390227,0.94022167,0.9343084,0.8420696,0.81295675,0.705484,0.7962551,0.7747075,0.9318569,0.7710734,0.79502976,0.77572674,0.70760846,0.8181418,0.79206264,0.95013183,0.77851933,0.77508676,0.9370863,0.8049874,0.9412755,0.8112844,0.7903727,0.93776715,0.8468803,0.56262004,0.7167751,0.93562603,0.42976063,0.937681,0.8030064,0.913612,0.7078738,0.76939154,0.79609305,0.6806841
0.8407386,0.9036333,0.73912597,0.9282115,0.6964199,0.92626107,0.93373066,1.0,0.9282115,0.78821826,0.8042538,0.7022597,0.7800672,0.9186565,0.5878705,0.80369925,0.7613951,0.9174828,0.7023162,0.92258024,0.7696054,0.92482233,0.72367024,0.72967505,0.7140045,0.72493505,0.7251495,0.734954,0.73113966,0.6856624,0.6817063,0.69978195,0.88697666,0.7601911,0.7408875,0.79228115,0.6979998,0.9219924,0.90586483,0.7968025,0.90136063,0.8456588,0.75082046,0.67999893,0.7821883,0.7049689,0.77526426,0.70541954,0.6886568,0.53629035,0.91590047,0.9374334,0.6929246,0.9300002,0.7833946,0.7383186,0.8754533,0.7938187,0.70218515,0.7052081,0.6756304,0.9416051,0.9306289,0.9444928,0.7584464,0.4753652,0.7917659,0.70683336,0.9103508,0.9081075,0.9240443,0.73284453,0.7276025,0.61512667,0.8951191,0.7267468,0.76354027,0.71810603,0.9386685,0.7351478,0.9270435,0.90783775,0.7273923,0.6616503,0.7725989,0.77159995,0.83058524,0.92129827,0.73943293,0.7846128,0.7739321,0.7157607,0.8915956,0.7612673,0.9204838,0.7474146,0.8919272,0.9173118,0.9058244,0.9029064,0.8552892,0.77637494,0.6713529,0.76940954,0.7302653,0.8940471,0.73549426,0.7649642,0.736982,0.6916913,0.78209347,0.7897848,0.92121243,0.71718216,0.7207508,0.93431675,0.8197862,0.9283826,0.7764819,0.73558956,0.91506225,0.7936909,0.57542956,0.688053,0.90455073,0.4373296,0.9436863,0.777737,0.8905151,0.6956618,0.708115,0.75532824,0.6973434
0.81479716,0.927835,0.7622373,1.0000001,0.70766145,0.9332565,0.9342207,0.9282115,1.0000001,0.74824035,0.81035745,0.7245028,0.79675525,0.9285692,0.59927213,0.79015493,0.77459264,0.92427754,0.7318908,0.8969932,0.8061097,0.90623933,0.74106175,0.7636539,0.7358162,0.7304161,0.7343869,0.7572464,0.71939224,0.7103621,0.70441604,0.7250808,0.904302,0.7737038,0.76012254,0.7510744,0.69972575,0.8850804,0.91136205,0.7637547,0.9444032,0.90050083,0.7691883,0.6932596,0.78505915,0.7251577,0.74362993,0.7186278,0.73116577,0.5393376,0.89868647,0.9255595,0.7214496,0.9624891,0.76325583,0.74790907,0.87188226,0.7630563,0.7268469,0.7162574,0.683042,0.94497645,0.9079578,0.9407101,0.7924458,0.4735104,0.77082914,0.7129476,0.92645067,0.8965964,0.9531045,0.750695,0.74511087,0.63383996,0.9229889,0.7358117,0.7738554,0.7264833,0.9352609,0.7712884,0.88717353,0.96386826,0.73977065,0.6619218,0.7997881,0.78547156,0.79166895,0.93328625,0.67339677,0.74336064,0.74872017,0.6588751,0.9001738,0.7157694,0.9220379,0.7686831,0.91191244,0.9043718,0.92333424,0.9128134,0.8065592,0.7873301,0.6891428,0.75627005,0.759321,0.9079044,0.75431156,0.77776647,0.7484231,0.69541353,0.7838597,0.7641898,0.9256946,0.7271609,0.7554299,0.940923,0.7838379,0.9268035,0.7866943,0.7428534,0.90679,0.81570303,0.5791484,0.6810072,0.91394186,0.43495375,0.91964597,0.7776778,0.89236546,0.6971094,0.7457515,0.7601303,0.6306211
0.96188325,0.7867896,0.6917237,0.74824035,0.65352595,0.7952324,0.7772312,0.78821826,0.74824035,1.0000002,0.75946844,0.6559583,0.73522687,0.726332,0.6068109,0.93007743,0.7145113,0.7833991,0.60714865,0.8846717,0.709395,0.8576307,0.6624055,0.6762073,0.66899467,0.6903558,0.6427328,0.6537652,0.65343964,0.68580616,0.62994236,0.6757103,0.776196,0.6421403,0.62934965,0.93711275,0.69060147,0.900458,0.81257725,0.90684855,0.7998779,0.6306764,0.6553267,0.6299191,0.68611145,0.6057226,0.91213375,0.65067554,0.55825037,0.5644753,0.8017311,0.8180671,0.63138074,0.7492894,0.9064462,0.6540481,0.7755755,0.95566875,0.6037018,0.65308124,0.6238186,0.8055098,0.7722443,0.7983079,0.6872231,0.4026386,0.9380411,0.6478401,0.81838244,0.800692,0.74455917,0.6221174,0.6438645,0.5448183,0.77639496,0.68142784,0.65570414,0.6268824,0.8140336,0.62046933,0.86434615,0.71937835,0.6497619,0.57013917,0.6533601,0.64150053,0.8897887,0.774866,0.92124665,0.95488405,0.93850577,0.9038799,0.78309464,0.9410941,0.80766255,0.68122786,0.81634027,0.76692015,0.822163,0.7665288,0.9287127,0.6723989,0.55956113,0.7269932,0.6746533,0.7656665,0.71724784,0.66441727,0.6214576,0.6408145,0.71583354,0.93967915,0.79106104,0.6063067,0.67944723,0.7769761,0.94638824,0.8384876,0.68913925,0.6331146,0.80374306,0.7172129,0.6361362,0.65549576,0.7514924,0.32023543,0.8433256,0.717281,0.7842384,0.6874522,0.56356275,0.6420822,0.8952271
