0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.0,0.58919936,1.3053459,0.7204435,0.71041507,0.92735964,1.3284013,0.6100752,0.46579745,0.10981844,0.622707,0.6935874,0.5708691,0.68448174,0.91603523,0.123226054,0.6856574,0.5708691,0.7261105,0.5724221,0.6785449,0.57519895,0.0,0.600029,0.6403409,0.5217044,0.68130165,0.68381387,0.8713911,0.67151207,0.67772627,1.1243649,0.53856146,0.5217044,0.6045508,0.7210061,0.10981844,1.230242,0.9318058,0.7871958,1.3053459,0.8240259,0.5559011,0.56922704,0.6858873,0.78917736,0.592501,0.6125433,0.5987825,0.72351426,0.6256035,0.9018493,0.58919936,0.71916765,0.7281909,0.81354785,0.7205958,0.5798403,0.66135657,0.5969532,0.5848099,0.83593565,0.60516965,0.9444131,0.60273576,0.58151984,0.5612178,0.46746045,0.5621145,1.3289369,0.5687387,0.7082503,0.7551495,0.65490663,1.1243649,0.7032745,0.68406737,0.5371113,0.60862726,0.5954114,0.62683964,0.68558836,0.65204066,0.80426216,0.31838265,0.5940204,0.60139734,0.75603646,0.50694937,0.53811544,0.9468641,0.07220002,0.94295895,1.0250007,0.6076488,0.5484984,0.7204435,0.64704496,1.1151956,0.60516965,0.59733427,0.69845366,1.3284013,0.5887987,0.8439707,0.8547597,0.7846553,0.5238495,0.81354785,0.79761297,1.0022296,0.9363016,0.9468641,0.588733,0.6815439,0.88208073,0.79761297,0.7308533,0.5880899,0.7257591,0.5857867,0.7308533
0.58919936,0.0,1.2312164,0.5748792,0.7382574,0.9144902,1.3386822,0.32007447,0.6228157,0.579833,0.52656186,0.41551083,0.5283723,0.68029374,0.9145997,0.5955798,0.5202993,0.5283723,0.74767685,0.32232526,0.4906533,0.08075209,0.58919936,0.40926036,0.4093258,0.49674731,0.50942665,0.68251884,0.90926313,0.54260594,0.5137835,1.1783497,0.57487094,0.49674731,0.41277534,0.5281032,0.579833,1.2571288,0.9604199,0.9050707,1.2312164,0.86193264,0.7599963,0.4363136,0.8460175,0.8589695,0.40723097,0.3700653,0.26568896,0.5243694,0.64318645,0.95315766,0.0,0.5074086,0.7619392,0.8993102,0.5174875,0.41068318,0.500859,0.46283692,0.51814747,0.9234768,0.26512852,0.9552559,0.4079472,0.40487865,0.39325255,0.43383244,0.4381136,1.328829,0.18973447,0.72859293,0.7874564,0.51564586,1.1783497,0.7305712,0.4938287,0.44775486,0.40053916,0.4253725,0.642466,0.5289112,0.55539703,0.8868515,0.7033802,0.67298204,0.5424488,0.87467974,0.4462121,0.30697262,0.8132086,0.57315,0.8172737,1.0428456,0.3113897,0.51640993,0.5748792,0.5593838,1.1135145,0.26512852,0.41714644,0.53502035,1.3386822,0.04019047,0.9199181,0.89721406,0.86175793,0.5176165,0.8993102,0.74830216,0.9596961,0.94659203,0.8132086,0.5428296,0.39651805,0.9670464,0.74830216,0.5753492,0.46392876,0.5676908,0.47348857,0.5753492
1.3053459,1.2312164,0.0,1.2409049,1.3012782,1.0895399,1.330238,1.2625313,1.2351048,1.2663676,1.2941012,1.3339059,1.2727652,1.2737106,1.1310456,1.31265,1.2582922,1.2727652,1.2905233,1.2919804,1.2322817,1.2383736,1.3053459,1.2703534,1.2921182,1.3180368,1.245576,1.2735701,1.265267,1.26316,1.2577733,1.3503789,1.3180258,1.3180368,1.2746283,1.2787763,1.2663676,1.3345813,1.1806551,1.1917095,0.0,1.3278259,1.3427253,1.3071004,1.3602868,1.2516419,1.2924477,1.2680643,1.2687995,1.2386389,1.2640927,1.2218176,1.2312164,1.262349,1.311275,1.2571921,1.2317867,1.2904469,1.2673489,1.2757854,1.2971551,1.2779022,1.2712402,1.2616619,1.2851247,1.2836573,1.2632482,1.2235951,1.3051267,1.3163012,1.2573841,1.311517,1.3276514,1.2672945,1.3503789,1.3033061,1.2165617,1.3190967,1.3792673,1.2982715,1.3411758,1.2768453,1.2965842,1.2784045,1.3108011,1.3220181,1.281997,1.3140767,1.3155953,1.2920866,1.2582035,1.259193,1.253204,1.1278509,1.2698437,1.3200881,1.2409049,1.2763696,1.0432031,1.2712402,1.2837974,1.2631347,1.330238,1.2313625,1.2234362,1.2408183,1.2314745,1.3156826,1.2571921,1.2474777,1.0553464,1.1536334,1.2582035,1.2619962,1.265448,1.2524422,1.2474777,1.2355894,1.2637379,1.2350142,1.2599353,1.2355894
0.7204435,0.5748792,1.2409049,0.0,0.75967,0.823299,1.295317,0.4463703,0.7374086,0.67154795,0.46090811,0.5522579,0.7285483,0.51241016,0.82231486,0.7309121,0.22384912,0.7285483,0.72986686,0.37050197,0.42778385,0.58151156,0.7204435,0.28002763,0.5257649,0.62431014,0.45240617,0.6356441,0.91618305,0.2813644,0.22624119,1.137233,0.72104645,0.62431014,0.28563446,0.59970224,0.67154795,1.0633136,0.714808,0.8421684,1.2409049,0.9480768,0.8497928,0.5566904,0.7825837,0.7446516,0.60540664,0.29562467,0.5142938,0.108279236,0.76836133,0.87663394,0.5748792,0.6440394,0.8075418,0.7468546,0.22540595,0.4603599,0.39026886,0.5230591,0.46082777,0.890322,0.31611815,0.6792381,0.47038355,0.4320067,0.53604317,0.4977244,0.5523714,1.3273429,0.57424176,0.6671475,0.7739471,0.27965152,1.137233,0.772169,0.4643821,0.45291206,0.5870474,0.4156294,0.7343916,0.32730514,0.40542993,0.75742954,0.6785905,0.67897403,0.6346061,0.8555679,0.60935706,0.5100703,0.79243034,0.74258846,0.7831302,1.052989,0.422162,0.7268391,0.0,0.3701747,0.914169,0.31611815,0.40314093,0.29046538,1.295317,0.5731692,0.7039289,0.7054033,0.74597156,0.67302,0.7468546,0.48463714,0.8665513,0.9921581,0.79243034,0.65049136,0.31746584,0.83941317,0.48463714,0.089102425,0.673247,0.16430338,0.67572045,0.089102425
0.71041507,0.7382574,1.3012782,0.75967,0.0,0.98282206,1.3057041,0.7757586,0.7197747,0.7120426,0.6529157,0.7758788,0.50824255,0.68503904,0.98199856,0.7249947,0.73337364,0.50824255,0.37518588,0.65980107,0.8529825,0.7330116,0.71041507,0.65512496,0.75961053,0.699853,0.86985356,0.5441709,0.801313,0.71817803,0.72338367,0.95469993,0.7466248,0.699853,0.65605783,0.75090003,0.7120426,1.2109354,0.9042135,0.9852263,1.3012782,0.7554733,0.75222003,0.7036099,0.79487246,0.91583556,0.71950907,0.65566003,0.75705487,0.76595193,0.56182075,1.0182748,0.7382574,0.7872676,0.72675496,0.9312259,0.73511016,0.63486904,0.8511974,0.76020837,0.6124323,0.97032976,0.66555333,0.9289671,0.7534637,0.63444275,0.70482284,0.72409517,0.6793538,1.3266729,0.72265595,0.38632265,0.53052497,0.7587958,0.95469993,0.06997315,0.86001784,0.6582466,0.7370426,0.63417125,0.39911214,0.7633276,0.74375516,0.9276339,0.79571205,0.5138118,0.48067224,0.75101024,0.72831833,0.7362911,0.7705702,0.7309013,0.75303704,1.0833114,0.7405299,0.7342274,0.75967,0.73844284,1.0469345,0.66555333,0.60676044,0.70507663,1.3057041,0.72892547,0.9443577,0.901751,0.91290027,0.72938377,0.9312259,0.8114512,1.0366402,1.0068485,0.7705702,0.48101428,0.7094776,0.9868289,0.8114512,0.76277524,0.5216749,0.7896748,0.52558476,0.76277524
0.92735964,0.9144902,1.0895399,0.823299,0.98282206,0.0,1.3115876,0.8701334,0.8389868,0.8726992,0.86505973,0.98820066,0.8983569,0.8723805,0.17262,0.97840184,0.80734265,0.8983569,0.90229946,0.9111196,0.7864601,0.8950939,0.92735964,0.87541616,0.9608199,0.8663179,0.7849276,0.886912,0.9350835,0.8029542,0.8068238,1.136033,0.90571177,0.8663179,0.87969095,0.88067377,0.8726992,1.2511104,0.7254602,0.68513167,1.0895399,1.0340357,1.0559018,0.86038095,0.9867193,0.7872638,0.94197154,0.9320595,0.8832581,0.79354876,0.8990991,0.6944767,0.9144902,0.8590658,0.88225985,0.8012753,0.84670174,0.85121214,0.74314463,0.83558315,0.91001344,0.8711464,0.8992947,0.9170027,0.8672317,0.84500456,0.8678002,0.7300744,0.88099974,1.354591,0.84850067,0.9294223,0.9091038,0.7736939,1.136033,0.97194785,0.78619957,0.85135144,0.9823882,0.86516005,0.9419072,0.7724675,0.7938652,0.8064891,0.90267295,0.96032196,0.8936776,0.9478217,0.83210367,0.78623533,1.0863552,0.9145286,1.096355,0.97070795,0.921495,0.93755317,0.823299,0.679436,0.8811631,0.8992947,0.8779334,0.7949628,1.3115876,0.91442394,0.7986185,0.7365724,0.7570711,0.87867785,0.8012753,0.8157199,0.6108347,0.9208398,1.0863552,0.8979763,1.001317,0.8760825,0.8157199,0.8913439,0.8602149,0.8763674,0.86843425,0.8913439
1.3284013,1.3386822,1.330238,1.295317,1.3057041,1.3115876,0.0,1.2262299,1.3114719,1.3283294,1.3216937,1.304073,1.3305551,1.2616807,1.3390012,1.3281642,1.3050653,1.3305551,1.3178539,1.3199348,1.3105471,1.3458949,1.3284013,1.3127168,1.2507907,1.3193647,1.3206912,1.3048508,1.3589358,1.3150916,1.3050492,1.2152108,1.3274873,1.3193647,1.3073405,1.3152418,1.3283294,0.8306717,1.2981328,1.3489566,1.330238,1.3061962,1.3039764,1.3066921,1.3443007,1.3275852,1.3093156,1.3107597,1.3248328,1.2911923,1.3217824,1.3301297,1.3386822,1.1890583,1.3223397,1.3263665,1.2927935,1.3173519,1.3293717,1.2455575,1.304461,1.2840209,1.310927,1.2940565,1.2311947,1.3205882,1.3042412,1.3201914,1.3273714,0.54201996,1.339032,1.3234582,1.3284203,1.3083313,1.2152108,1.3137143,1.3253523,1.3342438,1.2356018,1.3225569,1.3428574,1.3312289,1.3318502,1.340167,1.3353857,1.3213984,1.3123945,1.3087139,1.3304728,1.3357567,1.2978154,1.3234023,1.3041071,1.3236247,1.2284894,1.3183984,1.295317,1.3138113,1.2805631,1.310927,1.3117204,1.302045,0.0,1.3375349,1.3118137,1.3366872,1.3227011,1.3231572,1.3263665,1.2999927,1.0249617,1.3206482,1.2978154,1.307652,1.3085228,1.318139,1.2999927,1.2875719,1.3143827,1.3008004,1.3089801,1.2875719
0.6100752,0.32007447,1.2625313,0.4463703,0.7757586,0.8701334,1.2262299,0.0,0.6583337,0.5756527,0.47840586,0.3933731,0.5859251,0.6486768,0.86827576,0.61889726,0.48246872,0.5859251,0.78253347,0.36958694,0.47173405,0.34869358,0.6100752,0.30593318,0.27533293,0.5121742,0.4800292,0.66909546,0.91037816,0.513905,0.4759529,1.167271,0.5716218,0.5121742,0.30970734,0.5547223,0.5756527,1.2615608,0.927177,0.8714776,1.2625313,0.9161135,0.76937455,0.4164707,0.8038246,0.87903345,0.45009047,0.3233807,0.3071694,0.49446237,0.67667365,0.9312641,0.32007447,0.45174956,0.7966784,0.88153285,0.5463656,0.3982999,0.47440743,0.31270507,0.46902102,0.9199992,0.31869417,0.89729357,0.23049569,0.39824328,0.37731314,0.36295542,0.42797583,1.302709,0.3963345,0.76805204,0.85396385,0.48222157,1.167271,0.7713803,0.5033083,0.47062886,0.44652852,0.4320331,0.69509166,0.51905817,0.5515521,0.87670094,0.70781684,0.70567334,0.59871745,0.8623299,0.45334134,0.30137518,0.8447586,0.6307461,0.8354653,1.0730464,0.17288372,0.5247566,0.4463703,0.5446527,1.125156,0.31869417,0.39797983,0.49621737,1.2262299,0.3250635,0.83709574,0.8966238,0.8745402,0.51043457,0.88153285,0.7642828,0.83126724,1.0080119,0.8447586,0.5669515,0.346401,0.97025406,0.7642828,0.5139102,0.49829566,0.50274825,0.5070919,0.5139102
0.46579745,0.6228157,1.2351048,0.7374086,0.7197747,0.8389868,1.3114719,0.6583337,0.0,0.415236,0.6465292,0.73222417,0.6298115,0.7273952,0.8318416,0.49157313,0.70344144,0.6298115,0.7424601,0.6289601,0.5868775,0.6169858,0.46579745,0.65187913,0.6948097,0.6167452,0.70500046,0.71472037,0.90908474,0.6943661,0.69462395,1.1545781,0.63196814,0.6167452,0.65667635,0.68977565,0.415236,1.2430586,0.8687225,0.83084685,1.2351048,0.767137,0.33421323,0.6229951,0.78048646,0.78215265,0.5541395,0.6727332,0.62022436,0.7063146,0.6300496,0.83521634,0.6228157,0.68303156,0.7331323,0.80530155,0.6838879,0.6044196,0.68521386,0.6580945,0.6414287,0.8529222,0.6286399,0.8951556,0.65658927,0.6126835,0.5520191,0.54516405,0.6283952,1.3237784,0.5927042,0.7359197,0.7620184,0.69084215,1.1545781,0.7060391,0.67824274,0.616218,0.71315813,0.62496936,0.6777133,0.69689447,0.6976183,0.8113008,0.59558684,0.651037,0.6310306,0.6878111,0.6019516,0.6000763,0.9668248,0.45607132,0.9780527,1.0009863,0.65003073,0.6525262,0.7374086,0.68199223,1.04745,0.6286399,0.60704094,0.70450246,1.3114719,0.6208611,0.8375736,0.8363621,0.7834246,0.61029404,0.80530155,0.77860534,0.9375278,0.91240925,0.9668248,0.6556059,0.7404961,0.8859624,0.77860534,0.7407788,0.6120082,0.7288325,0.61847466,0.7407788
0.10981844,0.579833,1.2663676,0.67154795,0.7120426,0.8726992,1.3283294,0.5756527,0.415236,0.0,0.5975518,0.70226526,0.5815984,0.66294765,0.8625567,0.1403487,0.6382434,0.5815984,0.7220635,0.55570906,0.6393445,0.5628732,0.10981844,0.56425905,0.63094324,0.5074688,0.6519545,0.68607694,0.86210984,0.61753565,0.6319186,1.1282681,0.5415294,0.5074688,0.56929195,0.68066686,0.0,1.234172,0.87828016,0.7398658,1.2663676,0.82648283,0.5548637,0.54403645,0.69015926,0.7386301,0.59525496,0.5987813,0.5833857,0.6713055,0.5998544,0.8366606,0.579833,0.67748106,0.7086515,0.76266617,0.6889026,0.55354816,0.6278989,0.57431525,0.5689702,0.8012151,0.5910853,0.89804405,0.56869787,0.5553581,0.5362857,0.43065983,0.5396855,1.330163,0.53394884,0.70947325,0.73673654,0.61659783,1.1282681,0.7049797,0.64420694,0.5143375,0.6356251,0.5630572,0.6245709,0.6383934,0.6129568,0.7597889,0.32106265,0.59599376,0.60246444,0.74840254,0.4847257,0.5107948,0.95910126,0.13788429,0.95584995,0.98527026,0.58751774,0.5597484,0.67154795,0.6067411,1.0745572,0.5910853,0.5663099,0.66013026,1.3283294,0.5792925,0.78428197,0.7976426,0.72917515,0.5104786,0.76266617,0.7425471,0.93550515,0.8990522,0.95910126,0.59290445,0.67318994,0.84946287,0.7425471,0.70195276,0.57795054,0.68912965,0.5773897,0.70195276
