0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
0.0,0.4124423,0.7759452,0.5434101,0.6884761,0.1599937,0.63745993,0.1599937,0.63100165,0.6880487,0.8957926,0.8957926,0.1599937,0.0,0.38763234,0.1599937,0.1599937,0.38763234,0.82425535,0.87161624,0.0,0.1599937,0.5943743,0.1599937,0.1599937,0.1599937,0.1599937,0.54511046,0.54511046,0.96672493,0.8065789,0.9295607,0.1599937,0.9352738,0.8957926,1.0058858,0.4655571,0.1599937,0.1599937,0.1599937,0.63745993,0.63745993,0.0,0.1599937,0.8957926,0.1599937,0.1599937,1.0253127,0.70370156,0.87546754,0.57588094,0.1599937,0.8957926,0.89096016,0.51509786,0.9078082,0.87546754,0.44463402,0.87546754,0.57588094,0.9081611,0.1599937,0.0,0.27626023,0.73137283,0.45988202,0.8957926,0.1599937,0.4655571,0.3688527,0.73137283,0.8874613,0.40388542,0.27786863,0.82425535,0.1599937,0.54511046,0.54511046,0.1599937,0.89924085,0.8957926,0.1599937,0.1599937,0.40388542,0.27273384,0.36393443,0.78573656,0.57702035,0.82789975,0.1599937,0.8957926,1.0337334,0.34828886,0.7775946,0.8957926,0.38763234,0.38763234,0.9023607,0.38763234,0.84810233,0.1599937,0.87546754,0.1599937,0.44463402,0.9766766,0.9331644,0.5828647,0.8957926,0.1599937,0.1599937,0.1599937,0.1599937,0.1599937,0.57588094,0.86658305,0.27626023,0.27626023,0.7906532,0.5190294,0.40388542,0.1599937,0.4824986,0.57588094,0.87546754,0.1599937,0.1599937,0.36713287,0.33472067,0.69305015,0.679295,0.7366757,0.777378,0.7871511,0.5943743,0.6345246,0.1599937,0.8957926,0.1599937,0.1599937,0.1599937,0.9352738,0.8957926,0.8957926,1.0215553,0.8957926,0.8957926,0.1599937,0.44463402,0.63745993,0.1599937,0.8686922,0.5828647,0.5828647,0.91417396,0.1599937,0.33919153,0.1599937,0.1599937,0.8996539,0.1599937,0.69400436,0.71460044,0.57588094,0.44463402,0.1599937,0.33472067,0.1599937,0.1599937,0.1599937,0.40388542
0.4124423,0.0,0.9990432,0.48942327,0.5600505,0.5702466,0.41270825,0.5702466,0.9943117,1.0030411,0.8956003,0.8956003,0.5702466,0.4124423,0.68957317,0.5702466,0.5702466,0.68957317,0.5897107,0.8928872,0.4124423,0.5702466,0.9991295,0.5702466,0.5702466,0.5702466,0.5702466,0.88723963,0.88723963,0.9861346,0.6470235,1.0546567,0.5702466,0.8926008,0.8956003,1.0313317,0.4650374,0.5702466,0.5702466,0.5702466,0.41270825,0.41270825,0.4124423,0.5702466,0.8956003,0.5702466,0.5702466,1.0322474,1.0107713,0.6982551,0.1866593,0.5702466,0.8956003,0.9415684,0.79612285,0.95348704,0.6982551,0.33861881,0.6982551,0.1866593,0.97757506,0.5702466,0.4124423,0.6865131,0.9056788,0.48065576,0.8956003,0.5702466,0.4650374,0.67079353,0.9056788,0.88615274,0.32820246,0.62691164,0.5897107,0.5702466,0.88723963,0.88723963,0.5702466,0.9020662,0.8956003,0.5702466,0.5702466,0.32820246,0.6824618,0.605446,0.92455727,0.49418086,1.0276018,0.5702466,0.8956003,1.0420039,0.5908561,0.92709833,0.8956003,0.68957317,0.68957317,0.9079162,0.68957317,0.85552835,0.5702466,0.6982551,0.5702466,0.33861881,1.1158041,0.89049137,0.351285,0.8956003,0.5702466,0.5702466,0.5702466,0.5702466,0.5702466,0.1866593,0.8277995,0.6865131,0.6865131,0.91132337,0.52967495,0.32820246,0.5702466,0.7686301,0.1866593,0.6982551,0.5702466,0.5702466,0.6704854,0.7166066,0.6486031,0.5649746,0.6160633,0.924309,0.6754436,0.9991295,0.8568004,0.5702466,0.8956003,0.5702466,0.5702466,0.5702466,0.8926008,0.8956003,0.8956003,1.0273296,0.8956003,0.8956003,0.5702466,0.33861881,0.41270825,0.5702466,0.9835281,0.351285,0.351285,0.8403473,0.5702466,0.47119966,0.5702466,0.5702466,0.9055443,0.5702466,0.7199617,0.6774007,0.1866593,0.33861881,0.5702466,0.7166066,0.5702466,0.5702466,0.5702466,0.32820246
0.7759452,0.9990432,0.0,0.957751,1.064786,0.8019396,1.0763938,0.8019396,0.65207946,0.620248,0.95491993,0.95491993,0.8019396,0.7759452,0.7957449,0.8019396,0.8019396,0.7957449,0.7006274,0.6776997,0.7759452,0.8019396,0.6762284,0.8019396,0.8019396,0.8019396,0.8019396,0.5738081,0.5738081,0.60863733,0.8615413,0.45257574,0.8019396,0.99232113,0.95491993,0.71036595,0.9662229,0.8019396,0.8019396,0.8019396,1.0763938,1.0763938,0.7759452,0.8019396,0.95491993,0.8019396,0.8019396,0.7427459,0.7044891,0.91939116,1.0259278,0.8019396,0.95491993,0.68142515,0.6702357,0.6603706,0.91939116,0.95303375,0.91939116,1.0259278,0.6739683,0.8019396,0.7759452,0.79844207,0.52084035,0.8519233,0.95491993,0.8019396,0.9662229,0.7874027,0.52084035,0.94622254,0.9328111,0.6202358,0.7006274,0.8019396,0.5738081,0.5738081,0.8019396,0.94852954,0.95491993,0.8019396,0.8019396,0.9328111,0.6192029,0.81623757,0.5155353,0.939884,0.24795295,0.8019396,0.95491993,0.75796854,0.8026984,0.56123906,0.95491993,0.7957449,0.7957449,0.94286406,0.7957449,0.8837415,0.8019396,0.91939116,0.8019396,0.95303375,1.0111922,0.9917664,1.0250397,0.95491993,0.8019396,0.8019396,0.8019396,0.8019396,0.8019396,1.0259278,0.85730755,0.79844207,0.79844207,0.76312757,0.944847,0.9328111,0.8019396,0.74977636,1.0259278,0.91939116,0.8019396,0.8019396,0.80046433,0.7907425,0.84911543,1.0245732,1.0099462,0.558419,0.8881733,0.6762284,0.5548525,0.8019396,0.95491993,0.8019396,0.8019396,0.8019396,0.99232113,0.95491993,0.95491993,0.7755717,0.95491993,0.95491993,0.8019396,0.95303375,1.0763938,0.8019396,0.5432984,1.0250397,1.0250397,0.9375934,0.8019396,0.90424657,0.8019396,0.8019396,0.9030678,0.8019396,0.6298704,0.970814,1.0259278,0.95303375,0.8019396,0.7907425,0.8019396,0.8019396,0.8019396,0.9328111
0.5434101,0.48942327,0.957751,0.0,0.47327492,0.38601717,0.36524415,0.38601717,0.8252558,0.87727773,0.84272933,0.84272933,0.38601717,0.5434101,0.53601843,0.38601717,0.38601717,0.53601843,0.76913047,0.83907354,0.5434101,0.38601717,0.88534194,0.38601717,0.38601717,0.38601717,0.38601717,0.7816645,0.7816645,0.9805525,0.71010375,1.0416702,0.38601717,0.84207726,0.84272933,1.0071378,0.27854592,0.38601717,0.38601717,0.38601717,0.36524415,0.36524415,0.5434101,0.38601717,0.84272933,0.38601717,0.38601717,1.023819,0.9035085,0.8299392,0.30883244,0.38601717,0.84272933,0.88087064,0.50232375,0.90199953,0.8299392,0.15687294,0.8299392,0.30883244,0.94210446,0.38601717,0.5434101,0.380771,0.8013648,0.43775728,0.84272933,0.38601717,0.27854592,0.528687,0.8013648,0.8384881,0.27338913,0.5924151,0.76913047,0.38601717,0.7816645,0.7816645,0.38601717,0.85219085,0.84272933,0.38601717,0.38601717,0.27338913,0.73201716,0.43037963,0.963343,0.26170233,0.98049086,0.38601717,0.84272933,1.0367742,0.37025446,0.84854925,0.84272933,0.53601843,0.53601843,0.863268,0.53601843,0.8141145,0.38601717,0.8299392,0.38601717,0.15687294,1.0998864,0.83996785,0.49804056,0.84272933,0.38601717,0.38601717,0.38601717,0.38601717,0.38601717,0.30883244,0.686829,0.380771,0.380771,0.7960059,0.33880687,0.27338913,0.38601717,0.5989373,0.30883244,0.8299392,0.38601717,0.38601717,0.52121764,0.43335187,0.7543568,0.48607373,0.6912556,0.86176527,0.70658666,0.88534194,0.71755254,0.38601717,0.84272933,0.38601717,0.38601717,0.38601717,0.84207726,0.84272933,0.84272933,1.0178111,0.84272933,0.84272933,0.38601717,0.15687294,0.36524415,0.38601717,0.94685984,0.49804056,0.49804056,0.8860885,0.38601717,0.42827308,0.38601717,0.38601717,0.852604,0.38601717,0.6388795,0.37840968,0.30883244,0.15687294,0.38601717,0.43335187,0.38601717,0.38601717,0.38601717,0.27338913
0.6884761,0.5600505,1.064786,0.47327492,0.0,0.5493482,0.40271804,0.5493482,1.0287948,1.0484108,0.86273706,0.86273706,0.5493482,0.6884761,0.6422465,0.5493482,0.5493482,0.6422465,0.8019303,0.88441896,0.6884761,0.5493482,1.0650908,0.5493482,0.5493482,0.5493482,0.5493482,0.931708,0.931708,0.9922719,0.6225511,1.0840455,0.5493482,0.8485324,0.86273706,1.0190864,0.42756352,0.5493482,0.5493482,0.5493482,0.40271804,0.40271804,0.6884761,0.5493482,0.86273706,0.5493482,0.5493482,1.017305,1.0464702,0.85818696,0.42244306,0.5493482,0.86273706,0.95436,0.7794077,0.96466345,0.85818696,0.42191777,0.85818696,0.42244306,0.9514285,0.5493482,0.6884761,0.6450181,0.88098675,0.5776517,0.86273706,0.5493482,0.42756352,0.634969,0.88098675,0.859303,0.46373847,0.7020096,0.8019303,0.5493482,0.931708,0.931708,0.5493482,0.8742301,0.86273706,0.5493482,0.5493482,0.46373847,0.89045924,0.61362547,1.0143826,0.566086,1.0735735,0.5493482,0.86273706,1.0332996,0.56239384,0.9278967,0.86273706,0.6422465,0.6422465,0.8846286,0.6422465,0.83254987,0.5493482,0.85818696,0.5493482,0.42191777,1.1474527,0.8445688,0.5579623,0.86273706,0.5493482,0.5493482,0.5493482,0.5493482,0.5493482,0.42244306,0.90831167,0.6450181,0.6450181,0.95169,0.2934857,0.46373847,0.5493482,0.7380166,0.42244306,0.85818696,0.5493482,0.5493482,0.6397581,0.6632893,0.6578987,0.14131449,0.6812131,0.9377488,0.69167703,1.0650908,0.82111514,0.5493482,0.86273706,0.5493482,0.5493482,0.5493482,0.8485324,0.86273706,0.86273706,1.012238,0.86273706,0.86273706,0.5493482,0.42191777,0.40271804,0.5493482,0.98361886,0.5579623,0.5579623,0.91979027,0.5493482,0.50196433,0.5493482,0.5493482,0.878594,0.5493482,0.8006718,0.67884475,0.42244306,0.42191777,0.5493482,0.6632893,0.5493482,0.5493482,0.5493482,0.46373847
0.1599937,0.5702466,0.8019396,0.38601717,0.5493482,0.0,0.47746626,0.0,0.6246487,0.6892489,0.8417091,0.8417091,0.0,0.1599937,0.27807456,0.0,0.0,0.27807456,0.857531,0.8321385,0.1599937,0.0,0.60837233,0.0,0.0,0.0,0.0,0.5453808,0.5453808,0.99031466,0.83985454,0.9447699,0.0,0.87972826,0.8417091,1.0129037,0.30556342,0.0,0.0,0.0,0.47746626,0.47746626,0.1599937,0.0,0.8417091,0.0,0.0,1.0318885,0.69828576,0.8704188,0.41588727,0.0,0.8417091,0.8837055,0.4295282,0.9026422,0.8704188,0.28464034,0.8704188,0.41588727,0.8918545,0.0,0.1599937,0.13152781,0.6760287,0.4527094,0.8417091,0.0,0.30556342,0.27310467,0.6760287,0.83337784,0.24389175,0.30673352,0.857531,0.0,0.5453808,0.5453808,0.0,0.8464065,0.8417091,0.0,0.0,0.24389175,0.43272752,0.25010878,0.85118234,0.43994382,0.8418758,0.0,0.8417091,1.0415359,0.18829517,0.7321368,0.8417091,0.27807456,0.27807456,0.85075843,0.27807456,0.7965001,0.0,0.8704188,0.0,0.28464034,0.97295064,0.8776188,0.5753495,0.8417091,0.0,0.0,0.0,0.0,0.0,0.41588727,0.85978884,0.13152781,0.13152781,0.78908473,0.37779984,0.24389175,0.0,0.38365015,0.41588727,0.8704188,0.0,0.0,0.26880538,0.20268565,0.7861893,0.55697,0.73307794,0.7453322,0.77997845,0.60837233,0.5586013,0.0,0.8417091,0.0,0.0,0.0,0.87972826,0.8417091,0.8417091,1.0271307,0.8417091,0.8417091,0.0,0.28464034,0.47746626,0.0,0.8559777,0.5753495,0.5753495,0.8667166,0.0,0.17919783,0.0,0.0,0.8468196,0.0,0.72728,0.5594739,0.41588727,0.28464034,0.0,0.20268565,0.0,0.0,0.0,0.24389175
0.63745993,0.41270825,1.0763938,0.36524415,0.40271804,0.47746626,0.0,0.47746626,1.0499382,1.0653615,0.8718543,0.8718543,0.47746626,0.63745993,0.6613467,0.47746626,0.47746626,0.6613467,0.8019756,0.90860695,0.63745993,0.47746626,1.0778866,0.47746626,0.47746626,0.47746626,0.47746626,0.95422894,0.95422894,1.041549,0.61896265,1.1120591,0.47746626,0.8562474,0.8718543,1.0828276,0.31935945,0.47746626,0.47746626,0.47746626,0.0,0.0,0.63745993,0.47746626,0.8718543,0.47746626,0.47746626,1.0832818,1.0612936,0.8450052,0.2273909,0.47746626,0.8718543,0.9721128,0.7747322,0.99239993,0.8450052,0.21591112,0.8450052,0.2273909,1.0036424,0.47746626,0.63745993,0.60833156,0.89555085,0.5329521,0.8718543,0.47746626,0.31935945,0.6573171,0.89555085,0.8692027,0.3745498,0.71343094,0.8019756,0.47746626,0.95422894,0.95422894,0.47746626,0.88718414,0.8718543,0.47746626,0.47746626,0.3745498,0.90285474,0.5206717,1.0353061,0.40608007,1.0868589,0.47746626,0.8718543,1.0959691,0.4763183,0.944187,0.8718543,0.6613467,0.6613467,0.90533817,0.6613467,0.85164756,0.47746626,0.8450052,0.47746626,0.21591112,1.1652437,0.854138,0.3235731,0.8718543,0.47746626,0.47746626,0.47746626,0.47746626,0.47746626,0.2273909,0.8783006,0.60833156,0.60833156,0.968996,0.4292994,0.3745498,0.47746626,0.72168696,0.2273909,0.8450052,0.47746626,0.47746626,0.640001,0.64971745,0.76695764,0.47468582,0.5992784,0.9524877,0.6773862,1.0778866,0.8271834,0.47746626,0.8718543,0.47746626,0.47746626,0.47746626,0.8562474,0.8718543,0.8718543,1.0770879,0.8718543,0.8718543,0.47746626,0.21591112,0.0,0.47746626,1.0088605,0.3235731,0.3235731,0.9391182,0.47746626,0.34421644,0.47746626,0.47746626,0.8869687,0.47746626,0.79761326,0.55862564,0.2273909,0.21591112,0.47746626,0.64971745,0.47746626,0.47746626,0.47746626,0.3745498
0.1599937,0.5702466,0.8019396,0.38601717,0.5493482,0.0,0.47746626,0.0,0.6246487,0.6892489,0.8417091,0.8417091,0.0,0.1599937,0.27807456,0.0,0.0,0.27807456,0.857531,0.8321385,0.1599937,0.0,0.60837233,0.0,0.0,0.0,0.0,0.5453808,0.5453808,0.99031466,0.83985454,0.9447699,0.0,0.87972826,0.8417091,1.0129037,0.30556342,0.0,0.0,0.0,0.47746626,0.47746626,0.1599937,0.0,0.8417091,0.0,0.0,1.0318885,0.69828576,0.8704188,0.41588727,0.0,0.8417091,0.8837055,0.4295282,0.9026422,0.8704188,0.28464034,0.8704188,0.41588727,0.8918545,0.0,0.1599937,0.13152781,0.6760287,0.4527094,0.8417091,0.0,0.30556342,0.27310467,0.6760287,0.83337784,0.24389175,0.30673352,0.857531,0.0,0.5453808,0.5453808,0.0,0.8464065,0.8417091,0.0,0.0,0.24389175,0.43272752,0.25010878,0.85118234,0.43994382,0.8418758,0.0,0.8417091,1.0415359,0.18829517,0.7321368,0.8417091,0.27807456,0.27807456,0.85075843,0.27807456,0.7965001,0.0,0.8704188,0.0,0.28464034,0.97295064,0.8776188,0.5753495,0.8417091,0.0,0.0,0.0,0.0,0.0,0.41588727,0.85978884,0.13152781,0.13152781,0.78908473,0.37779984,0.24389175,0.0,0.38365015,0.41588727,0.8704188,0.0,0.0,0.26880538,0.20268565,0.7861893,0.55697,0.73307794,0.7453322,0.77997845,0.60837233,0.5586013,0.0,0.8417091,0.0,0.0,0.0,0.87972826,0.8417091,0.8417091,1.0271307,0.8417091,0.8417091,0.0,0.28464034,0.47746626,0.0,0.8559777,0.5753495,0.5753495,0.8667166,0.0,0.17919783,0.0,0.0,0.8468196,0.0,0.72728,0.5594739,0.41588727,0.28464034,0.0,0.20268565,0.0,0.0,0.0,0.24389175
0.63100165,0.9943117,0.65207946,0.8252558,1.0287948,0.6246487,1.0499382,0.6246487,0.0,0.35884014,0.8619537,0.8619537,0.6246487,0.63100165,0.72505116,0.6246487,0.6246487,0.72505116,0.7806814,0.9955571,0.63100165,0.6246487,0.53666675,0.6246487,0.6246487,0.6246487,0.6246487,0.29193988,0.29193988,0.9607011,0.9239978,0.7913931,0.6246487,0.8967794,0.8619537,0.9129449,0.90237755,0.6246487,0.6246487,0.6246487,1.0499382,1.0499382,0.63100165,0.6246487,0.8619537,0.6246487,0.6246487,0.9267452,0.41499028,0.9296793,0.99258006,0.6246487,0.8619537,0.9427806,0.6302592,0.9561378,0.9296793,0.8683844,0.9296793,0.99258006,0.9037546,0.6246487,0.63100165,0.57249314,0.82115597,0.6347537,0.8619537,0.6246487,0.90237755,0.71761936,0.82115597,0.8527608,0.8521664,0.5705935,0.7806814,0.6246487,0.29193988,0.29193988,0.6246487,0.86741924,0.8619537,0.6246487,0.6246487,0.8521664,0.48946851,0.69590014,0.9506391,0.8681129,0.61096257,0.6246487,0.8619537,0.9413683,0.69454545,0.8537168,0.8619537,0.72505116,0.72505116,0.87365055,0.72505116,0.84389627,0.6246487,0.9296793,0.6246487,0.8683844,0.9867498,0.89018494,1.0219127,0.8619537,0.6246487,0.6246487,0.6246487,0.6246487,0.6246487,0.99258006,0.5970639,0.57249314,0.57249314,0.5185916,0.89260817,0.8521664,0.6246487,0.7807451,0.99258006,0.9296793,0.6246487,0.6246487,0.7153105,0.57255864,1.0284648,0.9882804,0.97076344,0.9131465,0.7220574,0.53666675,0.8593509,0.6246487,0.8619537,0.6246487,0.6246487,0.6246487,0.8967794,0.8619537,0.8619537,0.9204113,0.8619537,0.8619537,0.6246487,0.8683844,1.0499382,0.6246487,0.9579265,1.0219127,1.0219127,0.8886512,0.6246487,0.7715033,0.6246487,0.6246487,0.8678323,0.6246487,0.65836287,0.92670447,0.99258006,0.8683844,0.6246487,0.57255864,0.6246487,0.6246487,0.6246487,0.8521664
0.6880487,1.0030411,0.620248,0.87727773,1.0484108,0.6892489,1.0653615,0.6892489,0.35884014,0.0,0.6451726,0.6451726,0.6892489,0.6880487,0.7317002,0.6892489,0.6892489,0.7317002,0.7249378,0.9771104,0.6880487,0.6892489,0.5028075,0.6892489,0.6892489,0.6892489,0.6892489,0.31052658,0.31052658,0.91532034,0.94980407,0.7597503,0.6892489,0.69126874,0.6451726,0.90107626,0.93724453,0.6892489,0.6892489,0.6892489,1.0653615,1.0653615,0.6880487,0.6892489,0.6451726,0.6892489,0.6892489,0.9141953,0.22148016,0.8832799,1.0081584,0.6892489,0.6451726,0.93171084,0.6421956,0.9391526,0.8832799,0.9117267,0.8832799,1.0081584,0.8973254,0.6892489,0.6880487,0.6478697,0.82013124,0.7232315,0.6451726,0.6892489,0.93724453,0.725252,0.82013124,0.6346866,0.890936,0.61795634,0.7249378,0.6892489,0.31052658,0.31052658,0.6892489,0.6461047,0.6451726,0.6892489,0.6892489,0.890936,0.4837044,0.64201516,0.92748713,0.9083654,0.59657365,0.6892489,0.6451726,0.93109703,0.6435024,0.84786993,0.6451726,0.7317002,0.7317002,0.6615099,0.7317002,0.61838907,0.6892489,0.8832799,0.6892489,0.9117267,0.9517749,0.6915315,1.0248746,0.6451726,0.6892489,0.6892489,0.6892489,0.6892489,0.6892489,1.0081584,0.59418505,0.6478697,0.6478697,0.32662532,0.9167616,0.890936,0.6892489,0.7828506,1.0081584,0.8832799,0.6892489,0.6892489,0.7291454,0.65214604,1.0131619,1.0081236,0.97612643,0.90243006,0.747399,0.5028075,0.8336215,0.6892489,0.6451726,0.6892489,0.6892489,0.6892489,0.69126874,0.6451726,0.6451726,0.9074441,0.6451726,0.6451726,0.6892489,0.9117267,1.0653615,0.6892489,0.9437096,1.0248746,1.0248746,0.68977314,0.6892489,0.81091535,0.6892489,0.6892489,0.64651775,0.6892489,0.63038313,0.9539556,1.0081584,0.9117267,0.6892489,0.65214604,0.6892489,0.6892489,0.6892489,0.890936
