0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
0.0,0.99719405,0.3105173,0.3105173,1.0106679,0.98489296,1.121175,1.0168772,1.0186166,0.3105173,0.37226015,0.70423776,0.4601078,0.4601078,0.20008327,0.0,0.4601078,0.3105173,0.45236522,0.3105173,0.3105173,1.1687946,0.8034419,0.990669,0.45236522,1.0127376,0.3105173,1.0104741,0.8034419,1.118786,0.14843363,1.0036503,0.9870899,0.14843363,1.0254749,1.0290133,0.3105173,0.3105173,0.3105173,0.8034419,0.8034419,0.56874704,0.9722838,0.8034419,0.8034419,0.8034419,0.45236522,1.0156571,0.5568118,0.8034419,0.8034419,0.8034419,0.8034419,0.9443187,0.45236522,0.3105173,0.3105173,0.3105173,0.3105173,0.3105173,0.3540615,0.4601078,0.3105173,0.3105173,1.2335283,0.99338746,0.0,0.8034419,1.0439714,0.37226015,1.0128744,0.45236522,0.3105173,0.45236522,0.3105173,0.37226015,0.3105173,0.9926923,0.3105173,1.053203,0.96190953,0.95581424,0.42441928,1.0979257,0.5608803,1.0837321,0.9962224,0.8034419,1.0207535,1.0354574,0.8034419,0.8034419,1.1357876,0.8034419,0.63059115,0.8034419,0.8034419,0.8034419,1.0780278,0.9782304,0.3105173,0.8034419,0.5177971,1.0469683,0.9821131,0.8034419,0.70773435,0.70773435,1.0657299,1.1751041,1.0168772,1.0796793,0.3105173,0.4601078,0.13851365,1.2335283,1.0225452,1.0648592,0.59945285,0.4601078,0.4601078,0.79487485,0.8034419,0.3105173,1.0354502,0.90703994,1.0201992,1.0714959,0.87185067,0.8034419,0.9891405,0.54221547,0.0,0.3105173,1.1173658,1.014121,0.4601078,0.990332,0.9443187,0.8034419,0.8034419,0.7424343,0.986833,0.9852677,0.9244635,0.9665405,1.0294553,0.54221547,0.3105173,0.4601078,0.5263524,0.9386979,0.14843363,1.0155506,0.97766644,0.4601078,0.95581424,0.4601078,0.4601078,0.45236522,0.54221547,1.0395658,0.9979938,0.54221547,0.99719405,0.3105173,1.0182701,0.4601078,1.1312505
0.99719405,0.0,0.99143517,0.99143517,0.8868567,0.8022006,0.47365677,0.09888085,0.861885,0.99143517,1.0014242,0.9746449,0.9930395,0.9930395,1.00462,0.99719405,0.9930395,0.99143517,1.006352,0.99143517,0.99143517,0.697862,1.0307866,0.83915764,1.006352,0.7558955,0.99143517,0.16792636,1.0307866,0.43414328,0.9987992,0.80361354,0.82730895,0.9987992,0.7770627,0.88227814,0.99143517,0.99143517,0.99143517,1.0307866,1.0307866,0.9939228,0.80122316,1.0307866,1.0307866,1.0307866,1.006352,0.81471694,0.99633753,1.0307866,1.0307866,1.0307866,1.0307866,1.0329244,1.006352,0.99143517,0.99143517,0.99143517,0.99143517,0.99143517,1.0319852,0.9930395,0.99143517,0.99143517,1.243352,0.84985584,0.99719405,1.0307866,0.45103744,1.0014242,0.7497034,1.006352,0.99143517,1.006352,0.99143517,1.0014242,0.99143517,0.9117333,0.99143517,0.60525554,0.9349743,1.0049793,1.0210671,0.93712884,1.0199306,0.610343,0.8333821,1.0307866,0.70207214,1.1782739,1.0307866,1.0307866,1.1377256,1.0307866,1.0055357,1.0307866,1.0307866,1.0307866,1.1395026,0.7789061,0.99143517,1.0307866,0.9646759,0.51909226,0.82811534,1.0307866,0.9664501,0.9664501,0.62969726,0.62488675,0.09888085,1.1154773,0.99143517,0.9930395,1.0090312,1.243352,0.75508964,0.6798767,0.99845093,0.9930395,0.9930395,1.0163074,1.0307866,0.99143517,0.50839233,1.1574022,0.44069672,0.6185814,1.0714569,1.0307866,0.82050014,0.96836436,0.99719405,0.99143517,1.2080518,0.91609454,0.9930395,0.7654371,1.0329244,1.0307866,1.0307866,1.0126553,0.7620109,0.8213424,0.75139815,0.81453824,0.8827087,0.96836436,0.99143517,0.9930395,1.0056754,1.1860448,0.9987992,0.73563176,0.80079216,0.9930395,1.0049793,0.9930395,0.9930395,1.006352,0.96836436,0.45914522,0.8266069,0.96836436,0.0,0.99143517,1.0143692,0.9930395,0.37332878
0.3105173,0.99143517,0.0,0.0,1.0411931,1.003766,1.1290888,1.008363,1.0560777,0.0,0.22647922,0.63035315,0.16963844,0.16963844,0.41879857,0.3105173,0.16963844,0.0,0.15830131,0.0,0.0,1.1716809,0.55707926,1.0297942,0.15830131,1.0423858,0.0,1.002241,0.55707926,1.119604,0.45895094,1.0207615,1.0222223,0.45895094,1.0458202,1.0668467,0.0,0.0,0.0,0.55707926,0.55707926,0.7833937,1.009465,0.55707926,0.55707926,0.55707926,0.15830131,1.0498166,0.7323084,0.55707926,0.55707926,0.55707926,0.55707926,0.7214552,0.15830131,0.0,0.0,0.0,0.0,0.0,0.56149685,0.16963844,0.0,0.0,1.2145416,1.0331008,0.3105173,0.55707926,1.0466124,0.22647922,1.024218,0.15830131,0.0,0.15830131,0.0,0.22647922,0.0,1.0347822,0.0,1.072381,1.0131972,0.8990822,0.13085915,1.1163253,0.4130952,1.0880383,1.0286813,0.55707926,1.0291936,1.0245737,0.55707926,0.55707926,1.099423,0.55707926,0.36575145,0.55707926,0.55707926,0.55707926,1.1275189,1.0032367,0.0,0.55707926,0.30251878,1.0723788,1.0181015,0.55707926,0.47752514,0.47752514,1.065819,1.1824167,1.008363,1.1128391,0.0,0.16963844,0.44401893,1.2145416,0.99530715,1.0810329,0.34730738,0.16963844,0.16963844,0.70629513,0.55707926,0.0,1.0478156,0.6754163,1.0332218,1.0726703,1.0227815,0.55707926,1.0309945,0.2939876,0.3105173,0.0,1.0958108,1.0197151,0.16963844,1.0195825,0.7214552,0.55707926,0.55707926,0.4965335,1.0149583,1.0302784,0.92580384,0.99279433,1.0588529,0.2939876,0.0,0.16963844,0.42083806,0.9183543,0.45895094,1.0337026,1.014003,0.16963844,0.8990822,0.16963844,0.16963844,0.15830131,0.2939876,1.0578398,1.0268731,0.2939876,0.99143517,0.0,1.0542616,0.16963844,1.1360519
0.3105173,0.99143517,0.0,0.0,1.0411931,1.003766,1.1290888,1.008363,1.0560777,0.0,0.22647922,0.63035315,0.16963844,0.16963844,0.41879857,0.3105173,0.16963844,0.0,0.15830131,0.0,0.0,1.1716809,0.55707926,1.0297942,0.15830131,1.0423858,0.0,1.002241,0.55707926,1.119604,0.45895094,1.0207615,1.0222223,0.45895094,1.0458202,1.0668467,0.0,0.0,0.0,0.55707926,0.55707926,0.7833937,1.009465,0.55707926,0.55707926,0.55707926,0.15830131,1.0498166,0.7323084,0.55707926,0.55707926,0.55707926,0.55707926,0.7214552,0.15830131,0.0,0.0,0.0,0.0,0.0,0.56149685,0.16963844,0.0,0.0,1.2145416,1.0331008,0.3105173,0.55707926,1.0466124,0.22647922,1.024218,0.15830131,0.0,0.15830131,0.0,0.22647922,0.0,1.0347822,0.0,1.072381,1.0131972,0.8990822,0.13085915,1.1163253,0.4130952,1.0880383,1.0286813,0.55707926,1.0291936,1.0245737,0.55707926,0.55707926,1.099423,0.55707926,0.36575145,0.55707926,0.55707926,0.55707926,1.1275189,1.0032367,0.0,0.55707926,0.30251878,1.0723788,1.0181015,0.55707926,0.47752514,0.47752514,1.065819,1.1824167,1.008363,1.1128391,0.0,0.16963844,0.44401893,1.2145416,0.99530715,1.0810329,0.34730738,0.16963844,0.16963844,0.70629513,0.55707926,0.0,1.0478156,0.6754163,1.0332218,1.0726703,1.0227815,0.55707926,1.0309945,0.2939876,0.3105173,0.0,1.0958108,1.0197151,0.16963844,1.0195825,0.7214552,0.55707926,0.55707926,0.4965335,1.0149583,1.0302784,0.92580384,0.99279433,1.0588529,0.2939876,0.0,0.16963844,0.42083806,0.9183543,0.45895094,1.0337026,1.014003,0.16963844,0.8990822,0.16963844,0.16963844,0.15830131,0.2939876,1.0578398,1.0268731,0.2939876,0.99143517,0.0,1.0542616,0.16963844,1.1360519
1.0106679,0.8868567,1.0411931,1.0411931,0.0,0.38765118,0.93817896,0.89937687,0.38951683,1.0411931,1.0254751,1.0432749,1.0604935,1.0604935,1.0032685,1.0106679,1.0604935,1.0411931,1.058137,1.0411931,1.0411931,0.9509907,1.1581535,0.20860362,1.058137,0.34830302,1.0411931,0.868442,1.1581535,0.97865564,1.022565,0.51438695,0.19663364,1.022565,0.47414738,0.2876252,1.0411931,1.0411931,1.0411931,1.1581535,1.1581535,1.0519925,0.2321606,1.1581535,1.1581535,1.1581535,1.058137,0.29598394,0.7974932,1.1581535,1.1581535,1.1581535,1.1581535,1.1452906,1.058137,1.0411931,1.0411931,1.0411931,1.0411931,1.0411931,0.9450224,1.0604935,1.0411931,1.0411931,1.2550523,0.21239331,1.0106679,1.1581535,0.8458089,1.0254751,0.40756708,1.058137,1.0411931,1.058137,1.0411931,1.0254751,1.0411931,0.42606124,1.0411931,0.6759377,0.5293901,1.201018,1.0758003,0.72913677,1.0091329,0.7618234,0.25990623,1.1581535,0.4388739,1.1192181,1.1581535,1.1581535,1.2220627,1.1581535,1.1218907,1.1581535,1.1581535,1.1581535,0.78314215,0.37889683,1.0411931,1.1581535,1.0036923,0.6659412,0.3664124,1.1581535,1.0665859,1.0665859,0.9021304,0.96615046,0.89937687,0.87457836,1.0411931,1.0604935,1.0172428,1.2550523,1.1145233,0.8420746,1.0752901,1.0604935,1.0604935,0.734313,1.1581535,1.0411931,0.7533919,1.1754587,0.7484537,0.926277,1.1234151,1.1581535,0.45128286,1.0531437,1.0106679,1.0411931,1.2165673,0.6553352,1.0604935,0.43414474,1.1452906,1.1581535,1.1581535,1.094433,0.43186727,0.44971362,0.87024045,0.5530643,0.79944015,1.0531437,1.0411931,1.0604935,0.75219196,1.1691376,1.022565,0.4915573,0.23839852,1.0604935,1.201018,1.0604935,1.0604935,1.058137,1.0531437,0.67041576,0.3078514,1.0531437,0.8868567,1.0411931,0.85386926,1.0604935,0.8653644
0.98489296,0.8022006,1.003766,1.003766,0.38765118,0.0,0.7921384,0.81609017,0.3569498,1.003766,1.0040531,1.0176556,1.0242537,1.0242537,0.9807228,0.98489296,1.0242537,1.003766,1.0250809,1.003766,1.003766,0.7655864,1.1552452,0.3660651,1.0250809,0.32316557,1.003766,0.7625312,1.1552452,0.81866556,0.9970887,0.36875802,0.35240567,0.9970887,0.28564978,0.32494372,1.003766,1.003766,1.003766,1.1552452,1.1552452,1.0496376,0.3154863,1.1552452,1.1552452,1.1552452,1.0250809,0.30583754,0.80475366,1.1552452,1.1552452,1.1552452,1.1552452,1.1523167,1.0250809,1.003766,1.003766,1.003766,1.003766,1.003766,0.9303986,1.0242537,1.003766,1.003766,1.1654692,0.38511956,0.98489296,1.1552452,0.669951,1.0040531,0.20710173,1.0250809,1.003766,1.0250809,1.003766,1.0040531,1.003766,0.501957,1.003766,0.5886121,0.45983022,1.2041218,1.0170052,0.6258319,0.96516156,0.72477955,0.36777845,1.1552452,0.26845837,1.0924047,1.1552452,1.1552452,1.2057788,1.1552452,1.1161481,1.1552452,1.1552452,1.1552452,0.77298594,0.11204861,1.003766,1.1552452,0.97989225,0.6722301,0.10729006,1.1552452,1.0592805,1.0592805,0.74741095,0.8151248,0.81609017,0.78027326,1.003766,1.0242537,0.9936473,1.1654692,1.0951326,0.7178319,1.0298448,1.0242537,1.0242537,0.734951,1.1552452,1.003766,0.6225044,1.1849267,0.57731575,0.76656914,1.1051444,1.1552452,0.1882046,1.021419,0.98489296,1.003766,1.126651,0.64874697,1.0242537,0.21240911,1.1523167,1.1552452,1.1552452,1.0931479,0.19438243,0.36220062,0.8111912,0.53556496,0.739572,1.021419,1.003766,1.0242537,0.7111345,1.0465461,0.9970887,0.32279912,0.3670086,1.0242537,1.2041218,1.0242537,1.0242537,1.0250809,1.021419,0.6717937,0.16196015,1.021419,0.8022006,1.003766,0.78176683,1.0242537,0.8390839
1.121175,0.47365677,1.1290888,1.1290888,0.93817896,0.7921384,0.0,0.49172446,0.8284067,1.1290888,1.1406212,1.1086075,1.1405985,1.1405985,1.13407,1.121175,1.1405985,1.1290888,1.1135429,1.1290888,1.1290888,0.5966135,1.1697689,0.89550364,1.1135429,0.8358714,1.1290888,0.5256795,1.1697689,0.3127629,1.132281,0.80066144,0.89346904,1.132281,0.7523697,0.8536657,1.1290888,1.1290888,1.1290888,1.1697689,1.1697689,1.1285583,0.87159836,1.1697689,1.1697689,1.1697689,1.1135429,0.86181474,1.1375062,1.1697689,1.1697689,1.1697689,1.1697689,1.160142,1.1135429,1.1290888,1.1290888,1.1290888,1.1290888,1.1290888,1.1545584,1.1405985,1.1290888,1.1290888,0.9603111,0.9041164,1.121175,1.1697689,0.50755554,1.1406212,0.72918594,1.1135429,1.1290888,1.1135429,1.1290888,1.1406212,1.1290888,0.9615111,1.1290888,0.61822104,0.8789181,1.1861501,1.1318216,0.7994694,1.159592,0.6712163,0.89663476,1.1697689,0.68823975,1.1678505,1.1697689,1.1697689,1.2320883,1.1697689,1.145738,1.1697689,1.1697689,1.1697689,1.1550771,0.8060261,1.1290888,1.1697689,1.1332393,0.6530856,0.81927943,1.1697689,1.149921,1.149921,0.598803,0.5293694,0.49172446,1.0182873,1.1290888,1.1405985,1.1072513,0.9603111,1.1685643,0.67549354,1.1400341,1.1405985,1.1405985,1.1106815,1.1697689,1.1290888,0.53799045,1.2135504,0.48557043,0.56753224,1.0965767,1.1697689,0.8045005,1.1270187,1.121175,1.1290888,1.0696082,0.96338814,1.1405985,0.74073035,1.160142,1.1697689,1.1697689,1.1567405,0.74174386,0.76517034,0.82837903,0.85753226,0.915872,1.1270187,1.1290888,1.1405985,1.1269423,1.0741805,1.132281,0.72573006,0.86436266,1.1405985,1.1861501,1.1405985,1.1405985,1.1135429,1.1270187,0.6055247,0.8916544,1.1270187,0.47365677,1.1290888,1.014755,1.1405985,0.44155353
1.0168772,0.09888085,1.008363,1.008363,0.89937687,0.81609017,0.49172446,0.0,0.8726674,1.008363,1.018652,0.99102384,1.009226,1.009226,1.0232793,1.0168772,1.009226,1.008363,1.0221705,1.008363,1.008363,0.7012972,1.047122,0.8503636,1.0221705,0.7685767,1.008363,0.10169381,1.047122,0.49011013,1.0169438,0.81615865,0.84099674,1.0169438,0.7854317,0.8936292,1.008363,1.008363,1.008363,1.047122,1.047122,1.0100287,0.8156719,1.047122,1.047122,1.047122,1.0221705,0.8289461,1.0183752,1.047122,1.047122,1.047122,1.047122,1.0486403,1.0221705,1.008363,1.008363,1.008363,1.008363,1.008363,1.0573074,1.009226,1.008363,1.008363,1.2418693,0.8613459,1.0168772,1.047122,0.4486295,1.018652,0.7608037,1.0221705,1.008363,1.0221705,1.008363,1.018652,1.008363,0.9199662,1.008363,0.61056536,0.9425964,0.9943152,1.0357141,0.94660336,1.0337112,0.6211164,0.84731716,1.047122,0.7129093,1.186418,1.047122,1.047122,1.1449394,1.047122,1.0232671,1.047122,1.047122,1.047122,1.1515672,0.7945552,1.008363,1.047122,0.9831943,0.5282794,0.8418538,1.047122,0.98796403,0.98796403,0.63887376,0.61975914,0.0,1.1267195,1.008363,1.009226,1.0263758,1.2418693,0.6888243,0.6944942,1.0067658,1.009226,1.009226,1.0312535,1.047122,1.008363,0.51226085,1.1640372,0.45808715,0.62768495,1.0342041,1.047122,0.8330484,0.98190355,1.0168772,1.008363,1.2081746,0.9311633,1.009226,0.7770846,1.0486403,1.047122,1.047122,1.0187554,0.7740227,0.8300327,0.7649955,0.8320026,0.89983386,0.98190355,1.008363,1.009226,1.0211854,1.1827981,1.0169438,0.74591887,0.81448066,1.009226,0.9943152,1.009226,1.009226,1.0221705,0.98190355,0.46813843,0.8392323,0.98190355,0.09888085,1.008363,1.0161622,1.009226,0.28333881
1.0186166,0.861885,1.0560777,1.0560777,0.38951683,0.3569498,0.8284067,0.8726674,0.0,1.0560777,1.0497549,1.0582104,1.066713,1.066713,1.0184437,1.0186166,1.066713,1.0560777,1.063711,1.0560777,1.0560777,0.85052836,1.1697383,0.38681892,1.063711,0.49002174,1.0560777,0.82502186,1.1697383,0.8815668,1.0268613,0.5365134,0.41716993,1.0268613,0.47528222,0.33126792,1.0560777,1.0560777,1.0560777,1.1697383,1.1697383,1.0757285,0.42254964,1.1697383,1.1697383,1.1697383,1.063711,0.40268064,0.93124175,1.1697383,1.1697383,1.1697383,1.1697383,1.1603153,1.063711,1.0560777,1.0560777,1.0560777,1.0560777,1.0560777,0.85647374,1.066713,1.0560777,1.0560777,1.176471,0.3895495,1.0186166,1.1697383,0.74755436,1.0497549,0.44099498,1.063711,1.0560777,1.063711,1.0560777,1.0497549,1.0560777,0.4357132,1.0560777,0.65170014,0.4131001,1.1988934,1.0938522,0.6603928,1.0500869,0.79174584,0.3027525,1.1697383,0.43669203,1.122974,1.1697383,1.1697383,1.2366248,1.1697383,1.1369523,1.1697383,1.1697383,1.1697383,0.88673735,0.38833728,1.0560777,1.1697383,1.0304774,0.7249954,0.33893433,1.1697383,1.087473,1.087473,0.7994279,0.8726346,0.8726674,0.8061986,1.0560777,1.066713,1.027545,1.176471,1.120038,0.7563367,1.07669,1.066713,1.066713,0.84634537,1.1697383,1.0560777,0.6726416,1.1869752,0.63206244,0.8199478,1.1231494,1.1697383,0.37857324,1.0735043,1.0186166,1.0560777,1.1216547,0.66720694,1.066713,0.3722924,1.1603153,1.1697383,1.1697383,1.121575,0.38988394,0.2713054,0.8456237,0.6508128,0.81085235,1.0735043,1.0560777,1.066713,0.85120827,1.0920403,1.0268613,0.50429064,0.43777618,1.066713,1.1988934,1.066713,1.066713,1.063711,1.0735043,0.72514427,0.41137558,1.0735043,0.861885,1.0560777,0.79646075,1.066713,0.8944938
0.3105173,0.99143517,0.0,0.0,1.0411931,1.003766,1.1290888,1.008363,1.0560777,0.0,0.22647922,0.63035315,0.16963844,0.16963844,0.41879857,0.3105173,0.16963844,0.0,0.15830131,0.0,0.0,1.1716809,0.55707926,1.0297942,0.15830131,1.0423858,0.0,1.002241,0.55707926,1.119604,0.45895094,1.0207615,1.0222223,0.45895094,1.0458202,1.0668467,0.0,0.0,0.0,0.55707926,0.55707926,0.7833937,1.009465,0.55707926,0.55707926,0.55707926,0.15830131,1.0498166,0.7323084,0.55707926,0.55707926,0.55707926,0.55707926,0.7214552,0.15830131,0.0,0.0,0.0,0.0,0.0,0.56149685,0.16963844,0.0,0.0,1.2145416,1.0331008,0.3105173,0.55707926,1.0466124,0.22647922,1.024218,0.15830131,0.0,0.15830131,0.0,0.22647922,0.0,1.0347822,0.0,1.072381,1.0131972,0.8990822,0.13085915,1.1163253,0.4130952,1.0880383,1.0286813,0.55707926,1.0291936,1.0245737,0.55707926,0.55707926,1.099423,0.55707926,0.36575145,0.55707926,0.55707926,0.55707926,1.1275189,1.0032367,0.0,0.55707926,0.30251878,1.0723788,1.0181015,0.55707926,0.47752514,0.47752514,1.065819,1.1824167,1.008363,1.1128391,0.0,0.16963844,0.44401893,1.2145416,0.99530715,1.0810329,0.34730738,0.16963844,0.16963844,0.70629513,0.55707926,0.0,1.0478156,0.6754163,1.0332218,1.0726703,1.0227815,0.55707926,1.0309945,0.2939876,0.3105173,0.0,1.0958108,1.0197151,0.16963844,1.0195825,0.7214552,0.55707926,0.55707926,0.4965335,1.0149583,1.0302784,0.92580384,0.99279433,1.0588529,0.2939876,0.0,0.16963844,0.42083806,0.9183543,0.45895094,1.0337026,1.014003,0.16963844,0.8990822,0.16963844,0.16963844,0.15830131,0.2939876,1.0578398,1.0268731,0.2939876,0.99143517,0.0,1.0542616,0.16963844,1.1360519
