0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
0.0,0.7350597,0.7350597,0.7350597,0.57333827,0.2940139,0.93527764,0.7041682,0.7350597,0.7350597,0.57333827,0.57333827,0.57333827,0.2629555,0.37732902,1.0395656,0.7776825,0.96862435,0.7350597,0.7350597,0.57333827,0.93527764,0.5674253,0.60890913,0.57333827,0.7350597,0.7350597,0.5984807,0.0,0.7350597,0.8648549,0.60890913,0.2940139,0.57333827,0.7673436,0.60890913,0.5674253,0.57333827,0.50623727,0.23048371,0.7350597,0.93527764,0.5643908,0.57333827,0.57333827,0.9049074,0.57333827,0.50623727,0.57333827,0.57333827,0.5674253,0.68014306,0.57333827,0.5674253,0.5674253,0.732669,0.7350597,0.7350597,0.57333827,0.6132759,0.7350597,0.7350597,0.89510494,0.8359278,0.8141459,0.91885203,0.8022592,0.57333827,0.7350597,0.7350597,0.8141459,0.7350597,0.8141459,0.42920232,0.5643908,0.7350597,0.57333827,0.57333827,0.57333827,0.7350597,0.57333827,0.7350597,0.57333827,0.7350597,0.7350597,0.7350597,0.7350597,0.6132759,0.8585806,0.2821954,0.7350597,0.7350597,0.7350597,0.6076622,0.7041682,0.7041682,0.60890913,0.57333827,0.5643908,0.21597846,0.57333827,0.57333827,0.57333827,0.50623727,0.95782465,0.7350597,0.57333827,0.77024657,0.606198,0.76038796,0.7350597,0.683665,0.57333827,0.86718875,0.57333827,0.50623727,0.57333827,0.42920232,0.57333827,0.34808925,0.57333827,0.8141459,0.67205864,0.8421727,0.57333827,0.9267551,0.57333827,0.63819355,0.57333827,0.8037758,0.2940139,0.2821954,0.5674253,0.57333827,0.57333827,0.57333827,0.2940139,0.93527764,0.7213705,0.42920232,0.7294945,0.86502904,0.67860925,0.62632596,0.44873768,0.57333827,0.57333827,0.81397754,0.5674253,0.63819355,0.7350597,0.57333827,0.6132759,0.5643908,0.57333827,0.7673436,0.57333827,0.57333827,0.72769016,0.7350597,1.1040902,0.5674253,0.7350597,0.57333827,0.7350597,0.7350597,0.0,0.6132759,0.8037746,0.81955665,0.2940139,0.57333827,0.5674253,0.57333827,0.7961798,0.7350597,0.39683124,0.90484804,0.7041682,0.57333827,0.57333827,0.74701643,0.7350597,0.7961798,0.57333827,0.5643908,0.57333827,0.7350597
0.7350597,0.0,0.0,0.0,0.32229286,0.65821093,0.9551467,0.5199277,0.0,0.0,0.32229286,0.32229286,0.32229286,0.7341965,0.3577307,1.0356436,0.8093819,1.0542974,0.0,0.0,0.32229286,0.9551467,0.5901719,0.56849414,0.32229286,0.0,0.0,0.8459531,0.7350597,0.0,0.87458855,0.56849414,0.65821093,0.32229286,0.7201581,0.56849414,0.5901719,0.32229286,0.5801272,0.6177401,0.0,0.9551467,0.45991215,0.32229286,0.32229286,1.0252568,0.32229286,0.5801272,0.32229286,0.32229286,0.5901719,0.7286785,0.32229286,0.5901719,0.5901719,0.70869845,0.0,0.0,0.32229286,0.8591221,0.0,0.0,0.929588,0.9032192,0.47287783,1.0169191,0.8437287,0.32229286,0.0,0.0,0.47287783,0.0,0.47287783,0.5038771,0.45991215,0.0,0.32229286,0.32229286,0.32229286,0.0,0.32229286,0.0,0.32229286,0.0,0.0,0.0,0.0,0.8591221,0.93539417,0.5659935,0.0,0.0,0.0,0.4030914,0.5199277,0.5199277,0.56849414,0.32229286,0.45991215,0.64391524,0.32229286,0.32229286,0.32229286,0.5801272,1.0786632,0.0,0.32229286,0.8020652,0.45977345,0.636236,0.0,0.5076649,0.32229286,0.89924026,0.32229286,0.5801272,0.32229286,0.5038771,0.32229286,0.5964774,0.32229286,0.47287783,0.49404132,0.97174406,0.32229286,1.0111276,0.32229286,0.49121964,0.32229286,0.85665363,0.65821093,0.5659935,0.5901719,0.32229286,0.32229286,0.32229286,0.65821093,0.9551467,0.5024363,0.5038771,0.78252584,0.968595,0.72737414,0.36118168,0.770106,0.32229286,0.32229286,0.46472454,0.5901719,0.49121964,0.0,0.32229286,0.8591221,0.45991215,0.32229286,0.7201581,0.32229286,0.32229286,0.738617,0.0,1.1449938,0.5901719,0.0,0.32229286,0.0,0.0,0.7350597,0.8591221,0.827941,0.89781237,0.65821093,0.32229286,0.5901719,0.32229286,0.88018,0.0,0.81145203,0.9695121,0.5199277,0.32229286,0.32229286,0.7227213,0.0,0.88018,0.32229286,0.45991215,0.32229286,0.0
0.7350597,0.0,0.0,0.0,0.32229286,0.65821093,0.9551467,0.5199277,0.0,0.0,0.32229286,0.32229286,0.32229286,0.7341965,0.3577307,1.0356436,0.8093819,1.0542974,0.0,0.0,0.32229286,0.9551467,0.5901719,0.56849414,0.32229286,0.0,0.0,0.8459531,0.7350597,0.0,0.87458855,0.56849414,0.65821093,0.32229286,0.7201581,0.56849414,0.5901719,0.32229286,0.5801272,0.6177401,0.0,0.9551467,0.45991215,0.32229286,0.32229286,1.0252568,0.32229286,0.5801272,0.32229286,0.32229286,0.5901719,0.7286785,0.32229286,0.5901719,0.5901719,0.70869845,0.0,0.0,0.32229286,0.8591221,0.0,0.0,0.929588,0.9032192,0.47287783,1.0169191,0.8437287,0.32229286,0.0,0.0,0.47287783,0.0,0.47287783,0.5038771,0.45991215,0.0,0.32229286,0.32229286,0.32229286,0.0,0.32229286,0.0,0.32229286,0.0,0.0,0.0,0.0,0.8591221,0.93539417,0.5659935,0.0,0.0,0.0,0.4030914,0.5199277,0.5199277,0.56849414,0.32229286,0.45991215,0.64391524,0.32229286,0.32229286,0.32229286,0.5801272,1.0786632,0.0,0.32229286,0.8020652,0.45977345,0.636236,0.0,0.5076649,0.32229286,0.89924026,0.32229286,0.5801272,0.32229286,0.5038771,0.32229286,0.5964774,0.32229286,0.47287783,0.49404132,0.97174406,0.32229286,1.0111276,0.32229286,0.49121964,0.32229286,0.85665363,0.65821093,0.5659935,0.5901719,0.32229286,0.32229286,0.32229286,0.65821093,0.9551467,0.5024363,0.5038771,0.78252584,0.968595,0.72737414,0.36118168,0.770106,0.32229286,0.32229286,0.46472454,0.5901719,0.49121964,0.0,0.32229286,0.8591221,0.45991215,0.32229286,0.7201581,0.32229286,0.32229286,0.738617,0.0,1.1449938,0.5901719,0.0,0.32229286,0.0,0.0,0.7350597,0.8591221,0.827941,0.89781237,0.65821093,0.32229286,0.5901719,0.32229286,0.88018,0.0,0.81145203,0.9695121,0.5199277,0.32229286,0.32229286,0.7227213,0.0,0.88018,0.32229286,0.45991215,0.32229286,0.0
0.7350597,0.0,0.0,0.0,0.32229286,0.65821093,0.9551467,0.5199277,0.0,0.0,0.32229286,0.32229286,0.32229286,0.7341965,0.3577307,1.0356436,0.8093819,1.0542974,0.0,0.0,0.32229286,0.9551467,0.5901719,0.56849414,0.32229286,0.0,0.0,0.8459531,0.7350597,0.0,0.87458855,0.56849414,0.65821093,0.32229286,0.7201581,0.56849414,0.5901719,0.32229286,0.5801272,0.6177401,0.0,0.9551467,0.45991215,0.32229286,0.32229286,1.0252568,0.32229286,0.5801272,0.32229286,0.32229286,0.5901719,0.7286785,0.32229286,0.5901719,0.5901719,0.70869845,0.0,0.0,0.32229286,0.8591221,0.0,0.0,0.929588,0.9032192,0.47287783,1.0169191,0.8437287,0.32229286,0.0,0.0,0.47287783,0.0,0.47287783,0.5038771,0.45991215,0.0,0.32229286,0.32229286,0.32229286,0.0,0.32229286,0.0,0.32229286,0.0,0.0,0.0,0.0,0.8591221,0.93539417,0.5659935,0.0,0.0,0.0,0.4030914,0.5199277,0.5199277,0.56849414,0.32229286,0.45991215,0.64391524,0.32229286,0.32229286,0.32229286,0.5801272,1.0786632,0.0,0.32229286,0.8020652,0.45977345,0.636236,0.0,0.5076649,0.32229286,0.89924026,0.32229286,0.5801272,0.32229286,0.5038771,0.32229286,0.5964774,0.32229286,0.47287783,0.49404132,0.97174406,0.32229286,1.0111276,0.32229286,0.49121964,0.32229286,0.85665363,0.65821093,0.5659935,0.5901719,0.32229286,0.32229286,0.32229286,0.65821093,0.9551467,0.5024363,0.5038771,0.78252584,0.968595,0.72737414,0.36118168,0.770106,0.32229286,0.32229286,0.46472454,0.5901719,0.49121964,0.0,0.32229286,0.8591221,0.45991215,0.32229286,0.7201581,0.32229286,0.32229286,0.738617,0.0,1.1449938,0.5901719,0.0,0.32229286,0.0,0.0,0.7350597,0.8591221,0.827941,0.89781237,0.65821093,0.32229286,0.5901719,0.32229286,0.88018,0.0,0.81145203,0.9695121,0.5199277,0.32229286,0.32229286,0.7227213,0.0,0.88018,0.32229286,0.45991215,0.32229286,0.0
0.57333827,0.32229286,0.32229286,0.32229286,0.0,0.33591807,0.9223093,0.53716916,0.32229286,0.32229286,0.0,0.0,0.0,0.5599575,0.19600926,1.0183966,0.6919266,1.0097622,0.32229286,0.32229286,0.0,0.9223093,0.43301186,0.4213808,0.0,0.32229286,0.32229286,0.8118237,0.57333827,0.32229286,0.8241588,0.4213808,0.33591807,0.0,0.7114184,0.4213808,0.43301186,0.0,0.2578343,0.41330016,0.32229286,0.9223093,0.40080315,0.0,0.0,0.9719544,0.0,0.2578343,0.0,0.0,0.43301186,0.5715185,0.0,0.43301186,0.43301186,0.62720805,0.32229286,0.32229286,0.0,0.8004619,0.32229286,0.32229286,0.8803457,0.81598353,0.45903766,0.9636168,0.7610811,0.0,0.32229286,0.32229286,0.45903766,0.32229286,0.45903766,0.33015686,0.40080315,0.32229286,0.0,0.0,0.0,0.32229286,0.0,0.32229286,0.0,0.32229286,0.32229286,0.32229286,0.32229286,0.8004619,0.8898985,0.47716382,0.32229286,0.32229286,0.32229286,0.25606158,0.53716916,0.53716916,0.4213808,0.0,0.40080315,0.4821938,0.0,0.0,0.0,0.2578343,1.0220482,0.32229286,0.0,0.7137732,0.325935,0.52993596,0.32229286,0.35264233,0.0,0.87055224,0.0,0.2578343,0.0,0.33015686,0.0,0.31833208,0.0,0.45903766,0.35119832,0.9287182,0.0,0.957224,0.0,0.35461977,0.0,0.812475,0.33591807,0.47716382,0.43301186,0.0,0.0,0.0,0.33591807,0.9223093,0.48003688,0.33015686,0.64423376,0.91191846,0.5912796,0.25062522,0.63679683,0.0,0.0,0.46652332,0.43301186,0.35461977,0.32229286,0.0,0.8004619,0.40080315,0.0,0.7114184,0.0,0.0,0.5749455,0.32229286,1.1097281,0.43301186,0.32229286,0.0,0.32229286,0.32229286,0.57333827,0.8004619,0.6953111,0.8318809,0.33591807,0.0,0.43301186,0.0,0.7554276,0.32229286,0.7205881,0.92486423,0.53716916,0.0,0.0,0.6506977,0.32229286,0.7554276,0.0,0.40080315,0.0,0.32229286
0.2940139,0.65821093,0.65821093,0.65821093,0.33591807,0.0,0.8881192,0.70286506,0.65821093,0.65821093,0.33591807,0.33591807,0.33591807,0.34819925,0.53192735,1.0408703,0.70488507,1.001138,0.65821093,0.65821093,0.33591807,0.8881192,0.45535365,0.49592572,0.33591807,0.65821093,0.65821093,0.634193,0.2940139,0.65821093,0.87134516,0.49592572,0.0,0.33591807,0.770116,0.49592572,0.45535365,0.33591807,0.21222338,0.22214444,0.65821093,0.8881192,0.52269447,0.33591807,0.33591807,0.93378,0.33591807,0.21222338,0.33591807,0.33591807,0.45535365,0.5687899,0.33591807,0.45535365,0.45535365,0.6483123,0.65821093,0.65821093,0.33591807,0.6388049,0.65821093,0.65821093,0.86254996,0.7847697,0.7877692,0.9421167,0.7384793,0.33591807,0.65821093,0.65821093,0.7877692,0.65821093,0.7877692,0.26134723,0.52269447,0.65821093,0.33591807,0.33591807,0.33591807,0.65821093,0.33591807,0.65821093,0.33591807,0.65821093,0.65821093,0.65821093,0.65821093,0.6388049,0.871527,0.40835416,0.65821093,0.65821093,0.65821093,0.5919797,0.70286506,0.70286506,0.49592572,0.33591807,0.52269447,0.5069246,0.33591807,0.33591807,0.33591807,0.21222338,0.98470247,0.65821093,0.33591807,0.70065016,0.44730854,0.6254534,0.65821093,0.5118174,0.33591807,0.8455631,0.33591807,0.21222338,0.33591807,0.26134723,0.33591807,0.10453889,0.33591807,0.7877692,0.51186335,0.9060095,0.33591807,0.938757,0.33591807,0.4747504,0.33591807,0.8303694,0.0,0.40835416,0.45535365,0.33591807,0.33591807,0.33591807,0.0,0.8881192,0.71908766,0.26134723,0.6188306,0.89245826,0.5737902,0.58654326,0.46290493,0.33591807,0.33591807,0.78520304,0.45535365,0.4747504,0.65821093,0.33591807,0.6388049,0.52269447,0.33591807,0.770116,0.33591807,0.33591807,0.614989,0.65821093,1.1129311,0.45535365,0.65821093,0.33591807,0.65821093,0.65821093,0.2940139,0.6388049,0.68218815,0.8281506,0.0,0.33591807,0.45535365,0.33591807,0.7050964,0.65821093,0.5553708,0.9178593,0.70286506,0.33591807,0.33591807,0.6599197,0.65821093,0.7050964,0.33591807,0.52269447,0.33591807,0.65821093
0.93527764,0.9551467,0.9551467,0.9551467,0.9223093,0.8881192,0.0,0.9083503,0.9551467,0.9551467,0.9223093,0.9223093,0.9223093,0.92222685,0.93287444,1.074196,0.9010302,1.0823579,0.9551467,0.9551467,0.9223093,0.0,0.8690859,0.87144065,0.9223093,0.9551467,0.9551467,0.9785571,0.93527764,0.9551467,0.984005,0.87144065,0.8881192,0.9223093,0.8841527,0.87144065,0.8690859,0.9223093,0.9197164,0.89388627,0.9551467,0.0,0.94365036,0.9223093,0.9223093,0.6535442,0.9223093,0.9197164,0.9223093,0.9223093,0.8690859,0.8699988,0.9223093,0.8690859,0.8690859,0.51630443,0.9551467,0.9551467,0.9223093,0.972834,0.9551467,0.9551467,0.847833,0.63210106,0.98219055,0.64916307,0.7204752,0.9223093,0.9551467,0.9551467,0.98219055,0.9551467,0.98219055,0.8855947,0.94365036,0.9551467,0.9223093,0.9223093,0.9223093,0.9551467,0.9223093,0.9551467,0.9223093,0.9551467,0.9551467,0.9551467,0.9551467,0.972834,0.95208454,0.9237768,0.9551467,0.9551467,0.9551467,0.9587265,0.9083503,0.9083503,0.87144065,0.9223093,0.94365036,0.9431199,0.9223093,0.9223093,0.9223093,0.9197164,0.4868159,0.9551467,0.9223093,0.572569,0.8530466,0.99106956,0.9551467,0.9446174,0.9223093,0.41525194,0.9223093,0.9197164,0.9223093,0.8855947,0.9223093,0.8871094,0.9223093,0.98219055,0.914438,0.8908986,0.9223093,0.65894085,0.9223093,0.90194374,0.9223093,1.0153857,0.8881192,0.9237768,0.8690859,0.9223093,0.9223093,0.9223093,0.8881192,0.0,0.9521116,0.8855947,0.594785,0.9920702,0.47697392,0.93730015,0.94034743,0.9223093,0.9223093,0.96481115,0.8690859,0.90194374,0.9551467,0.9223093,0.972834,0.94365036,0.9223093,0.8841527,0.9223093,0.9223093,0.9032486,0.9551467,1.1027166,0.8690859,0.9551467,0.9223093,0.9551467,0.9551467,0.93527764,0.972834,0.55781597,0.7743791,0.8881192,0.9223093,0.8690859,0.9223093,0.6175404,0.9551467,0.97669786,0.6096783,0.9083503,0.9223093,0.9223093,0.97846264,0.9551467,0.6175404,0.9223093,0.94365036,0.9223093,0.9551467
0.7041682,0.5199277,0.5199277,0.5199277,0.53716916,0.70286506,0.9083503,0.0,0.5199277,0.5199277,0.53716916,0.53716916,0.53716916,0.7150509,0.52075344,0.98058534,0.5235549,0.9940601,0.5199277,0.5199277,0.53716916,0.9083503,0.3750874,0.20693931,0.53716916,0.5199277,0.5199277,0.78768617,0.7041682,0.5199277,0.84976536,0.20693931,0.70286506,0.53716916,0.3833184,0.20693931,0.3750874,0.53716916,0.6479451,0.6262119,0.5199277,0.9083503,0.60653013,0.53716916,0.53716916,0.8501242,0.53716916,0.6479451,0.53716916,0.53716916,0.3750874,0.51359403,0.53716916,0.3750874,0.3750874,0.53781784,0.5199277,0.5199277,0.53716916,0.7969033,0.5199277,0.5199277,0.68578345,0.6244229,0.6290391,0.7854518,0.7024846,0.53716916,0.5199277,0.5199277,0.6290391,0.5199277,0.6290391,0.5369493,0.60653013,0.5199277,0.53716916,0.53716916,0.53716916,0.5199277,0.53716916,0.5199277,0.53716916,0.5199277,0.5199277,0.5199277,0.5199277,0.7969033,0.88759696,0.5240907,0.5199277,0.5199277,0.5199277,0.55660814,0.0,0.0,0.20693931,0.53716916,0.60653013,0.6350465,0.53716916,0.53716916,0.53716916,0.6479451,0.9658223,0.5199277,0.53716916,0.65106213,0.4225352,0.68206924,0.5199277,0.568116,0.53716916,0.72030294,0.53716916,0.6479451,0.53716916,0.5369493,0.53716916,0.63649875,0.53716916,0.6290391,0.5531697,0.7356067,0.53716916,0.78695744,0.53716916,0.49785528,0.53716916,0.80266285,0.70286506,0.5240907,0.3750874,0.53716916,0.53716916,0.53716916,0.70286506,0.9083503,0.55036527,0.5369493,0.67615086,0.9124739,0.7519387,0.5250086,0.7390864,0.53716916,0.53716916,0.6394813,0.3750874,0.49785528,0.5199277,0.53716916,0.7969033,0.60653013,0.53716916,0.3833184,0.53716916,0.53716916,0.7511813,0.5199277,1.0670478,0.3750874,0.5199277,0.53716916,0.5199277,0.5199277,0.7041682,0.7969033,0.7236378,0.6372504,0.70286506,0.53716916,0.3750874,0.53716916,0.6919197,0.5199277,0.7609611,0.7284821,0.0,0.53716916,0.53716916,0.713186,0.5199277,0.6919197,0.53716916,0.60653013,0.53716916,0.5199277
0.7350597,0.0,0.0,0.0,0.32229286,0.65821093,0.9551467,0.5199277,0.0,0.0,0.32229286,0.32229286,0.32229286,0.7341965,0.3577307,1.0356436,0.8093819,1.0542974,0.0,0.0,0.32229286,0.9551467,0.5901719,0.56849414,0.32229286,0.0,0.0,0.8459531,0.7350597,0.0,0.87458855,0.56849414,0.65821093,0.32229286,0.7201581,0.56849414,0.5901719,0.32229286,0.5801272,0.6177401,0.0,0.9551467,0.45991215,0.32229286,0.32229286,1.0252568,0.32229286,0.5801272,0.32229286,0.32229286,0.5901719,0.7286785,0.32229286,0.5901719,0.5901719,0.70869845,0.0,0.0,0.32229286,0.8591221,0.0,0.0,0.929588,0.9032192,0.47287783,1.0169191,0.8437287,0.32229286,0.0,0.0,0.47287783,0.0,0.47287783,0.5038771,0.45991215,0.0,0.32229286,0.32229286,0.32229286,0.0,0.32229286,0.0,0.32229286,0.0,0.0,0.0,0.0,0.8591221,0.93539417,0.5659935,0.0,0.0,0.0,0.4030914,0.5199277,0.5199277,0.56849414,0.32229286,0.45991215,0.64391524,0.32229286,0.32229286,0.32229286,0.5801272,1.0786632,0.0,0.32229286,0.8020652,0.45977345,0.636236,0.0,0.5076649,0.32229286,0.89924026,0.32229286,0.5801272,0.32229286,0.5038771,0.32229286,0.5964774,0.32229286,0.47287783,0.49404132,0.97174406,0.32229286,1.0111276,0.32229286,0.49121964,0.32229286,0.85665363,0.65821093,0.5659935,0.5901719,0.32229286,0.32229286,0.32229286,0.65821093,0.9551467,0.5024363,0.5038771,0.78252584,0.968595,0.72737414,0.36118168,0.770106,0.32229286,0.32229286,0.46472454,0.5901719,0.49121964,0.0,0.32229286,0.8591221,0.45991215,0.32229286,0.7201581,0.32229286,0.32229286,0.738617,0.0,1.1449938,0.5901719,0.0,0.32229286,0.0,0.0,0.7350597,0.8591221,0.827941,0.89781237,0.65821093,0.32229286,0.5901719,0.32229286,0.88018,0.0,0.81145203,0.9695121,0.5199277,0.32229286,0.32229286,0.7227213,0.0,0.88018,0.32229286,0.45991215,0.32229286,0.0
0.7350597,0.0,0.0,0.0,0.32229286,0.65821093,0.9551467,0.5199277,0.0,0.0,0.32229286,0.32229286,0.32229286,0.7341965,0.3577307,1.0356436,0.8093819,1.0542974,0.0,0.0,0.32229286,0.9551467,0.5901719,0.56849414,0.32229286,0.0,0.0,0.8459531,0.7350597,0.0,0.87458855,0.56849414,0.65821093,0.32229286,0.7201581,0.56849414,0.5901719,0.32229286,0.5801272,0.6177401,0.0,0.9551467,0.45991215,0.32229286,0.32229286,1.0252568,0.32229286,0.5801272,0.32229286,0.32229286,0.5901719,0.7286785,0.32229286,0.5901719,0.5901719,0.70869845,0.0,0.0,0.32229286,0.8591221,0.0,0.0,0.929588,0.9032192,0.47287783,1.0169191,0.8437287,0.32229286,0.0,0.0,0.47287783,0.0,0.47287783,0.5038771,0.45991215,0.0,0.32229286,0.32229286,0.32229286,0.0,0.32229286,0.0,0.32229286,0.0,0.0,0.0,0.0,0.8591221,0.93539417,0.5659935,0.0,0.0,0.0,0.4030914,0.5199277,0.5199277,0.56849414,0.32229286,0.45991215,0.64391524,0.32229286,0.32229286,0.32229286,0.5801272,1.0786632,0.0,0.32229286,0.8020652,0.45977345,0.636236,0.0,0.5076649,0.32229286,0.89924026,0.32229286,0.5801272,0.32229286,0.5038771,0.32229286,0.5964774,0.32229286,0.47287783,0.49404132,0.97174406,0.32229286,1.0111276,0.32229286,0.49121964,0.32229286,0.85665363,0.65821093,0.5659935,0.5901719,0.32229286,0.32229286,0.32229286,0.65821093,0.9551467,0.5024363,0.5038771,0.78252584,0.968595,0.72737414,0.36118168,0.770106,0.32229286,0.32229286,0.46472454,0.5901719,0.49121964,0.0,0.32229286,0.8591221,0.45991215,0.32229286,0.7201581,0.32229286,0.32229286,0.738617,0.0,1.1449938,0.5901719,0.0,0.32229286,0.0,0.0,0.7350597,0.8591221,0.827941,0.89781237,0.65821093,0.32229286,0.5901719,0.32229286,0.88018,0.0,0.81145203,0.9695121,0.5199277,0.32229286,0.32229286,0.7227213,0.0,0.88018,0.32229286,0.45991215,0.32229286,0.0
