0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9999999,0.98533607,0.95529413,0.928725,0.9423535,0.9592339,0.9424412,0.9518269,0.91722614,0.9322864,0.9362794,0.9365103,0.9363971,0.94800866,0.9526889,0.9578287,0.9471415,0.94020593,0.9689425,0.95168114,0.90643644,0.96455294,0.9428705,0.9681343,0.8768664,0.93950516,0.963469,0.9483324,0.9670528,0.94362324,0.9595721
0.98533607,1.0000001,0.95273626,0.9250747,0.9526006,0.9538453,0.9438127,0.95333683,0.91878295,0.9384347,0.9448401,0.95163167,0.9356698,0.94059753,0.9610688,0.9630922,0.9399716,0.9314624,0.9661746,0.9506266,0.91742074,0.9572212,0.94292647,0.95660996,0.8883272,0.9434994,0.952852,0.95723647,0.9563896,0.9394778,0.9490721
0.95529413,0.95273626,1.0,0.9600771,0.91103494,0.9086125,0.9477123,0.933372,0.95720774,0.94940066,0.91812134,0.9182286,0.93929744,0.97222304,0.9233745,0.9565578,0.95076525,0.9443519,0.9653908,0.95197415,0.903868,0.96581835,0.982373,0.97785664,0.84968954,0.90613234,0.979764,0.92502344,0.9689503,0.95701605,0.98002505
0.928725,0.9250747,0.9600771,1.0000002,0.87247723,0.86896396,0.92850614,0.9070576,0.9453033,0.94559485,0.8836119,0.88488233,0.92311084,0.9684603,0.88883203,0.94970393,0.9483651,0.93511367,0.94474566,0.9399775,0.8805079,0.9396651,0.95419097,0.9613204,0.8109936,0.87343526,0.95567864,0.89432096,0.9445076,0.95451665,0.964939
0.9423535,0.9526006,0.91103494,0.87247723,1.0,0.94172215,0.9392644,0.9602237,0.87791765,0.9017407,0.96812403,0.96937513,0.923226,0.9118289,0.96742386,0.9370131,0.9188732,0.91539204,0.950631,0.94451165,0.94341624,0.9330407,0.90081626,0.9180134,0.9018287,0.98800987,0.9152767,0.9691236,0.92852205,0.90954924,0.909044
0.9592339,0.9538453,0.9086125,0.86896396,0.94172215,1.0,0.92664087,0.92300034,0.85550576,0.86573076,0.9363286,0.92480314,0.8990946,0.9201986,0.9476586,0.9035524,0.8928161,0.891024,0.9406171,0.9143659,0.91693926,0.9424782,0.8906865,0.91525406,0.87126386,0.9401384,0.9245671,0.9299816,0.9428864,0.8863097,0.9081353
0.9424412,0.9438127,0.9477123,0.92850614,0.9392644,0.92664087,1.0000002,0.94693905,0.93375295,0.92223614,0.95633876,0.9501344,0.9400476,0.96254814,0.94972813,0.9418673,0.9525126,0.9426701,0.9539478,0.9641912,0.95999193,0.94843143,0.92593175,0.9388485,0.8373959,0.9375423,0.9536505,0.9467032,0.9572921,0.9563103,0.94035083
0.9518269,0.95333683,0.933372,0.9070576,0.9602237,0.92300034,0.94693905,1.0,0.9190209,0.9350562,0.95747495,0.95525646,0.93992966,0.9372451,0.9646331,0.953482,0.9506894,0.94246686,0.96385026,0.9639235,0.9356381,0.9490009,0.9277586,0.94590414,0.88812435,0.9509238,0.93630004,0.9898088,0.95118916,0.9442812,0.9393611
0.91722614,0.91878295,0.95720774,0.9453033,0.87791765,0.85550576,0.93375295,0.9190209,1.0000004,0.9624522,0.8970275,0.90416557,0.952845,0.9404868,0.8909178,0.95234734,0.9606987,0.94692767,0.9289306,0.9577175,0.881272,0.92787653,0.9550504,0.94159013,0.8156421,0.8785414,0.9376383,0.91072685,0.92889065,0.9670768,0.94299877
0.9322864,0.9384347,0.94940066,0.94559485,0.9017407,0.86573076,0.92223614,0.9350562,0.9624522,0.9999997,0.9036338,0.91805613,0.95922464,0.93513733,0.9046174,0.9687376,0.96744645,0.96058,0.94439995,0.9618015,0.8835635,0.93231213,0.9478037,0.95286906,0.8483819,0.89800966,0.93811667,0.92794,0.9288745,0.9661136,0.94757843
