0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,19.07157,19.07157,19.07157,12.658089,19.07157,20.158789,19.07157,19.07157,19.07157,7.730156,18.23663,7.8384094,20.142841,20.158789,18.23663,18.48905,8.129238,20.158789,20.158789,19.07157,19.07157,19.07157,19.07157,19.07157,20.158789,5.381994,8.072166,20.158789,20.158789,20.158789,19.07157,19.07157,19.07157,8.091566,19.253857,19.253857,19.253857,20.01485,19.07157,20.01485
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
12.658089,17.547733,17.547733,17.547733,0.0,17.547733,18.297825,17.547733,17.547733,17.547733,9.30562,16.999212,9.198217,18.329756,18.297825,16.999212,17.699163,10.070431,18.297825,18.297825,17.547733,17.547733,17.547733,17.547733,17.547733,18.297825,11.356679,8.824331,18.297825,18.297825,18.297825,17.547733,17.547733,17.547733,10.15443,18.440084,18.440084,18.440084,19.226044,17.547733,19.226044
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
20.158789,7.8314667,7.8314667,7.8314667,18.297825,7.8314667,0.0,7.8314667,7.8314667,7.8314667,18.570873,9.600864,19.252073,2.3203259,0.0,9.600864,10.030933,20.099857,0.0,0.0,7.8314667,7.8314667,7.8314667,7.8314667,7.8314667,0.0,19.172606,19.014254,0.0,0.0,0.0,7.8314667,7.8314667,7.8314667,19.61996,10.239763,10.239763,10.239763,11.998685,7.8314667,11.998685
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
7.730156,17.53232,17.53232,17.53232,9.30562,17.53232,18.570873,17.53232,17.53232,17.53232,0.0,16.758112,4.3653517,18.561447,18.570873,16.758112,17.244179,6.4792323,18.570873,18.570873,17.53232,17.53232,17.53232,17.53232,17.53232,18.570873,7.490432,4.078233,18.570873,18.570873,18.570873,17.53232,17.53232,17.53232,5.9231954,17.86817,17.86817,17.86817,18.853693,17.53232,18.853693
18.23663,8.424442,8.424442,8.424442,16.999212,8.424442,9.600864,8.424442,8.424442,8.424442,16.758112,0.0,17.545513,9.453938,9.600864,0.0,7.2057543,18.435268,9.600864,9.600864,8.424442,8.424442,8.424442,8.424442,8.424442,9.600864,17.599413,17.323061,9.600864,9.600864,9.600864,8.424442,8.424442,8.424442,17.819414,8.9672165,8.9672165,8.9672165,13.103897,8.424442,13.103897
7.8384094,18.404413,18.404413,18.404413,9.198217,18.404413,19.252073,18.404413,18.404413,18.404413,4.3653517,17.545513,0.0,19.241426,19.252073,17.545513,17.88367,3.9093225,19.252073,19.252073,18.404413,18.404413,18.404413,18.404413,18.404413,19.252073,7.316018,1.2378244,19.252073,19.252073,19.252073,18.404413,18.404413,18.404413,4.2707567,18.540901,18.540901,18.540901,19.719673,18.404413,19.719673
20.142841,7.79166,7.79166,7.79166,18.329756,7.79166,2.3203259,7.79166,7.79166,7.79166,18.561447,9.453938,19.241426,0.0,2.3203259,9.453938,9.849326,20.114544,2.3203259,2.3203259,7.79166,7.79166,7.79166,7.79166,7.79166,2.3203259,19.1647,19.01443,2.3203259,2.3203259,2.3203259,7.79166,7.79166,7.79166,19.65696,10.143697,10.143697,10.143697,12.331653,7.79166,12.331653
20.158789,7.8314667,7.8314667,7.8314667,18.297825,7.8314667,0.0,7.8314667,7.8314667,7.8314667,18.570873,9.600864,19.252073,2.3203259,0.0,9.600864,10.030933,20.099857,0.0,0.0,7.8314667,7.8314667,7.8314667,7.8314667,7.8314667,0.0,19.172606,19.014254,0.0,0.0,0.0,7.8314667,7.8314667,7.8314667,19.61996,10.239763,10.239763,10.239763,11.998685,7.8314667,11.998685
18.23663,8.424442,8.424442,8.424442,16.999212,8.424442,9.600864,8.424442,8.424442,8.424442,16.758112,0.0,17.545513,9.453938,9.600864,0.0,7.2057543,18.435268,9.600864,9.600864,8.424442,8.424442,8.424442,8.424442,8.424442,9.600864,17.599413,17.323061,9.600864,9.600864,9.600864,8.424442,8.424442,8.424442,17.819414,8.9672165,8.9672165,8.9672165,13.103897,8.424442,13.103897
18.48905,10.656432,10.656432,10.656432,17.699163,10.656432,10.030933,10.656432,10.656432,10.656432,17.244179,7.2057543,17.88367,9.849326,10.030933,7.2057543,0.0,18.61401,10.030933,10.030933,10.656432,10.656432,10.656432,10.656432,10.656432,10.030933,18.008846,17.68402,10.030933,10.030933,10.030933,10.656432,10.656432,10.656432,18.015507,6.7144556,6.7144556,6.7144556,15.256311,10.656432,15.256311
8.129238,19.301516,19.301516,19.301516,10.070431,19.301516,20.099857,19.301516,19.301516,19.301516,6.4792323,18.435268,3.9093225,20.114544,20.099857,18.435268,18.61401,0.0,20.099857,20.099857,19.301516,19.301516,19.301516,19.301516,19.301516,20.099857,8.084677,4.3031964,20.099857,20.099857,20.099857,19.301516,19.301516,19.301516,5.505637,19.274643,19.274643,19.274643,20.538574,19.301516,20.538574
20.158789,7.8314667,7.8314667,7.8314667,18.297825,7.8314667,0.0,7.8314667,7.8314667,7.8314667,18.570873,9.600864,19.252073,2.3203259,0.0,9.600864,10.030933,20.099857,0.0,0.0,7.8314667,7.8314667,7.8314667,7.8314667,7.8314667,0.0,19.172606,19.014254,0.0,0.0,0.0,7.8314667,7.8314667,7.8314667,19.61996,10.239763,10.239763,10.239763,11.998685,7.8314667,11.998685
20.158789,7.8314667,7.8314667,7.8314667,18.297825,7.8314667,0.0,7.8314667,7.8314667,7.8314667,18.570873,9.600864,19.252073,2.3203259,0.0,9.600864,10.030933,20.099857,0.0,0.0,7.8314667,7.8314667,7.8314667,7.8314667,7.8314667,0.0,19.172606,19.014254,0.0,0.0,0.0,7.8314667,7.8314667,7.8314667,19.61996,10.239763,10.239763,10.239763,11.998685,7.8314667,11.998685
19.07157,0.0,0.0,0.0,17.547733,0.0,7.8314667,0.0,0.0,0.0,17.53232,8.424442,18.404413,7.79166,7.8314667,8.424442,10.656432,19.301516,7.8314667,7.8314667,0.0,0.0,0.0,0.0,0.0,7.8314667,18.398775,18.162699,7.8314667,7.8314667,7.8314667,0.0,0.0,0.0,18.718513,10.499664,10.499664,10.499664,11.657161,0.0,11.657161
