0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.0,0.5551816,0.52641714,0.50009495,0.53941256,0.56837136,0.54600817,0.40536246,0.50122863,0.19218603,0.58242905,0.43867669,0.5144909,0.4732634,0.554698,0.5266971,0.5333954,0.5144909,1.1882534,0.50035435,0.5312834,0.6044344,0.5701841,0.5256086,0.49293852,0.5975423,0.5312834,0.55704564,0.5246339,1.1882534,1.2089249,0.5210736,0.73540205,1.0574089,0.46968567,0.45343566,0.5111495,0.560315,0.557402,0.5002906,0.47867247,0.57488626,0.4732634,0.51574254,0.50472546,0.5776061,0.5020396,0.50645345,0.5389967,0.43867669,0.54865617,0.43457624,0.56048304,0.51787114,0.50368667,0.5913964,0.54914165,0.5293957,0.5312834,0.4450738,0.543135,0.4533861,0.50854236,0.59818643,0.5027734,0.5713358,0.5522313,0.57578284,1.0574089
0.5551816,0.0,0.5236002,0.47857723,0.58271605,0.61931646,0.60849166,0.47697315,0.14972292,0.5270512,0.63764244,0.5746229,0.5456695,0.5274144,0.5278372,0.14999266,0.5672719,0.5456695,1.175841,0.5433022,0.5687763,0.5813717,0.6494947,0.07661777,0.57892764,0.5791716,0.5687763,0.098415904,0.587532,1.175841,1.1934494,0.55564964,0.7694295,0.905077,0.58749956,0.5809117,0.5477014,0.4752956,0.4030589,0.64372575,0.61281914,0.5465865,0.5274144,0.5566249,0.56396365,0.54968363,0.5755733,0.5731893,0.5761488,0.5746229,0.5594271,0.4387635,0.42726356,0.5076843,0.37613222,0.56170225,0.46024415,0.57992166,0.5687763,0.6024304,0.5197524,0.4418515,0.59920347,0.28993607,0.44970986,0.65426576,0.6098759,0.61937106,0.905077
0.52641714,0.5236002,0.0,0.42808655,0.27353507,0.54043025,0.43251193,0.6223697,0.54539955,0.4347033,0.4333259,0.40718257,0.37161297,0.2959046,0.31752023,0.52426565,0.18678264,0.37161297,1.1990104,0.42687425,0.050703693,0.42750677,0.45903975,0.5213169,0.21963911,0.37720796,0.050703693,0.56264496,0.48234394,1.1990104,1.2129184,0.298638,0.70880127,1.1583021,0.42075655,0.41323537,0.3169734,0.5724654,0.5702748,0.46715638,0.37812024,0.27035475,0.2959046,0.3246325,0.3361451,0.27271548,0.36642113,0.39723033,0.108296774,0.40718257,0.4312979,0.57109886,0.29062602,0.32642475,0.4237311,0.4344068,0.5657736,0.41366556,0.050703693,0.38306683,0.35509264,0.59406257,0.41039038,0.54306453,0.4134605,0.42864665,0.47034797,0.5041553,1.1583021
0.50009495,0.47857723,0.42808655,0.0,0.44235292,0.59095454,0.4479968,0.48124182,0.5330694,0.43856472,0.5585095,0.51716286,0.40520298,0.45315218,0.45272455,0.5125137,0.4485767,0.40520298,1.1642047,0.4483127,0.44710287,0.5400672,0.57519716,0.509565,0.4582263,0.2817514,0.44710287,0.53907156,0.4747092,1.1642047,1.1824243,0.44945502,0.6409585,1.0638086,0.5426846,0.52990544,0.4979376,0.45748428,0.45159,0.5765256,0.5711895,0.44209164,0.45315218,0.44069707,0.49447986,0.44673684,0.4866428,0.49393305,0.45722368,0.51716286,0.39787158,0.46601382,0.30284244,0.36001477,0.4924675,0.4865484,0.5694944,0.43294287,0.44710287,0.5410185,0.39355808,0.45086172,0.5013803,0.503467,0.37154314,0.52378833,0.44437534,0.4741006,1.0638086
0.53941256,0.58271605,0.27353507,0.44235292,0.0,0.57337695,0.31048802,0.63532525,0.57259625,0.49490744,0.41702557,0.39344242,0.35924342,0.23511487,0.40491223,0.54939324,0.16426627,0.35924342,1.2164745,0.41142017,0.24012466,0.416209,0.51643866,0.5478663,0.3599958,0.31771246,0.24012466,0.5776306,0.38830456,1.2164745,1.2311947,0.45250553,0.6241012,1.167335,0.4104349,0.40238583,0.31414476,0.50537306,0.50196517,0.52407616,0.26677117,0.39427933,0.23511487,0.3117494,0.23469605,0.3966404,0.36183688,0.4249808,0.24488693,0.39344242,0.38848284,0.58298045,0.33840224,0.31418148,0.45250732,0.47195828,0.5105401,0.286335,0.24012466,0.26050225,0.34197506,0.6061518,0.44163725,0.5695662,0.46423033,0.51797426,0.3529423,0.41507274,1.167335
0.56837136,0.61931646,0.54043025,0.59095454,0.57337695,0.0,0.6178675,0.5854493,0.61399597,0.5929857,0.57785785,0.6923207,0.49006847,0.5629697,0.623029,0.615584,0.6064918,0.49006847,1.187368,0.46106878,0.54349333,0.6116733,0.60591495,0.6185634,0.49264193,0.54001606,0.54349333,0.6354275,0.67221266,1.187368,1.2088307,0.571696,0.7720332,1.1100049,0.71552587,0.70397925,0.5921592,0.7042278,0.71075404,0.5616672,0.521501,0.6131735,0.5629697,0.5426667,0.5917791,0.61856836,0.52159697,0.54588395,0.552501,0.6923207,0.6441111,0.6199302,0.5995923,0.49217138,0.5809942,0.19253191,0.66232646,0.5442794,0.54349333,0.5425171,0.49976125,0.6547634,0.71864027,0.71682364,0.44313264,0.6168036,0.64555514,0.654521,1.1100049
0.54600817,0.60849166,0.43251193,0.4479968,0.31048802,0.6178675,0.0,0.57951325,0.60237396,0.50278884,0.48994344,0.41208848,0.4513725,0.21597266,0.49536958,0.6222853,0.30163482,0.4513725,1.2059345,0.5018573,0.41239285,0.4381097,0.52465373,0.5760669,0.33055514,0.38747233,0.41239285,0.5961429,0.07781655,1.2059345,1.2252787,0.48670962,0.61567736,1.1378846,0.4215768,0.41699544,0.2961677,0.5021218,0.43741342,0.5514409,0.27953005,0.48473668,0.21597266,0.19221509,0.22533362,0.4910832,0.28652474,0.35858822,0.41623873,0.41208848,0.09761357,0.5708611,0.44557682,0.4061843,0.51511973,0.51070964,0.5701796,0.44074455,0.41239285,0.24602549,0.43211392,0.55513453,0.47251076,0.5854333,0.54229,0.55034894,0.042454284,0.10651586,1.1378846
0.40536246,0.47697315,0.6223697,0.48124182,0.63532525,0.5854493,0.57951325,0.0,0.51011103,0.49085048,0.610014,0.54709196,0.5930432,0.600255,0.58402944,0.54496175,0.6236505,0.5930432,1.1651753,0.51773244,0.6270022,0.6315577,0.64877784,0.47630584,0.5557255,0.510946,0.6270022,0.49654606,0.5639435,1.1651753,1.1916778,0.5913069,0.7302018,0.99663186,0.5766718,0.56198263,0.6321367,0.5466488,0.47792062,0.5686065,0.67830366,0.60121906,0.600255,0.5823652,0.62984145,0.6073677,0.65039355,0.6544381,0.6358996,0.54709196,0.5853344,0.11603099,0.6105028,0.55628234,0.5406276,0.5403265,0.6677564,0.6658225,0.6270022,0.657132,0.5689724,0.115509495,0.60894907,0.58347774,0.38821527,0.5866446,0.58765465,0.59308577,0.99663186
0.50122863,0.14972292,0.54539955,0.5330694,0.57259625,0.61399597,0.60237396,0.51011103,0.0,0.520656,0.6351608,0.5590253,0.48317796,0.51094586,0.512358,0.08107571,0.5524949,0.48317796,1.192722,0.55994534,0.5581176,0.5744204,0.64984274,0.08398796,0.56914175,0.5737563,0.5581176,0.16957098,0.57966316,1.192722,1.2092215,0.5559112,0.7693659,0.9007785,0.57350266,0.565915,0.5339388,0.36839616,0.37259755,0.6528987,0.57718337,0.53204685,0.51094586,0.54948527,0.55114734,0.53598857,0.5839013,0.5813313,0.56514597,0.5590253,0.59714454,0.48774663,0.47506505,0.5240863,0.3460557,0.5820756,0.44064856,0.5384363,0.5581176,0.5566868,0.53404707,0.4740939,0.63447154,0.3841779,0.5275779,0.6473708,0.6048922,0.6224964,0.9007785
0.19218603,0.5270512,0.4347033,0.43856472,0.49490744,0.5929857,0.50278884,0.49085048,0.520656,0.0,0.53481436,0.36122623,0.4857673,0.42484125,0.4904435,0.5432827,0.48990336,0.4857673,1.1827743,0.5548345,0.45354947,0.558755,0.5415463,0.5362254,0.43417138,0.5504314,0.45354947,0.5564973,0.47644642,1.1827743,1.1993706,0.5043138,0.69538116,1.048558,0.38887987,0.37434542,0.47783893,0.5267405,0.51612574,0.5540274,0.39745104,0.51282096,0.42484125,0.4359677,0.4671394,0.515159,0.38084933,0.39129207,0.4678253,0.36122623,0.466281,0.43786,0.49318716,0.48045892,0.50053906,0.53691536,0.53105843,0.48304543,0.45354947,0.40363932,0.50764436,0.4580562,0.402825,0.55719024,0.53371495,0.54183054,0.5077129,0.5367389,1.048558
0.58242905,0.63764244,0.4333259,0.5585095,0.41702557,0.57785785,0.48994344,0.610014,0.6351608,0.53481436,0.0,0.4988534,0.47715512,0.4292851,0.42484343,0.65506774,0.46075153,0.47715512,1.2264432,0.49842715,0.43006626,0.45177677,0.2616658,0.60923535,0.36669174,0.47199598,0.43006626,0.64895886,0.5195952,1.2264432,1.241999,0.5096746,0.657832,1.1744684,0.53345203,0.515843,0.45427287,0.6566792,0.611786,0.27211708,0.467282,0.42680916,0.4292851,0.4092783,0.45315403,0.46160123,0.46907896,0.5069762,0.43796965,0.4988534,0.5234297,0.55783916,0.5405634,0.43553573,0.55515665,0.48236537,0.63283116,0.5876987,0.43006626,0.48070788,0.4448843,0.5757838,0.5268242,0.68367827,0.5071945,0.45698592,0.52112424,0.57546806,1.1744684
0.43867669,0.5746229,0.40718257,0.51716286,0.39344242,0.6923207,0.41208848,0.54709196,0.5590253,0.36122623,0.4988534,0.0,0.57004064,0.37309203,0.46272048,0.5845081,0.41048247,0.57004064,1.2147374,0.5875775,0.38028336,0.47960153,0.52362454,0.5382897,0.4264758,0.5041885,0.38028336,0.5482908,0.38110882,1.2147374,1.2281451,0.5139532,0.6331467,1.0887669,0.13005324,0.06844907,0.43364763,0.40221193,0.33457735,0.53530365,0.41544586,0.48503733,0.37309203,0.385078,0.3857674,0.4876918,0.4699565,0.4988567,0.42720717,0.0,0.4432127,0.50322634,0.52597165,0.5248524,0.49295884,0.59516037,0.5279594,0.51944,0.38028336,0.38438267,0.53996855,0.5230946,0.124812976,0.54674584,0.55345476,0.41999692,0.41647106,0.44670433,1.0887669
0.5144909,0.5456695,0.37161297,0.40520298,0.35924342,0.49006847,0.4513725,0.5930432,0.48317796,0.4857673,0.47715512,0.57004064,0.0,0.331256,0.4578997,0.4356522,0.36412838,0.0,1.2136221,0.18258046,0.3770298,0.4856082,0.49714172,0.51026636,0.31194746,0.3420288,0.3770298,0.5488912,0.5139695,1.2136221,1.2311122,0.48228905,0.7066214,1.1127437,0.59420943,0.58189523,0.39986536,0.47545713,0.5584899,0.51127857,0.4351502,0.44837055,0.331256,0.38906157,0.36349833,0.4501405,0.41070172,0.44700548,0.37677658,0.57004064,0.4855541,0.51141435,0.31819347,0.04518821,0.46810338,0.4169035,0.549595,0.4007894,0.3770298,0.39779747,0.097402684,0.5320343,0.60126925,0.5829019,0.41199145,0.5164115,0.48529178,0.5107686,1.1127437
0.4732634,0.5274144,0.2959046,0.45315218,0.23511487,0.5629697,0.21597266,0.600255,0.51094586,0.42484125,0.4292851,0.37309203,0.331256,0.0,0.4053118,0.53392905,0.189447,0.331256,1.2134719,0.39105555,0.27237886,0.39764476,0.44358325,0.48952606,0.24253853,0.348425,0.27237886,0.52558327,0.2869474,1.2134719,1.2290369,0.4370473,0.65968215,1.1337289,0.390699,0.38075313,0.15847862,0.55205053,0.49387795,0.4709989,0.19689715,0.3946789,0.0,0.13392116,0.05539347,0.39713198,0.21537212,0.24283302,0.27823812,0.37309203,0.24725333,0.54386735,0.29443887,0.28606778,0.42508262,0.45226166,0.50951207,0.39300764,0.27237886,0.16598505,0.31676203,0.5659768,0.42814845,0.54114383,0.4790421,0.47860664,0.25520292,0.29753992,1.1337289
0.554698,0.5278372,0.31752023,0.45272455,0.40491223,0.623029,0.49536958,0.58402944,0.512358,0.4904435,0.42484343,0.46272048,0.4578997,0.4053118,0.0,0.49352837,0.34374207,0.4578997,1.2034411,0.49264053,0.30083248,0.44295746,0.41905877,0.49057963,0.3956824,0.45455474,0.30083248,0.5267448,0.4887678,1.2034411,1.2187155,0.3879593,0.693252,1.1337378,0.47522616,0.46798447,0.45288265,0.52746373,0.5252141,0.42586803,0.50178057,0.04927518,0.4053118,0.3614458,0.45403516,0.089144856,0.46301526,0.4708265,0.304126,0.46272048,0.49806738,0.52835345,0.43300155,0.4127115,0.50674665,0.5240447,0.5376609,0.5194922,0.30083248,0.5089976,0.43837637,0.54983175,0.50932354,0.5436978,0.4898441,0.48966753,0.50816697,0.5446332,1.1337378
