0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0.0,0.910852,0.8161525,1.2055688,1.20968,0.8970246,0.9056145,0.96786106,0.90445715,1.061055,0.8032898,0.9207576,0.9033492,0.9107809,0.7717591,0.9649175,0.9423142,0.87647015,0.9079524,0.9033492,0.8085457,1.2055688,0.9541556,0.8590706,1.20968,0.05920322,0.9302161,0.90720206,0.87853277,1.2154787,0.87647015,0.89409494,0.8247887,0.83155835,0.91835475,0.8806286,1.127134,1.1701766,0.67725664,0.9033492,0.8980491,0.98665756,0.92011935,0.9810285,0.9810285,0.9033492,0.90647113,0.9033492,0.82638454,0.7625103,1.1701766,0.9387967,0.9083718,0.9116188,1.1817287,0.87517315,0.8755183,1.1556652,0.9603422,0.6889146,0.8970948,1.0577946,0.88548625,1.0049618,0.888063,0.9137407,0.93209183,0.910852,0.8563827,0.9032225,0.9460663,0.93595725,0.92524916,1.0515753,0.8267083,0.918426,0.9810087,0.92325807,0.88498193,0.7460563,0.9033492,0.9541556,0.9090531,0.8924073,0.8924073,0.9155922,0.91320044
0.910852,0.0,0.4948339,0.86274743,0.8715856,0.49779174,0.58712673,0.49599138,0.11695792,0.4650437,0.57868433,0.2026853,0.087434515,0.14888994,0.8092705,0.508186,0.28796744,0.57017004,0.5607419,0.087434515,0.8565607,0.86274743,0.5526033,0.6317966,0.8715856,0.93467313,0.46337745,0.40684068,0.56808853,1.1939802,0.57017004,0.67141706,0.6450343,0.6874145,0.31663305,0.39390618,1.0392015,1.0451752,0.9695456,0.087434515,0.14624855,0.8320499,0.58830607,0.6167115,0.6167115,0.087434515,0.20350297,0.087434515,0.5252662,0.8079442,1.0451752,0.72895294,0.66495687,0.6808743,1.1635063,0.44962972,0.3677462,1.0381273,0.53502923,0.5192086,0.33460817,1.1444776,0.21120827,0.68471944,0.47507325,0.71487874,0.6020539,0.0,0.7590736,0.31719273,0.86312985,0.9637553,0.8789141,1.0589464,0.84129244,0.8797575,0.1033317,0.25781903,0.32574373,0.53673214,0.087434515,0.5526033,0.9495454,0.2541388,0.2541388,0.30760425,0.295382
0.8161525,0.4948339,0.0,1.0387903,1.046274,0.64284974,0.6983495,0.7049606,0.51047224,0.6831679,0.57865787,0.5570249,0.49791074,0.5028419,0.6734213,0.7097628,0.5608872,0.667731,0.6272882,0.49791074,0.7189276,1.0387903,0.80852836,0.7190027,1.046274,0.8464329,0.633093,0.49640045,0.6621448,1.1796659,0.667731,0.72574294,0.8005204,0.74368596,0.53633606,0.6090785,1.052096,1.0874858,0.9328635,0.49791074,0.47123125,0.8730543,0.65815717,0.8374864,0.8374864,0.49791074,0.47566685,0.49791074,0.07473714,0.68233895,1.0874858,0.7774203,0.73017037,0.7421626,1.1476222,0.5621185,0.55192095,1.0733945,0.8019689,0.50405836,0.49537227,1.1029109,0.48290375,0.87881833,0.25172254,0.7583092,0.6525113,0.4948339,0.72207874,0.5069124,0.82143915,0.94908065,0.9592065,1.0975497,0.8535239,0.9598821,0.5768507,0.56335807,0.54554075,0.47068548,0.49791074,0.80852836,0.8794306,0.48289776,0.48289776,0.38303187,0.5232392
1.2055688,0.86274743,1.0387903,0.0,0.294226,1.0411793,1.0807854,0.85862124,0.89309394,0.59331393,1.0793099,0.8682052,0.8929994,0.89547914,1.189138,0.8883635,0.7412641,0.98635334,1.0331845,0.8929994,1.1976638,0.0,0.8943977,1.2282263,0.294226,1.2202313,0.97280174,1.0312893,1.0165517,1.2898526,0.98635334,1.0727003,1.1983467,1.0199027,0.93159693,0.9432149,1.1876103,1.2119404,1.2686338,0.8929994,0.95181346,1.1046169,1.0729927,0.864488,0.864488,0.8929994,0.95009214,0.8929994,1.0384884,1.1851386,1.2119404,1.1026658,1.0369784,1.0472218,1.2221297,1.140944,0.95646966,1.1887332,0.89598536,1.0855622,0.99185693,1.2330967,0.9646082,0.97640103,1.0317695,1.0523317,1.0487411,0.86274743,1.1273415,0.98726505,1.2306021,1.2410036,1.2322388,1.2697339,1.1721599,1.2407749,0.8273665,0.8727829,0.94425404,1.1222246,0.8929994,0.8943977,1.2214159,0.9621033,0.9621033,0.9617502,0.9667763
1.20968,0.8715856,1.046274,0.294226,0.0,1.0623293,1.0565456,0.7880315,0.90536726,0.6273471,1.0648519,0.87701,0.9052727,0.83611584,1.192057,0.8980919,0.7549298,0.98899156,1.0453522,0.9052727,1.1945254,0.294226,0.8155402,1.2290072,0.0,1.224697,0.98550177,1.0364645,1.0219461,1.2630302,0.98899156,1.0626178,1.2040604,1.0194539,0.86428136,0.9446215,1.1816463,1.2003467,1.2636123,0.9052727,0.9640868,1.0515065,1.0244994,0.7732794,0.7732794,0.9052727,0.8907289,0.9052727,1.0420994,1.1859429,1.2003467,1.1069602,1.0336854,1.0424787,1.2079431,1.1533244,0.908892,1.174728,0.81734806,1.0996445,1.0046854,1.2561548,0.9797772,0.90819883,1.0461433,1.0445015,1.0073316,0.8715856,1.1019255,1.0085586,1.2248467,1.2206163,1.239147,1.2838088,1.1378545,1.2461948,0.83439696,0.8054673,0.89125854,1.1272203,0.9052727,0.8155402,1.2017198,0.90996975,0.90996975,0.91719246,0.9043302
0.8970246,0.49779174,0.64284974,1.0411793,1.0623293,0.0,0.19800675,0.71699655,0.50971615,0.76186264,0.25670943,0.46624294,0.4973186,0.52942735,0.72790223,0.6591855,0.5716858,0.56885964,0.21724895,0.4973186,0.7037355,1.0411793,0.5200607,0.610375,1.0623293,0.92238444,0.45768547,0.5288677,0.54859334,1.1248513,0.56885964,0.51164037,0.7955726,0.6563038,0.5250154,0.44087285,1.0939331,1.1260917,0.91493225,0.4973186,0.52725077,0.7047403,0.55079323,0.6342668,0.6342668,0.4973186,0.55869865,0.4973186,0.6734437,0.71568745,1.1260917,0.5554771,0.54951864,0.5538226,1.1634309,0.5857641,0.512225,1.1200062,0.5297558,0.61934733,0.46005926,1.0734212,0.52867335,0.6675364,0.6115411,0.5776613,0.5161015,0.49779174,0.6647293,0.42644367,0.64841425,0.8975774,0.92485625,1.1104944,0.7600147,0.91024065,0.5885254,0.49497408,0.51123196,0.6248057,0.4973186,0.5200607,0.81654435,0.5575132,0.5575132,0.5813582,0.5652358
0.9056145,0.58712673,0.6983495,1.0807854,1.0565456,0.19800675,0.0,0.71091956,0.5508846,0.84051037,0.3044302,0.5321359,0.5521068,0.5288142,0.7630111,0.7002531,0.63674814,0.6280821,0.3703454,0.5521068,0.73148686,1.0807854,0.5080495,0.67039216,1.0565456,0.9146118,0.5240864,0.63077265,0.5813861,1.1238171,0.6280821,0.5705945,0.83685637,0.699724,0.5359832,0.502176,1.0945531,1.1301845,0.9102966,0.5521068,0.5747974,0.66566277,0.5545549,0.6115788,0.6115788,0.5521068,0.5528752,0.5521068,0.7355128,0.743626,1.1301845,0.5243022,0.5639442,0.56797796,1.1707362,0.5989608,0.49240467,1.1253915,0.5167986,0.64265615,0.569609,1.0648954,0.56152326,0.62999046,0.66635853,0.62484723,0.5371497,0.58712673,0.6349558,0.5347586,0.6582299,0.9064448,0.9235092,1.1222281,0.7105099,0.90904784,0.6772681,0.5127938,0.49143624,0.69062024,0.5521068,0.5080495,0.820551,0.54887676,0.54887676,0.59019977,0.56163317
0.96786106,0.49599138,0.7049606,0.85862124,0.7880315,0.71699655,0.71091956,0.0,0.50092703,0.5071227,0.77099,0.49793935,0.4953256,0.4596772,0.8997475,0.15166251,0.4936417,0.61159176,0.7106083,0.4953256,0.8867908,0.85862124,0.7016297,0.7522666,0.7880315,0.99681014,0.60848266,0.7437108,0.6697658,1.1168157,0.61159176,0.7343051,0.9740287,0.7065933,0.46601248,0.55223984,1.0800238,1.1228151,1.0695237,0.4953256,0.5541396,0.8831767,0.71076393,0.7200493,0.7200493,0.4953256,0.5142902,0.4953256,0.70772964,0.84322405,1.1228151,0.6552075,0.48654968,0.50151116,1.0997221,0.72647643,0.5473628,1.1151961,0.70296395,0.7969901,0.7017483,1.0287471,0.59129584,0.77584916,0.6610596,0.7038651,0.6818272,0.49599138,0.82407093,0.6996112,0.89090574,1.0524065,1.0434581,1.1099126,0.939429,1.0484539,0.51395875,0.40719846,0.522473,0.723969,0.4953256,0.7016297,0.9531967,0.5431511,0.5431511,0.5754923,0.5206589
0.90445715,0.11695792,0.51047224,0.89309394,0.90536726,0.50971615,0.5508846,0.50092703,0.0,0.51999736,0.57532275,0.21947308,0.029523402,0.11860877,0.7968975,0.50810015,0.3144144,0.55744624,0.5265891,0.029523402,0.84548855,0.89309394,0.5949401,0.6391382,0.90536726,0.9270621,0.4800644,0.34187955,0.53705454,1.1990912,0.55744624,0.66297865,0.6744945,0.67711246,0.2738605,0.37346256,1.0373603,1.0596646,0.95183754,0.029523402,0.08833744,0.8399813,0.5978609,0.6246742,0.6246742,0.029523402,0.17322181,0.029523402,0.5502167,0.790722,1.0596646,0.7201272,0.6668742,0.68267095,1.1716303,0.44504637,0.34630892,1.0527776,0.57782173,0.4498497,0.2897211,1.1294414,0.16996679,0.6102854,0.48996383,0.7112793,0.6230359,0.11695792,0.75547785,0.25848192,0.8350125,0.96222746,0.8722963,1.0650064,0.79990894,0.8660967,0.22028962,0.2150465,0.30208734,0.57392347,0.029523402,0.5949401,0.9486825,0.22851084,0.22851084,0.30905643,0.26386303
1.061055,0.4650437,0.6831679,0.59331393,0.6273471,0.76186264,0.84051037,0.5071227,0.51999736,0.0,0.83360755,0.4761153,0.5180383,0.54038763,0.93930453,0.5336368,0.2629354,0.67593974,0.74072534,0.5180383,0.96574223,0.59331393,0.7890074,0.83455604,0.6273471,1.092062,0.64899445,0.72525376,0.7137576,1.1886529,0.67593974,0.81263226,1.0583574,0.8044031,0.56656647,0.5796064,1.1495056,1.1634009,1.1717573,0.5180383,0.57685226,1.0093063,0.8187409,0.75571734,0.75571734,0.5180383,0.5950006,0.5180383,0.68072945,0.93323886,1.1634009,0.87639034,0.7837557,0.7982062,1.1582102,0.6363861,0.64679885,1.1466566,0.7795199,0.83797497,0.6848316,1.1835151,0.60961384,0.87285846,0.66545737,0.79303294,0.76809883,0.4650437,0.9324996,0.68050444,0.9866454,1.104816,1.1424321,1.1889615,1.0452557,1.147074,0.4055156,0.5077524,0.62061584,0.6991387,0.5180383,0.7890074,1.0625726,0.6295536,0.6295536,0.61334705,0.6120644
0.8032898,0.57868433,0.57865787,1.0793099,1.0648519,0.25670943,0.3044302,0.77099,0.57532275,0.83360755,0.0,0.55384356,0.57642525,0.5683783,0.5584768,0.76292545,0.6428135,0.6819488,0.40502465,0.57642525,0.6276258,1.0793099,0.5848832,0.6905942,1.0648519,0.8087453,0.5852628,0.59678775,0.65202326,1.1660894,0.6819488,0.6472478,0.78492975,0.70753485,0.5609029,0.5638923,1.0982205,1.1276513,0.8798927,0.57642525,0.59511954,0.75449294,0.60641426,0.68081594,0.68081594,0.57642525,0.5876576,0.57642525,0.6135022,0.63900405,1.1276513,0.6260387,0.6819643,0.6882205,1.1802816,0.6323312,0.5561012,1.1208546,0.5906022,0.6083355,0.5406521,1.091062,0.59359574,0.6329846,0.6570919,0.70829606,0.592197,0.57868433,0.6188641,0.50580174,0.73290706,0.9126257,0.9337895,1.1188748,0.7494056,0.92050797,0.66779226,0.5421866,0.55609703,0.57201093,0.57642525,0.5848832,0.7978909,0.5872939,0.5872939,0.6039869,0.6000817
0.9207576,0.2026853,0.5570249,0.8682052,0.87701,0.46624294,0.5321359,0.49793935,0.21947308,0.4761153,0.55384356,0.0,0.18994968,0.25786892,0.8066807,0.4945572,0.22511278,0.55610806,0.5249135,0.18994968,0.86006004,0.8682052,0.52525526,0.5918126,0.87701,0.94829696,0.46499485,0.45185333,0.5164896,1.1959019,0.55610806,0.6472236,0.8250015,0.6767115,0.15676749,0.3917249,1.122294,1.1487162,0.9484008,0.18994968,0.24876371,0.8329619,0.57337123,0.5847677,0.5847677,0.18994968,0.31248197,0.18994968,0.59957266,0.8063643,1.1487162,0.73166955,0.64704955,0.6621387,1.1646804,0.46045884,0.3860409,1.1416683,0.51460755,0.56387544,0.37962082,1.1026138,0.30237162,0.5996193,0.5252413,0.70097303,0.5994048,0.2026853,0.74485517,0.3622054,0.8551409,0.96227175,0.92847717,1.1179549,0.7923909,0.927209,0.30056122,0.09795345,0.3490651,0.5258488,0.18994968,0.52525526,0.95538783,0.35229102,0.35229102,0.4113256,0.32723793
