0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.0000002,0.91874576,0.9788956,0.92643857,0.90426064,0.9145476,0.93650466,0.8709474,0.8448473,0.916283,0.8152119,0.9213058,0.8651192,0.9257903,0.94755125,0.91889143,0.9788804,0.9333116,0.9084096,0.9258323,0.9096164,0.9117902,0.9095859,0.94884765,0.75610375,0.90688527,0.962264,0.9138719,0.9362025,0.97533786,0.91874576,0.8300712,0.87397575,0.87926304,0.92975485,0.9261613,0.4918941,0.9526326,0.8391397,0.8845315,0.8845315,0.8605609,0.8960997,0.9285015,0.96739507,0.9244145,0.8960997,0.9011506
0.91874576,0.9999998,0.91901845,0.8804852,0.89025825,0.9844284,0.90855944,0.89344585,0.87822783,0.9250211,0.8331296,0.87579787,0.85389036,0.9049457,0.9549312,0.8914055,0.9315578,0.8921039,0.96923935,0.9745861,0.87225294,0.90294874,0.86884004,0.95527595,0.7028164,0.9713203,0.9306966,0.83476955,0.9051415,0.9386576,0.9999998,0.89565027,0.8925981,0.8997489,0.91642535,0.8820434,0.48657256,0.94564307,0.8301214,0.89885324,0.89885324,0.89067674,0.966695,0.89251184,0.9214778,0.9055803,0.966695,0.9085374
0.9788956,0.91901845,0.99999994,0.9056745,0.8995656,0.9096818,0.9204506,0.8729484,0.8726681,0.9303021,0.8377084,0.9356127,0.8777472,0.9129528,0.9462606,0.92052317,0.97944957,0.91626203,0.91642827,0.91828305,0.90196735,0.94620866,0.919936,0.94901437,0.7664479,0.91849923,0.97038984,0.89247894,0.94525886,0.9771966,0.91901845,0.8476746,0.8906648,0.8964165,0.9152914,0.9064411,0.49396116,0.9470049,0.8756487,0.9095676,0.9095676,0.8794717,0.8890322,0.9424723,0.9715971,0.93483084,0.8890322,0.90018284
0.92643857,0.8804852,0.9056745,0.9999997,0.9199235,0.88000494,0.9472066,0.8151052,0.78704846,0.8617705,0.7605597,0.87693805,0.8416446,0.96117556,0.8949588,0.9212853,0.916747,0.938542,0.87615216,0.89975137,0.96179146,0.82356143,0.87567854,0.91028583,0.7404679,0.8590396,0.90769506,0.9631843,0.8806385,0.9209051,0.8804852,0.8077873,0.8633384,0.85758734,0.9455929,0.9864499,0.49004334,0.93146235,0.8049463,0.8150962,0.8150962,0.83452356,0.8670505,0.86658144,0.8912125,0.88330007,0.8670505,0.9088298
0.90426064,0.89025825,0.8995656,0.9199235,1.0000002,0.8834478,0.914439,0.83964884,0.86544776,0.87130386,0.79433787,0.8652762,0.83371884,0.94516796,0.90487474,0.94259536,0.9103636,0.91570604,0.890146,0.88507736,0.95272076,0.8514061,0.86825997,0.90330297,0.769592,0.88201565,0.89111304,0.90865135,0.87244207,0.9039339,0.89025825,0.83892435,0.90246624,0.89010894,0.91443926,0.9322634,0.48400608,0.9202445,0.84938467,0.8415817,0.8415817,0.87165964,0.86409146,0.8682831,0.8923242,0.8836125,0.86409146,0.9793706
0.9145476,0.9844284,0.9096818,0.88000494,0.8834478,1.0000001,0.91435564,0.8873176,0.8576392,0.91914237,0.8434372,0.8568404,0.8502836,0.90659297,0.9528685,0.8899951,0.9216697,0.8867487,0.96119374,0.9836967,0.87264764,0.8877697,0.84395504,0.9425666,0.71507764,0.94557345,0.9183689,0.83740735,0.88656634,0.9222212,0.9844284,0.8812709,0.88430935,0.8889327,0.9061637,0.88305444,0.46539238,0.9574272,0.8219313,0.8822209,0.8822209,0.88152254,0.9667623,0.873462,0.9079289,0.88311726,0.9667623,0.90114355
0.93650466,0.90855944,0.9204506,0.9472066,0.914439,0.91435564,1.0,0.87080145,0.7913892,0.8550037,0.7919349,0.84063107,0.8199489,0.9480067,0.9185633,0.9068098,0.9318815,0.9334348,0.8932739,0.93155056,0.9122127,0.8418992,0.8329467,0.93441087,0.73010653,0.8802767,0.9104762,0.919508,0.85814214,0.92370284,0.90855944,0.81940985,0.84842265,0.85052514,0.93387234,0.9533247,0.47656995,0.962712,0.7732923,0.79940295,0.79940295,0.8376494,0.90569925,0.8453946,0.9034407,0.86100435,0.90569925,0.9258009
0.8709474,0.89344585,0.8729484,0.8151052,0.83964884,0.8873176,0.87080145,1.0,0.81319547,0.8280096,0.86394,0.77896935,0.72956496,0.8516431,0.8976151,0.8346405,0.8845219,0.85719883,0.89277744,0.8796375,0.7959372,0.8746085,0.7734201,0.91643846,0.6232439,0.8983617,0.86851364,0.7826612,0.81820816,0.87897307,0.89344585,0.84457886,0.8427243,0.8497503,0.8539198,0.8173959,0.46525028,0.8789756,0.74299395,0.8076678,0.8076678,0.86308837,0.8766527,0.8054577,0.8658795,0.818871,0.8766527,0.869723
0.8448473,0.87822783,0.8726681,0.78704846,0.86544776,0.8576392,0.7913892,0.81319547,1.0,0.9271072,0.7987882,0.9100704,0.8867334,0.807144,0.87489617,0.8531667,0.8793367,0.7814585,0.88073933,0.85015774,0.8295931,0.8975782,0.90490305,0.8610673,0.74322444,0.892668,0.8933756,0.7584183,0.9172627,0.88422,0.87822783,0.8526148,0.88307554,0.8893018,0.813766,0.7921159,0.52365875,0.8480229,0.8944817,0.94006896,0.94006896,0.87399924,0.8261485,0.9194037,0.8959162,0.92427284,0.8261485,0.86060476
0.916283,0.9250211,0.9303021,0.8617705,0.87130386,0.91914237,0.8550037,0.8280096,0.9271072,0.9999999,0.81878597,0.94864064,0.9292002,0.8774866,0.95356566,0.9073169,0.93272907,0.8333475,0.92761266,0.90642273,0.889936,0.9326552,0.934468,0.91027546,0.78063357,0.917454,0.94969153,0.83135176,0.96612036,0.94206864,0.9250211,0.8866649,0.91778266,0.9276803,0.86365485,0.8640939,0.5204063,0.91312265,0.92175674,0.9813087,0.9813087,0.9049344,0.88679504,0.95869243,0.94200057,0.9558313,0.88679504,0.86911094
