,0
0,10.097013
1,7.874295
2,11.830463
3,13.958166
4,9.203532
5,13.025134
6,13.357071
7,9.919515
8,11.790792
9,7.8128247
10,13.174544
11,8.880206
12,12.564203
13,7.263236
14,4.0393825
15,20.02548
16,20.21101
17,20.469141
18,21.415178
19,21.669106
20,20.95441
21,13.670959
22,9.962461
23,14.550898
24,11.684781
25,11.427123
26,10.140935
27,20.838818
28,13.045454
29,8.75529
30,13.381783
31,10.255546
32,9.831646
33,8.621188
34,20.1322
35,6.23069
36,12.945708
37,8.8869505
38,13.720122
39,10.726813
40,9.8055315
41,8.635874
42,20.368534
43,5.8805027
44,4.249554
45,13.585769
46,8.820604
47,14.963029
48,11.145823
49,11.354215
50,10.200082
51,21.333538
52,8.112988
53,7.8959303
54,7.835102
55,21.380234
56,19.609327
57,21.828161
58,20.238235
59,20.476637
60,19.999481
61,21.029684
62,18.756533
63,18.489613
64,18.603714
65,17.824389
66,13.178629
67,9.116633
68,15.048213
69,12.032272
70,12.10923
71,11.303931
72,22.001057
73,9.021766
74,9.630562
75,9.183467
76,5.004324
77,18.587212
78,6.050611
79,11.109444
80,8.208655
81,14.00505
82,13.706314
83,13.409336
84,19.488409
85,13.321844
86,12.758227
87,12.8712635
88,13.548833
89,21.389093
90,13.389941
91,12.55995
92,8.706173
93,14.68095
94,11.993022
95,12.000638
96,11.214344
97,21.676172
98,9.112614
99,9.699377
100,9.2489
101,5.5663652
102,18.422508
103,3.1923838
104,13.261121
105,6.166067
106,10.07842
107,7.7077055
108,12.922276
109,12.5021715
110,12.243974
111,19.109568
112,12.630999
113,11.545013
114,11.803144
115,12.829301
116,20.89378
117,12.977485
118,2.9889934
119,12.818467
120,21.833294
121,19.71752
122,21.974606
123,20.241789
124,20.076834
125,19.593477
126,17.365608
127,19.047186
128,18.09192
129,18.756954
130,19.310146
131,16.830626
132,20.08556
133,21.587133
134,20.072313
135,20.842638
136,22.017157
137,19.424496
138,22.014364
139,20.229546
140,20.107603
141,19.394241
142,16.389132
143,18.866138
144,17.683851
145,18.06209
146,19.084564
147,18.579664
148,20.346844
149,21.76874
150,20.287819
151,20.918129
152,12.784984
153,8.030391
154,9.725083
155,7.0889463
156,10.935449
157,10.124524
158,10.322706
159,20.63717
160,13.380259
161,11.992275
162,12.170056
163,13.448091
164,21.14628
165,13.641842
166,8.903792
167,13.283648
168,7.732264
169,21.401806
170,21.365421
171,12.743935
172,8.578075
173,12.433156
174,9.221901
175,7.6776724
176,6.914576
177,21.137323
178,8.529221
179,6.7236743
180,6.158654
181,9.27652
182,19.217068
183,10.526111
184,13.284171
185,10.3245125
186,12.148776
187,19.717794
188,18.996464
189,10.100226
190,13.315905
191,10.178378
192,11.917828
193,8.35483
194,7.1282043
195,7.5082846
196,21.973036
197,11.901436
198,10.53246
199,10.682972
200,11.962613
201,20.611647
202,12.436041
203,13.846578
204,12.30022
205,12.792621
206,20.809013
207,20.426434
208,9.713727
209,7.8803587
210,11.850478
211,8.129101
212,11.478273
213,7.311556
214,5.949865
215,6.306657
216,21.75633
217,10.760086
218,9.124233
219,9.059356
220,10.55667
221,20.260134
222,11.127678
223,12.806288
224,11.036944
225,11.617674
226,20.348774
227,20.117508
228,8.732252
229,6.5260677
230,6.08202
231,4.110064
232,9.512674
233,6.915654
234,12.695063
235,11.760111
236,11.781822
237,20.020174
238,12.875392
239,11.857787
240,11.917103
241,13.094363
242,21.217253
243,12.849541
244,6.0609984
245,12.473561
246,5.4524612
247,21.662228
248,21.60798
249,6.198056
250,11.410226
251,11.745842
252,10.379387
253,12.85632
254,8.86102
255,11.968395
256,7.444155
257,6.1152253
258,5.8900084
259,21.7543
260,10.737285
261,9.147332
262,8.903724
263,10.807965
264,20.256796
265,11.696823
266,13.50496
267,11.644296
268,12.383167
269,20.49618
270,19.8715
271,9.557822
272,5.8263874
273,6.3055787
274,4.2223897
275,11.312713
276,13.67307
277,10.784951
278,11.904396
279,9.300871
280,7.030554
281,7.461213
282,22.103281
283,12.145699
284,10.967113
285,10.852406
286,12.318264
287,20.727652
288,12.878607
289,14.24794
290,12.698089
291,13.25087
292,21.00804
293,20.355705
294,10.333508
295,7.9387503
296,4.329271
297,7.29349
298,12.217264
299,6.0038214
300,14.52845
301,10.28781
302,13.062325
303,7.8726015
304,9.195369
305,8.546249
306,20.490566
307,10.716306
308,9.161593
309,10.091672
310,11.465154
311,19.826273
312,12.5031185
313,14.229611
314,12.5141115
315,13.054171
316,19.024479
317,18.455921
318,11.977017
319,9.294022
320,8.722256
321,9.076895
322,13.142284
323,8.647141
324,8.990834
325,12.733916
326,8.3387575
327,14.63441
328,11.400431
329,11.342367
330,10.398748
331,21.749487
332,8.405544
333,8.3580065
334,7.982076
335,5.207258
336,18.713947
337,4.5250483
338,13.148778
339,5.2271447
340,12.47013
341,19.945774
342,19.74281
343,13.049531
344,9.352859
345,11.579962
346,10.127752
347,12.231759
348,10.583746
349,12.040985
350,11.804618
351,21.762491
352,20.067516
353,22.026783
354,21.105679
355,21.364632
356,20.755732
357,16.831085
358,20.000448
359,18.967669
360,19.607754
361,20.255564
362,18.064123
363,21.016434
364,21.537256
365,20.987122
366,20.81405
367,12.85874
368,12.959298
369,21.459572
370,20.672136
371,21.383442
372,21.069355
373,21.358694
374,21.283699
375,21.81397
376,19.525839
377,20.443909
378,14.11739
379,8.94829
380,13.37397
381,8.307726
382,9.770939
383,8.798169
384,20.308285
385,10.795575
386,8.387337
387,9.390512
388,10.746426
389,19.527386
390,12.183084
391,13.527382
392,12.197624
393,12.061386
394,19.092785
395,18.804573
396,10.498048
397,8.522758
398,9.962661
399,8.60759
400,12.605534
401,9.076552
402,10.897381
403,8.718895
404,11.400965
405,19.642925
406,7.565675
407,9.772982
408,6.042316
409,10.934534
410,10.119075
411,10.522016
412,20.383324
413,13.244527
414,11.835855
415,12.101307
416,13.256129
417,20.893108
418,13.484639
419,8.749275
420,13.057239
421,7.579015
422,21.107834
423,21.189322
424,2.9613242
425,10.265926
426,9.96606
427,8.883992
428,5.8711343
429,9.801606
430,10.47519
431,11.802411
432,12.91956
433,21.240091
434,10.826344
435,13.324899
436,7.6111465
437,14.24749
438,9.810888
439,10.568644
440,9.381638
441,21.06516
442,8.974267
443,7.927676
444,8.341779
445,5.4064264
446,18.08786
447,7.6849976
448,13.377323
449,7.282536
450,12.401039
451,19.02979
452,18.748955
453,12.273779
454,8.487328
455,11.1079235
456,9.565927
457,12.768395
458,10.028446
459,11.628153
460,10.442332
461,7.4848795
462,20.0057
463,8.989356
464,12.180325
465,13.151777
466,9.800115
467,11.344864
468,7.8857346
469,6.989
470,7.529606
471,21.65456
472,12.939308
473,11.115429
474,11.411551
475,12.464126
476,20.785393
477,13.025076
478,13.578644
479,12.946216
480,12.370752
481,20.690084
482,20.052055
483,9.573899
484,9.070403
485,7.227931
486,6.842946
487,11.534413
488,6.638574
489,7.460919
490,8.765211
491,12.261627
492,21.27214
493,9.656522
494,9.642142
495,11.394235
496,2.077776
497,10.611407
498,7.524344
499,14.053109
500,13.429694
501,13.278145
502,20.090641
503,13.931291
504,13.132936
505,13.109306
506,14.060965
507,21.508974
508,13.738166
509,6.1303144
510,13.157136
511,6.197517
512,21.9203
513,22.14401
514,7.602707
515,12.8114605
516,13.274715
517,11.924622
518,3.617336
519,12.902653
520,13.684895
521,14.517466
522,13.254316
523,21.732111
524,14.103321
525,7.087487
526,13.766376
527,13.130322
528,10.795927
529,10.44985
530,12.475622
531,13.575334
532,12.290779
533,12.358243
534,21.50232
535,10.755234
536,11.454131
537,10.902494
538,10.341361
539,19.417927
540,9.38917
541,12.030174
542,8.428568
543,11.75692
544,21.116028
545,21.265936
546,12.108556
547,11.070466
548,12.549281
549,11.567081
550,10.722337
551,12.361535
552,12.933252
553,13.839722
554,9.685268
555,21.7209
556,13.70187
557,11.785373
558,11.028638
559,13.45857
560,11.339989
561,7.5800505
562,10.354255
563,6.0944066
564,11.422551
565,10.230275
566,10.586248
567,20.64119
568,14.016839
569,12.651808
570,12.940191
571,14.079803
572,21.5989
573,14.214786
574,8.460568
575,13.849795
576,7.4443703
577,21.57073
578,21.499224
579,3.5116775
580,10.982642
581,10.027734
582,9.194779
583,5.8969684
584,9.841419
585,10.348179
586,12.1123
587,13.631481
588,21.592995
589,11.844293
590,3.6574726
591,13.117982
592,9.50601
593,7.1320405
594,12.491173
595,14.583457
596,9.961358
597,13.579803
598,7.944206
599,9.361397
600,8.338466
601,20.470741
602,11.194319
603,9.7753525
604,10.336071
605,11.678127
606,19.752647
607,12.463496
608,14.512347
609,12.487549
610,13.417707
611,19.163591
612,19.180475
613,11.345044
614,9.13354
615,8.389257
616,8.958796
617,13.249445
618,8.580203
619,8.883496
620,7.690944
621,11.804392
622,19.911812
623,8.230717
624,11.608671
625,10.465307
626,9.449784
627,14.551438
628,13.824827
629,12.094988
630,14.006061
631,9.098066
632,13.176669
633,7.2123775
634,8.411669
635,7.5587273
636,21.286303
637,11.877272
638,10.230764
639,10.673998
640,10.870324
641,20.300543
642,11.860736
643,14.367544
644,11.777235
645,13.289179
646,20.31362
647,19.806063
648,10.85477
649,8.72432
650,6.1975107
651,7.3875675
652,12.711199
653,7.322564
654,7.305572
655,7.8291526
656,11.028833
657,20.832937
658,8.689735
659,10.953491
660,9.496846
661,7.890338
662,14.051848
663,13.390874
664,11.391079
665,6.7779856
666,13.728522
667,9.800773
668,15.239997
669,12.169624
670,12.202487
671,11.300682
672,21.894379
673,9.190558
674,9.685451
675,9.340064
676,4.286269
677,18.088676
678,5.1011915
679,13.983931
680,4.4375935
681,13.463955
682,19.987272
683,20.122446
684,13.938408
685,10.315284
686,12.763427
687,11.522842
688,13.572117
689,11.97295
690,13.110709
691,12.83336
692,6.6808696
693,21.190351
694,12.170553
695,13.689102
696,6.276205
697,13.507166
698,14.303554
699,9.233534
700,14.556919
701,12.807935
702,12.040249
703,22.113623
704,20.94115
705,22.442593
706,21.929955
707,22.144232
708,21.544115
709,16.245712
710,20.75521
711,19.644909
712,20.358671
713,21.164202
714,20.146809
715,22.036005
716,21.637465
717,21.975151
718,21.015974
719,13.02716
720,12.903647
721,22.086754
722,21.38797
723,22.25839
724,21.875252
725,22.032423
726,22.053572
727,22.559752
728,20.321177
729,21.604345
730,11.049187
731,20.445051
732,21.881979
733,20.885208
734,22.095936
735,22.13833
736,22.494236
737,22.15714
738,20.718737
739,21.66117
740,22.073904
741,20.826359
742,20.134222
743,20.841234
744,21.064777
745,21.390259
746,20.87933
747,18.177053
748,20.161688
749,19.332403
750,20.091232
751,20.471346
752,21.009653
753,21.269932
754,20.395761
755,21.146128
756,19.959688
757,17.279917
758,17.23064
759,21.010872
760,20.723795
761,21.6068
762,21.094585
763,20.800957
764,21.236332
765,21.776419
766,19.48855
767,21.032688
768,14.560073
769,20.184551
770,20.688383
771,20.29954
772,21.189848
773,20.82108
774,21.737198
775,20.901121
776,20.359587
777,21.044764
778,21.20692
779,13.329353
780,13.728522
781,9.800773
782,15.239997
783,12.169624
784,12.202487
785,11.300682
786,21.894379
787,9.190558
788,9.685451
789,9.340064
790,4.286269
791,18.088676
792,5.1011915
793,13.983931
794,4.4375935
795,13.463955
796,19.987272
797,20.122446
798,13.938408
799,10.315284
800,12.763427
801,11.522842
802,13.572117
803,11.97295
804,13.110709
805,12.83336
806,6.6808696
807,21.190351
808,12.170553
809,13.689102
810,6.276205
811,13.507166
812,14.303554
813,9.233534
814,14.556919
815,12.807935
816,12.040249
817,0.0
818,22.073904
819,21.20692
820,19.664309
821,18.911228
822,19.733187
823,19.940277
824,20.094988
825,19.786825
826,16.11097
827,19.181011
828,18.071976
829,18.853476
830,19.084032
831,17.329018
832,19.826437
833,19.392391
834,19.748325
835,18.800266
836,11.765443
837,13.231994
838,19.729223
839,19.749733
840,20.386326
841,19.945618
842,19.610382
843,20.355972
844,20.777485
845,18.884525
846,19.588305
847,11.003088
848,18.901276
849,19.342138
850,18.941322
851,19.904562
852,19.723272
853,20.180094
854,19.697891
855,19.327818
856,20.006027
857,19.867401
858,11.664641
859,13.64256
860,19.867401
861,13.599926
862,8.183645
863,13.376694
864,7.3257103
865,8.529335
866,7.113344
867,20.9686
868,10.976454
869,9.233101
870,9.425096
871,9.935925
872,19.89267
873,11.37503
874,13.963208
875,11.275778
876,12.82172
877,19.781609
878,19.299175
879,10.847561
880,8.00689
881,8.723102
882,6.8627653
883,12.461447
884,6.9012637
885,9.158198
886,9.174435
887,10.411424
888,20.620096
889,8.175907
890,10.898749
891,8.420847
892,8.639806
893,13.683141
894,13.347079
895,11.581592
896,7.765275
897,5.7449446
898,11.309922
899,21.393858
900,20.8333
901,11.309922
902,19.764175
903,12.320807
904,8.866345
905,11.230327
906,7.3638988
907,5.4526353
908,6.2896957
909,21.687563
910,11.095346
911,9.434136
912,9.288003
913,11.019268
914,20.27071
915,11.654654
916,13.050558
917,11.539102
918,11.795447
919,20.402378
920,20.097036
921,8.6633005
922,6.247733
923,5.7968335
924,2.9235914
925,10.714661
926,3.5287697
927,6.6429405
928,9.001263
929,10.652558
930,21.24661
931,9.023564
932,8.838567
933,10.067277
934,6.2281866
935,12.381192
936,11.794254
937,9.089267
938,8.986736
939,7.6167927
940,11.91794
941,22.013565
942,21.228638
943,11.91794
944,20.009102
945,7.3029065
946,8.056087
947,11.01487
948,9.24678
949,13.549047
950,13.692449
951,13.02886
952,17.979223
953,12.797737
954,11.667781
955,12.238761
956,12.942789
957,20.609816
958,13.374779
959,5.513195
960,13.201907
961,5.0289354
962,20.189198
963,20.461412
964,9.72291
965,13.051926
966,14.034586
967,12.972614
968,7.756292
969,13.485213
970,14.4323435
971,13.564061
972,13.023663
973,20.151663
974,12.524782
975,9.356713
976,12.743867
977,13.523715
978,7.991346
979,12.650869
980,9.468525
981,13.640202
982,13.959723
983,13.643918
984,20.33114
985,19.25984
986,13.643918
987,18.011606
988,13.270737
989,13.188579
990,13.241004
991,7.980148
992,12.63652
993,5.946488
994,7.589175
995,6.692632
996,21.336369
997,10.828278
998,9.064077
999,9.235879
1000,10.125081
1001,19.902966
1002,10.920608
1003,13.571868
1004,11.029387
1005,12.475482
1006,20.160564
1007,19.648827
1008,10.002858
1009,7.35535
1010,7.0835147
1011,5.4130416
1012,11.801816
1013,4.9224014
1014,7.9517083
1015,8.099428
1016,10.016071
1017,20.79195
1018,7.7317004
1019,10.23623
1020,9.111497
1021,6.725162
1022,13.312411
1023,12.953451
1024,10.714514
1025,7.376061
1026,5.565266
1027,11.564835
1028,21.645506
1029,20.867188
1030,11.564835
1031,19.858027
1032,5.020456
1033,5.4065957
1034,13.128997
1035,5.476456
1036,11.099473
1037,6.284258
1038,13.578024
1039,12.234821
1040,12.284985
1041,19.466425
1042,13.291796
1043,12.272304
1044,12.375441
1045,13.80502
1046,21.598982
1047,13.844126
1048,5.8758044
1049,13.503854
1050,5.2955256
1051,21.42915
1052,21.484055
1053,7.347109
1054,12.16088
1055,12.615712
1056,11.668955
1057,4.4164877
1058,12.15685
1059,12.618939
1060,13.600235
1061,13.26792
1062,21.378637
1063,13.522046
1064,6.747013
1065,13.64508
1066,12.322964
1067,5.0795417
1068,11.652104
1069,6.482987
1070,13.94216
1071,13.563214
1072,14.210103
1073,21.762964
1074,20.5654
1075,14.210103
1076,19.325403
1077,13.179155
1078,11.625767
1079,6.7293406
1080,12.841834
1081,13.505146
1082,9.9242525
1083,14.212263
1084,11.274935
1085,10.932189
1086,9.695381
1087,20.487997
1088,3.9408374
1089,5.2580585
1090,5.338732
1091,8.357272
1092,18.737974
1093,9.58145
1094,12.955921
1095,9.808368
1096,12.13134
1097,18.621016
1098,18.587955
1099,12.886691
1100,8.230885
1101,11.657178
1102,10.227348
1103,12.56754
1104,10.448703
1105,12.021292
1106,10.321215
1107,8.759861
1108,19.734205
1109,9.930461
1110,12.775527
1111,9.03591
1112,12.4814625
1113,13.710477
1114,11.595594
1115,13.602763
1116,10.825022
1117,11.46673
1118,9.800641
1119,20.344988
1120,20.059465
1121,9.800641
1122,18.804012
1123,10.447384
1124,10.6283865
1125,12.350364
1126,10.357062
1127,12.997347
1128,5.1440725
1129,9.220915
1130,7.648773
1131,12.463624
1132,11.638327
1133,11.388415
1134,19.4391
1135,12.123121
1136,11.20056
1137,11.211679
1138,12.465492
1139,20.844759
1140,12.343104
1141,5.6229835
1142,12.114082
1143,4.9501004
1144,21.042189
1145,21.054052
1146,6.952905
1147,11.227032
1148,11.728997
1149,10.449012
1150,3.2610722
1151,11.323039
1152,12.291198
1153,12.821036
1154,11.650993
1155,20.776897
1156,12.105882
1157,6.7610536
1158,12.35264
1159,11.606529
1160,4.9618573
1161,10.567924
1162,6.813627
1163,12.728009
1164,12.364415
1165,13.091334
1166,21.399607
1167,20.34525
1168,13.091334
1169,19.072414
1170,12.120274
1171,10.768409
1172,6.8463483
1173,11.6013775
1174,4.9941087
1175,11.659753
1176,4.986198
1177,10.195365
1178,6.1978498
1179,12.993953
1180,11.464459
1181,11.716383
1182,20.135387
1183,13.024143
1184,12.113196
1185,12.077486
1186,13.427593
1187,21.536037
1188,13.227904
1189,6.2867565
1190,12.851421
1191,5.72676
1192,21.831118
1193,21.714434
1194,6.6197057
1195,11.481943
1196,11.702332
1197,10.648255
1198,2.634696
1199,11.3202305
1200,11.882045
1201,13.239386
1202,12.57379
1203,21.605143
1204,13.148293
1205,6.1569095
1206,13.17071
1207,11.422841
1208,4.7087245
1209,10.693165
1210,5.8870816
1211,13.596078
1212,12.939826
1213,13.803559
1214,22.231045
1215,20.98266
1216,13.803559
1217,19.75951
1218,12.787149
1219,10.673439
1220,7.9680033
1221,12.114703
1222,3.4387825
1223,12.771896
1224,3.9141753
1225,8.956832
1226,9.906618
1227,7.5510945
1228,11.826582
1229,11.959101
1230,11.822371
1231,19.615099
1232,13.416854
1233,12.301265
1234,12.888365
1235,13.814905
1236,20.785923
1237,14.0394535
1238,9.358714
1239,13.552453
1240,8.793164
1241,20.90477
1242,20.979836
1243,8.242325
1244,11.377618
1245,11.873625
1246,11.213298
1247,8.385512
1248,11.096687
1249,11.756996
1250,12.1061
1251,13.481353
1252,21.064106
1253,12.281676
1254,7.564618
1255,12.614344
1256,10.754002
1257,8.861512
1258,12.266291
1259,7.705373
1260,12.09815
1261,11.926693
1262,14.094347
1263,21.614534
1264,20.06187
1265,14.094347
1266,19.325119
1267,11.811723
1268,10.99092
1269,9.318129
1270,11.207137
1271,8.299878
1272,13.356567
1273,8.862986
1274,8.233431
1275,13.654696
1276,10.117484
1277,12.189382
1278,7.6459002
1279,4.642355
1280,4.6195574
1281,20.994165
1282,10.472835
1283,8.909258
1284,9.205263
1285,10.9375305
1286,20.21584
1287,12.073438
1288,13.668189
1289,12.108561
1290,12.421234
1291,19.43894
1292,19.235641
1293,10.581118
1294,7.8111024
1295,7.722132
1296,7.0313478
1297,12.103817
1298,6.354158
1299,7.212387
1300,8.144096
1301,11.192496
1302,20.7068
1303,9.234769
1304,10.629468
1305,10.252078
1306,7.74635
1307,13.708775
1308,12.975326
1309,10.709905
1310,8.647692
1311,8.3134165
1312,12.078984
1313,21.285486
1314,20.737066
1315,12.078984
1316,19.54895
1317,8.126652
1318,6.6783023
1319,13.116954
1320,7.5002317
1321,12.232862
1322,9.908544
1323,11.9126005
1324,11.899566
1325,12.023068
1326,15.533653
1327,10.386708
1328,15.313232
1329,8.730028
1330,10.240736
1331,8.699092
1332,20.789013
1333,11.983364
1334,10.4546795
1335,10.849412
1336,10.666533
1337,20.106537
1338,11.975235
1339,15.185633
1340,12.346469
1341,14.208585
1342,19.886927
1343,19.573853
1344,13.172464
1345,10.278242
1346,10.24745
1347,9.925033
1348,14.359957
1349,9.7934675
1350,10.898883
1351,9.401232
1352,11.33835
1353,20.586605
1354,9.226216
1355,13.355562
1356,9.850096
1357,11.15333
1358,15.6556835
1359,14.792921
1360,13.827031
1361,8.482734
1362,7.525167
1363,12.236715
1364,21.279516
1365,20.742153
1366,12.236715
1367,19.925125
1368,7.432168
1369,10.233389
1370,14.362264
1371,7.9435306
1372,15.041925
1373,11.27198
1374,13.592224
1375,14.699007
1376,13.774877
1377,9.322618
1378,10.906495
1379,11.712382
1380,7.5305285
1381,11.251674
1382,10.085565
1383,10.883507
1384,21.157492
1385,14.473076
1386,12.87564
1387,13.368655
1388,14.794799
1389,21.881853
1390,14.989514
1391,11.005766
1392,14.663565
1393,10.161746
1394,21.459427
1395,21.925562
1396,7.7577085
1397,11.726644
1398,10.336918
1399,10.917946
1400,9.439936
1401,11.131909
1402,10.720551
1403,12.003069
1404,14.302167
1405,21.644619
1406,12.061669
1407,7.655623
1408,13.858332
1409,10.369663
1410,10.631645
1411,13.410658
1412,7.705438
1413,11.935561
1414,11.513576
1415,15.274266
1416,22.307415
1417,21.068052
1418,15.274266
1419,19.551636
1420,12.552741
1421,10.371334
1422,11.4477415
1423,11.424813
1424,9.55367
1425,13.971514
1426,9.676649
1427,8.975608
1428,9.694413
1429,10.5547085
1430,13.947489
1431,13.566134
1432,9.551096
1433,12.021919
1434,8.019909
1435,6.870723
1436,6.1060243
1437,21.254389
1438,10.98666
1439,8.819194
1440,9.453023
1441,11.029109
1442,20.17263
1443,12.334155
1444,13.780234
1445,12.237261
1446,12.34867
1447,19.583874
1448,19.057436
1449,9.662727
1450,7.352887
1451,7.636701
1452,6.7709737
1453,11.874454
1454,5.8900914
1455,7.2251735
