0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
0.99999976,0.9235791,0.4803271,0.42030686,0.4897189,0.8795856,0.49082255,0.7693521,0.93146163,0.80570006,0.80570006,0.80570006,0.7432903,0.80570006,0.80570006,0.7644104,0.8115054,0.99999976,0.7880304,0.80570006,0.43189758,0.469277,0.80570006,0.80570006,0.50267804,0.4314136,0.93404895,0.8462919,0.93404895,0.77944505,0.93404895,0.7573558,0.99999976,0.93616295,0.93404895,0.99999976,0.99999976,0.99999976,0.93404895,0.75991005,0.93404895,0.93404895,0.93404895,0.93404895,0.93404895,0.5091319,0.99999976,0.93616295,0.9188873,0.93146163,0.8785161,0.93404895,0.6971313,0.4696175,0.99999976,0.4792515,0.48454368,0.99999976,0.7978388,0.4637391,0.50090826,0.9069785,0.49232522,0.93404895,0.93404895,0.93404895,0.7672215,0.5026627,0.46458015,0.93146163,0.7652546,0.6704983,0.93616295,0.4897189,0.426972,0.93404895,0.3920774,0.4724269,0.93146163,0.47367585,0.93404895,0.4816318,0.8795856,0.99999976,0.46758437,0.99999976,0.96150076,0.7545977,0.7545977,0.7545977,0.5150341,0.9235791,0.42560017,0.80596745,0.96150076,0.86947036,0.9235791,0.9185089,0.47140414,0.9235791,0.8594439,0.8795856,0.4939852,0.93404895,0.4858612,0.90861285,0.74553597,0.96150076,0.99999976,0.93404895,0.7684881,0.93404895,0.93404895,0.93404895,0.47067636,0.50728655,0.46149647,0.93146163,0.498542,0.4474447,0.41592422,0.44854495,0.46732265,0.93146163,0.48335966,0.473662,0.46092218,0.39685178,0.96150076,0.93616295,0.42997396,0.7388617,0.93404895,0.39957693,0.4881861,0.80570006,0.80570006,0.80570006,0.7432903,0.80570006,0.38356006,0.43864113,0.80570006,0.39679497,0.3732918,0.8149761,0.93404895,0.76531047,0.46854383,0.80570006,0.93404895,0.75991005,0.7693521
0.9235791,0.9999999,0.49615657,0.4377926,0.5123326,0.9595958,0.51654303,0.8069853,0.831385,0.7552149,0.7552149,0.7552149,0.7629185,0.7552149,0.7552149,0.7377219,0.7439668,0.9235791,0.7282095,0.7552149,0.43634808,0.47880742,0.7552149,0.7552149,0.4797357,0.44133446,0.84256196,0.7350132,0.84256196,0.79885113,0.84256196,0.6851648,0.9235791,0.8482876,0.84256196,0.9235791,0.9235791,0.9235791,0.84256196,0.8200427,0.84256196,0.84256196,0.84256196,0.84256196,0.84256196,0.5061822,0.9235791,0.8482876,0.7895969,0.831385,0.7551594,0.84256196,0.7571444,0.46203014,0.9235791,0.5099267,0.5106472,0.9235791,0.84013426,0.47749385,0.5200752,0.8262427,0.5120378,0.84256196,0.84256196,0.84256196,0.7593453,0.47498754,0.46309537,0.831385,0.79155266,0.6854872,0.8482876,0.5123326,0.43820423,0.84256196,0.3944432,0.4879763,0.831385,0.4739747,0.84256196,0.51170516,0.9595958,0.9235791,0.4396832,0.9235791,0.8760212,0.78597546,0.78597546,0.78597546,0.51840645,0.9999999,0.43737146,0.85135424,0.8760212,0.7880399,0.9999999,0.83311254,0.49770498,0.9999999,0.8993566,0.9595958,0.51027364,0.84256196,0.51313996,0.81569564,0.7987041,0.8760212,0.9235791,0.84256196,0.78219205,0.84256196,0.84256196,0.84256196,0.47823685,0.50262856,0.44557184,0.831385,0.5003851,0.45647213,0.43456358,0.458701,0.48378992,0.831385,0.4968545,0.47987247,0.46505785,0.4077037,0.8760212,0.8482876,0.42674768,0.7898311,0.84256196,0.40621302,0.5037943,0.7552149,0.7552149,0.7552149,0.7629185,0.7552149,0.40133232,0.45205408,0.7552149,0.38977522,0.36468166,0.86328244,0.84256196,0.7523086,0.48025155,0.7552149,0.84256196,0.8200427,0.8069853
0.4803271,0.49615657,1.0000001,0.8436535,0.8730998,0.5193995,0.9311817,0.5895257,0.4683321,0.43464363,0.43464363,0.43464363,0.46227908,0.43464363,0.43464363,0.54233044,0.42161214,0.4803271,0.4309075,0.43464363,0.7998103,0.8833642,0.43464363,0.43464363,0.68571836,0.84078705,0.4679963,0.47113508,0.4679963,0.599822,0.4679963,0.42830566,0.4803271,0.46052325,0.4679963,0.4803271,0.4803271,0.4803271,0.4679963,0.5136044,0.4679963,0.4679963,0.4679963,0.4679963,0.4679963,0.819198,0.4803271,0.46052325,0.47995588,0.4683321,0.47815382,0.4679963,0.5160183,0.83502436,0.4803271,0.9330957,0.93403584,0.4803271,0.5129884,0.87978005,0.8733189,0.45170486,0.9324491,0.4679963,0.4679963,0.4679963,0.54173875,0.7512887,0.85054815,0.4683321,0.5082475,0.4271175,0.46052325,0.8730998,0.87494785,0.4679963,0.78335196,0.9840198,0.4683321,0.82760924,0.4679963,0.9358918,0.5193995,0.4803271,0.68893886,0.4803271,0.4536618,0.38819897,0.38819897,0.38819897,0.82095957,0.49615657,0.8506248,0.5310357,0.4536618,0.45722944,0.49615657,0.45133,0.85917526,0.49615657,0.44386852,0.5193995,0.86169934,0.4679963,0.8936644,0.46237773,0.590417,0.4536618,0.4803271,0.4679963,0.46042934,0.4679963,0.4679963,0.4679963,0.9134929,0.8534562,0.7870383,0.4683321,0.9164436,0.9244824,0.902627,0.928039,0.9417246,0.4683321,0.82917416,0.97410095,0.88028324,0.7760607,0.4536618,0.46052325,0.8194142,0.4882115,0.4679963,0.7754987,0.8981842,0.43464363,0.43464363,0.43464363,0.46227908,0.43464363,0.7723397,0.87091184,0.43464363,0.6873057,0.66599315,0.591537,0.4679963,0.46176744,0.87589157,0.43464363,0.4679963,0.5136044,0.5895257
0.42030686,0.4377926,0.8436535,1.0,0.8498262,0.4712394,0.84739774,0.49661028,0.404632,0.37607664,0.37607664,0.37607664,0.44253725,0.37607664,0.37607664,0.5221221,0.39604193,0.42030686,0.40217015,0.37607664,0.7412927,0.81642395,0.37607664,0.37607664,0.6819862,0.89350265,0.3930899,0.42533496,0.3930899,0.5007722,0.3930899,0.383642,0.42030686,0.4192417,0.3930899,0.42030686,0.42030686,0.42030686,0.3930899,0.4492703,0.3930899,0.3930899,0.3930899,0.3930899,0.3930899,0.83271784,0.42030686,0.4192417,0.423613,0.404632,0.4108141,0.3930899,0.47447306,0.81286633,0.42030686,0.8365631,0.8504453,0.42030686,0.46966177,0.90056896,0.85050195,0.37893128,0.8572836,0.3930899,0.3930899,0.3930899,0.5027784,0.74119925,0.8689041,0.404632,0.4658851,0.37040722,0.4192417,0.8498262,0.79238105,0.3930899,0.9047738,0.8204047,0.404632,0.87855,0.3930899,0.8446595,0.4712394,0.42030686,0.7056511,0.42030686,0.3997035,0.3209523,0.3209523,0.3209523,0.7979268,0.4377926,0.9393877,0.47600883,0.3997035,0.4283052,0.4377926,0.41617,0.9485169,0.4377926,0.3547414,0.4712394,0.84927726,0.3930899,0.8495685,0.4279458,0.5366154,0.3997035,0.42030686,0.3930899,0.36926994,0.3930899,0.3930899,0.3930899,0.8664716,0.8580927,0.90508074,0.404632,0.8456374,0.9009247,0.82233596,0.87281305,0.8626603,0.404632,0.8227289,0.84544474,0.9128613,0.93323886,0.3997035,0.4192417,0.93640006,0.46180752,0.3930899,0.9404708,0.8286818,0.37607664,0.37607664,0.37607664,0.44253725,0.37607664,0.6842838,0.8812697,0.37607664,0.857851,0.87132627,0.51859784,0.3930899,0.39901984,0.8540594,0.37607664,0.3930899,0.4492703,0.49661028
0.4897189,0.5123326,0.8730998,0.8498262,1.0000001,0.5379421,0.9315534,0.5668466,0.46859962,0.4362833,0.4362833,0.4362833,0.45719406,0.4362833,0.4362833,0.56079227,0.442388,0.4897189,0.4607525,0.4362833,0.6985378,0.81270605,0.4362833,0.4362833,0.7326036,0.75363445,0.45733756,0.4774233,0.45733756,0.56867236,0.45733756,0.4244429,0.4897189,0.47656327,0.45733756,0.4897189,0.4897189,0.4897189,0.45733756,0.4839871,0.45733756,0.45733756,0.45733756,0.45733756,0.45733756,0.93986607,0.4897189,0.47656327,0.4702379,0.46859962,0.45413694,0.45733756,0.5036251,0.87977797,0.4897189,0.925065,0.9356955,0.4897189,0.4974888,0.9486278,0.99180174,0.4412742,0.9440487,0.45733756,0.45733756,0.45733756,0.5626331,0.85082936,0.89460796,0.46859962,0.5057316,0.4246866,0.47656327,1.0000001,0.74077195,0.45733756,0.7656455,0.85229546,0.46859962,0.892007,0.45733756,0.92662156,0.5379421,0.4897189,0.80589724,0.4897189,0.45971847,0.38472396,0.38472396,0.38472396,0.9472271,0.5123326,0.8050373,0.55306935,0.45971847,0.50003606,0.5123326,0.4771747,0.88235354,0.5123326,0.439432,0.5379421,0.9886859,0.45733756,0.9813186,0.4917661,0.5507852,0.45971847,0.4897189,0.45733756,0.44803405,0.45733756,0.45733756,0.45733756,0.8387153,0.9256742,0.80129117,0.46859962,0.9034869,0.8729892,0.80782765,0.87962174,0.90457743,0.46859962,0.9766439,0.88129526,0.90057737,0.7374078,0.45971847,0.47656327,0.81262505,0.49484578,0.45733756,0.74812806,0.8250479,0.4362833,0.4362833,0.4362833,0.45719406,0.4362833,0.6584657,0.7980151,0.4362833,0.6455948,0.7037808,0.5747358,0.45733756,0.4512083,0.79135096,0.4362833,0.45733756,0.4839871,0.5668466
0.8795856,0.9595958,0.5193995,0.4712394,0.5379421,1.0000001,0.5505981,0.8323084,0.8272805,0.7163776,0.7163776,0.7163776,0.7836245,0.7163776,0.7163776,0.76192385,0.7577753,0.8795856,0.7455212,0.7163776,0.46148896,0.50213957,0.7163776,0.7163776,0.48214754,0.46194798,0.79964995,0.75121486,0.79964995,0.82583433,0.79964995,0.6453879,0.8795856,0.8634207,0.79964995,0.8795856,0.8795856,0.8795856,0.79964995,0.81403434,0.79964995,0.79964995,0.79964995,0.79964995,0.79964995,0.52301276,0.8795856,0.8634207,0.75110817,0.8272805,0.72230995,0.79964995,0.7493018,0.47866082,0.8795856,0.5425424,0.54224306,0.8795856,0.85678864,0.5068864,0.5434242,0.78303635,0.543024,0.79964995,0.79964995,0.79964995,0.77621955,0.49522036,0.48700315,0.8272805,0.8339476,0.66330194,0.8634207,0.5379421,0.4661954,0.79964995,0.42885017,0.5107072,0.8272805,0.50405395,0.79964995,0.5448833,1.0000001,0.8795856,0.457816,0.8795856,0.8348616,0.74369484,0.74369484,0.74369484,0.53421277,0.9595958,0.45887125,0.8511088,0.8348616,0.80218756,0.9595958,0.85090065,0.5218023,0.9595958,0.8494019,1.0000001,0.5324689,0.79964995,0.53812283,0.82329845,0.82569623,0.8348616,0.8795856,0.79964995,0.75953364,0.79964995,0.79964995,0.79964995,0.5100822,0.5281939,0.4686988,0.8272805,0.53176355,0.48363316,0.46424896,0.48463553,0.51658106,0.8272805,0.5168206,0.5051717,0.49816546,0.43627977,0.8348616,0.8634207,0.45568419,0.77700436,0.79964995,0.43385148,0.52898306,0.7163776,0.7163776,0.7163776,0.7836245,0.7163776,0.4196193,0.4731844,0.7163776,0.41049746,0.39123166,0.84486985,0.79964995,0.71404517,0.49896258,0.7163776,0.79964995,0.81403434,0.8323084
0.49082255,0.51654303,0.9311817,0.84739774,0.9315534,0.5505981,1.0000002,0.5885217,0.47072256,0.4246133,0.4246133,0.4246133,0.46627414,0.4246133,0.4246133,0.547844,0.42920482,0.49082255,0.44397038,0.4246133,0.76948446,0.86982214,0.4246133,0.4246133,0.6811127,0.790145,0.45786268,0.47535163,0.45786268,0.5984202,0.45786268,0.4114464,0.49082255,0.476734,0.45786268,0.49082255,0.49082255,0.49082255,0.45786268,0.5052286,0.45786268,0.45786268,0.45786268,0.45786268,0.45786268,0.85689783,0.49082255,0.476734,0.47613227,0.47072256,0.45811576,0.45786268,0.5061768,0.8312789,0.49082255,0.98634464,0.98999894,0.49082255,0.52000886,0.9190854,0.9325682,0.4422419,0.9875079,0.45786268,0.45786268,0.45786268,0.5513404,0.7737333,0.8513468,0.47072256,0.51265,0.42945477,0.476734,0.9315534,0.81418425,0.45786268,0.78004056,0.9178475,0.47072256,0.85658336,0.45786268,0.9900032,0.5505981,0.49082255,0.7190992,0.49082255,0.46038568,0.38648802,0.38648802,0.38648802,0.86069524,0.51654303,0.8126793,0.5456743,0.46038568,0.47811592,0.51654303,0.47365153,0.8770138,0.51654303,0.4492358,0.5505981,0.9182764,0.45786268,0.9508964,0.4789989,0.5807055,0.46038568,0.49082255,0.45786268,0.45740676,0.45786268,0.45786268,0.45786268,0.91179633,0.8916612,0.7960623,0.47072256,0.95173407,0.9223442,0.8898614,0.93261266,0.9648539,0.47072256,0.87932074,0.9272586,0.88460726,0.75867736,0.46038568,0.476734,0.8183512,0.49024758,0.45786268,0.7586073,0.8909836,0.4246133,0.4246133,0.4246133,0.46627414,0.4246133,0.72283643,0.84532034,0.4246133,0.6416245,0.6559571,0.5843201,0.45786268,0.45145833,0.8460012,0.4246133,0.45786268,0.5052286,0.5885217
0.7693521,0.8069853,0.5895257,0.49661028,0.5668466,0.8323084,0.5885217,0.99999976,0.76625603,0.6444774,0.6444774,0.6444774,0.6359696,0.6444774,0.6444774,0.75794667,0.6648071,0.7693521,0.6556589,0.6444774,0.47758746,0.5175093,0.6444774,0.6444774,0.5216493,0.4903649,0.7430004,0.7332068,0.7430004,0.9337095,0.7430004,0.6230793,0.7693521,0.74888027,0.7430004,0.7693521,0.7693521,0.7693521,0.7430004,0.7500702,0.7430004,0.7430004,0.7430004,0.7430004,0.7430004,0.53758466,0.7693521,0.74888027,0.7075846,0.76625603,0.70181024,0.7430004,0.71178985,0.5534942,0.7693521,0.58921504,0.58667225,0.7693521,0.75798386,0.536218,0.56804097,0.73076093,0.5830016,0.7430004,0.7430004,0.7430004,0.76874423,0.51440567,0.5324551,0.76625603,0.72008955,0.5970117,0.74888027,0.5668466,0.5074624,0.7430004,0.45377356,0.58261955,0.76625603,0.5233245,0.7430004,0.5894419,0.8323084,0.7693521,0.47232994,0.7693521,0.7435161,0.61219966,0.61219966,0.61219966,0.54805326,0.8069853,0.49723175,0.81355274,0.7435161,0.7132625,0.8069853,0.7322413,0.54056513,0.8069853,0.7416895,0.8323084,0.5584439,0.7430004,0.57727814,0.728583,0.80723155,0.7435161,0.7693521,0.7430004,0.71245825,0.7430004,0.7430004,0.7430004,0.5415258,0.54692996,0.49335167,0.76625603,0.56110346,0.53853583,0.49626106,0.54494125,0.55815697,0.76625603,0.54122967,0.56667006,0.5441789,0.4542819,0.7435161,0.74888027,0.48160386,0.68764263,0.7430004,0.46286672,0.53585637,0.6444774,0.6444774,0.6444774,0.6359696,0.6444774,0.43829358,0.4974901,0.6444774,0.42308342,0.41728386,0.90570974,0.7430004,0.65926945,0.5117586,0.6444774,0.7430004,0.7500702,0.99999976
0.93146163,0.831385,0.4683321,0.404632,0.46859962,0.8272805,0.47072256,0.76625603,0.9999999,0.8191701,0.8191701,0.8191701,0.7274374,0.8191701,0.8191701,0.7821251,0.883993,0.93146163,0.85621536,0.8191701,0.4210154,0.4427693,0.8191701,0.8191701,0.49065137,0.40762138,0.9552869,0.91984797,0.9552869,0.7854188,0.9552869,0.78363514,0.93146163,0.93840516,0.9552869,0.93146163,0.93146163,0.93146163,0.9552869,0.73245656,0.9552869,0.9552869,0.9552869,0.9552869,0.9552869,0.4910336,0.93146163,0.93840516,0.90744144,0.9999999,0.91263765,0.9552869,0.64685965,0.45883024,0.93146163,0.46224478,0.4663514,0.93146163,0.7763014,0.44492665,0.4746948,0.9346044,0.4675718,0.9552869,0.9552869,0.9552869,0.7554784,0.50083566,0.4503433,0.9999999,0.7824867,0.6465442,0.93840516,0.46859962,0.41190884,0.9552869,0.383649,0.453589,0.9999999,0.46682596,0.9552869,0.4651139,0.8272805,0.93146163,0.45280054,0.93146163,0.9187178,0.7598302,0.7598302,0.7598302,0.49449837,0.831385,0.41077712,0.7437452,0.9187178,0.8644155,0.831385,0.91725004,0.44692683,0.831385,0.8575523,0.8272805,0.4708163,0.9552869,0.46698648,0.9072175,0.716249,0.9187178,0.93146163,0.9552869,0.7386543,0.9552869,0.9552869,0.9552869,0.4630161,0.49738616,0.45677298,0.9999999,0.49143642,0.42885488,0.39760625,0.4292299,0.44791782,0.9999999,0.46576208,0.45500973,0.45008242,0.37918848,0.9187178,0.93840516,0.41933036,0.6827649,0.9552869,0.38387063,0.46186614,0.8191701,0.8191701,0.8191701,0.7274374,0.8191701,0.36819345,0.4188273,0.8191701,0.39574575,0.36539358,0.7563181,0.9552869,0.7708171,0.4540308,0.8191701,0.9552869,0.73245656,0.76625603
0.80570006,0.7552149,0.43464363,0.37607664,0.4362833,0.7163776,0.4246133,0.6444774,0.8191701,0.9999998,0.9999998,0.9999998,0.78086746,0.9999998,0.9999998,0.770825,0.9269395,0.80570006,0.8863975,0.9999998,0.40515828,0.43828475,0.9999998,0.9999998,0.48570746,0.41326773,0.88318264,0.75963,0.88318264,0.65271556,0.88318264,0.93225145,0.80570006,0.74700856,0.88318264,0.80570006,0.80570006,0.80570006,0.88318264,0.7294687,0.88318264,0.88318264,0.88318264,0.88318264,0.88318264,0.46564615,0.80570006,0.74700856,0.7677654,0.8191701,0.8332551,0.88318264,0.64975387,0.43810683,0.80570006,0.41436613,0.41574788,0.80570006,0.7355035,0.41479796,0.44225997,0.84199804,0.42056578,0.88318264,0.88318264,0.88318264,0.7196041,0.46945545,0.44236535,0.8191701,0.8083483,0.7571647,0.74700856,0.4362833,0.4128606,0.88318264,0.35228312,0.42960274,0.8191701,0.42970982,0.88318264,0.41717952,0.7163776,0.80570006,0.43133584,0.80570006,0.7520889,0.9224677,0.9224677,0.9224677,0.47183484,0.7552149,0.390253,0.7456505,0.7520889,0.68893087,0.7552149,0.72249305,0.42224187,0.7552149,0.8492692,0.7163776,0.43080688,0.88318264,0.42990372,0.7253365,0.6719927,0.7520889,0.80570006,0.88318264,0.82523215,0.88318264,0.88318264,0.88318264,0.4262046,0.4594581,0.4192128,0.8191701,0.45273513,0.4022661,0.37034962,0.39900327,0.41630128,0.8191701,0.4325621,0.4386024,0.4221387,0.364999,0.7520889,0.74700856,0.3939371,0.6873008,0.88318264,0.3625911,0.44683272,0.9999998,0.9999998,0.9999998,0.78086746,0.9999998,0.37631935,0.41036806,0.9999998,0.37459958,0.34614938,0.68925583,0.88318264,0.8681151,0.43905732,0.9999998,0.88318264,0.7294687,0.6444774
