0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0,0.66389483,0.9862624,0.9717896,0.65983355,0.6259234,0.62147963,0.6259234,0.5801573,0.42942894,0.5501266,0.66389483,0.66389483,0.6498078,0.60634136,0.60634136,0.9459077,0.9225066,0.6751951,0.61000866,0.652241,0.9032958,0.70435405,0.633847,0.6542598,0.8962823,0.65983355,0.62147963,0.6329156,0.67695403,0.96657205,0.9191973,0.85668993,0.85668993,0.67695403,0.49873194,0.65529996,0.61553174
0.66389483,0.9999998,0.6502982,0.6554725,0.95568854,0.940741,0.9248512,0.940741,0.8682053,0.69668126,0.8324846,0.9999998,0.9999998,0.96301156,0.8596928,0.8596928,0.64056903,0.6192137,0.93086135,0.8857893,0.95660293,0.62877226,0.8801564,0.933036,0.9741445,0.61204123,0.95568854,0.9248512,0.9418227,0.9401391,0.64786977,0.6037169,0.74401534,0.74401534,0.9401391,0.7651082,0.9835566,0.93692887
0.9862624,0.6502982,0.99999976,0.963312,0.6471032,0.6116748,0.6096368,0.6116748,0.56639254,0.4347806,0.54230213,0.6502982,0.6502982,0.6360016,0.5930922,0.5930922,0.9350122,0.91980445,0.6621912,0.5957333,0.6387961,0.90900004,0.6951729,0.6233212,0.641199,0.9088906,0.6471032,0.6096368,0.6177079,0.6664663,0.954116,0.92625326,0.857407,0.857407,0.6664663,0.4969476,0.6421961,0.5964044
0.9717896,0.6554725,0.963312,1.0000001,0.65482,0.6202283,0.6042472,0.6202283,0.57000667,0.41790575,0.5395611,0.6554725,0.6554725,0.6407645,0.5866335,0.5866335,0.97026134,0.94102585,0.669093,0.5924189,0.64563656,0.90480584,0.6918667,0.62645745,0.6476325,0.9207148,0.65482,0.6042472,0.62963533,0.6691148,0.9875082,0.92535126,0.8639291,0.8639291,0.6691148,0.49167454,0.6477871,0.6018382
0.65983355,0.95568854,0.6471032,0.65482,0.9999999,0.9622954,0.86538744,0.9622954,0.8690746,0.6546797,0.7678567,0.95568854,0.95568854,0.93204075,0.8153869,0.8153869,0.63311684,0.6146792,0.9577274,0.851995,0.94366705,0.63723093,0.8772179,0.9581307,0.98261976,0.61677563,0.9999999,0.86538744,0.8974601,0.9582981,0.6400997,0.60256106,0.7471964,0.7471964,0.9582981,0.7217176,0.96203125,0.8975191
0.6259234,0.940741,0.6116748,0.6202283,0.9622954,1.0,0.8737276,1.0,0.90075105,0.7192884,0.8160167,0.940741,0.940741,0.9535308,0.8351482,0.8351482,0.6054556,0.5902957,0.9059985,0.8864466,0.9380226,0.60878676,0.8425526,0.97485197,0.9566493,0.5766519,0.9622954,0.8737276,0.9210195,0.9194069,0.60857815,0.5595821,0.7038628,0.7038628,0.9194069,0.7791782,0.95752865,0.9195973
0.62147963,0.9248512,0.6096368,0.6042472,0.86538744,0.8737276,1.0000001,0.8737276,0.8255527,0.72465956,0.872074,0.9248512,0.9248512,0.9027866,0.928195,0.928195,0.5888658,0.568527,0.8453821,0.8998672,0.87991756,0.5999128,0.8293998,0.8606627,0.88203716,0.5605909,0.86538744,1.0000001,0.8976803,0.8509798,0.5983659,0.56770235,0.68403035,0.68403035,0.8509798,0.788746,0.90045655,0.91744447
0.6259234,0.940741,0.6116748,0.6202283,0.9622954,1.0,0.8737276,1.0,0.90075105,0.7192884,0.8160167,0.940741,0.940741,0.9535308,0.8351482,0.8351482,0.6054556,0.5902957,0.9059985,0.8864466,0.9380226,0.60878676,0.8425526,0.97485197,0.9566493,0.5766519,0.9622954,0.8737276,0.9210195,0.9194069,0.60857815,0.5595821,0.7038628,0.7038628,0.9194069,0.7791782,0.95752865,0.9195973
0.5801573,0.8682053,0.56639254,0.57000667,0.8690746,0.90075105,0.8255527,0.90075105,1.0000002,0.73024625,0.82086146,0.8682053,0.8682053,0.8784786,0.8597248,0.8597248,0.5609921,0.55705667,0.83093226,0.92881024,0.9138857,0.5864521,0.79971445,0.88504136,0.8843373,0.55384505,0.8690746,0.8255527,0.88078856,0.8855814,0.556005,0.50708556,0.658294,0.658294,0.8855814,0.7443917,0.88596475,0.82929623
0.42942894,0.69668126,0.4347806,0.41790575,0.6546797,0.7192884,0.72465956,0.7192884,0.73024625,1.0000002,0.8159027,0.69668126,0.69668126,0.73073137,0.71755767,0.71755767,0.41166285,0.43089658,0.6476859,0.7618327,0.7172129,0.46816367,0.6769624,0.7020495,0.6642367,0.428837,0.6546797,0.72465956,0.76506186,0.6517416,0.40496567,0.3719906,0.5088965,0.5088965,0.6517416,0.9504738,0.7079748,0.6947828
0.5501266,0.8324846,0.54230213,0.5395611,0.7678567,0.8160167,0.872074,0.8160167,0.82086146,0.8159027,1.0000002,0.8324846,0.8324846,0.84927976,0.88796055,0.88796055,0.53083444,0.51810133,0.7423128,0.91361636,0.82361555,0.5432267,0.7902638,0.80040133,0.78101355,0.49816298,0.7678567,0.872074,0.8809092,0.7626432,0.5290345,0.50369734,0.60244757,0.60244757,0.7626432,0.8708018,0.82137096,0.8397101
0.66389483,0.9999998,0.6502982,0.6554725,0.95568854,0.940741,0.9248512,0.940741,0.8682053,0.69668126,0.8324846,0.9999998,0.9999998,0.96301156,0.8596928,0.8596928,0.64056903,0.6192137,0.93086135,0.8857893,0.95660293,0.62877226,0.8801564,0.933036,0.9741445,0.61204123,0.95568854,0.9248512,0.9418227,0.9401391,0.64786977,0.6037169,0.74401534,0.74401534,0.9401391,0.7651082,0.9835566,0.93692887
0.66389483,0.9999998,0.6502982,0.6554725,0.95568854,0.940741,0.9248512,0.940741,0.8682053,0.69668126,0.8324846,0.9999998,0.9999998,0.96301156,0.8596928,0.8596928,0.64056903,0.6192137,0.93086135,0.8857893,0.95660293,0.62877226,0.8801564,0.933036,0.9741445,0.61204123,0.95568854,0.9248512,0.9418227,0.9401391,0.64786977,0.6037169,0.74401534,0.74401534,0.9401391,0.7651082,0.9835566,0.93692887
