0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0.99999994,0.66437864,0.7795501,0.9439599,0.9465642,0.73688734,0.6941363,0.937453,0.8379897,0.937453,0.5798456,0.5281192,0.8936235,0.9282446,0.7709497,0.90265393,0.939426,0.939426,0.7636465,0.73831713,0.9375484,0.9382869,0.51437616,0.51051724,0.9555762,0.77396333,0.73743135,0.9135934,0.9463835,0.9487014,0.81061006,0.8449273,0.949731,0.827077,0.7969014,0.8264091,0.97225523,0.53034663,0.8222853,0.80263484,0.937453,0.5590358,0.5547462,0.7104634,0.95167804,0.76303256,0.7576397,0.9511644,0.8766516,0.8099905,0.9147143,0.9382869,0.54110736,0.44344366,0.47773728,0.44735354,0.88483465,0.45290285,0.52264374,0.9597557,0.74565125,0.58405304,0.94805145,0.93637025,0.55427104,0.7855112,0.9489289,0.9601748,0.9201278,0.811641,0.474517,0.8266209,0.94257575,0.9135934,0.5590358,0.82732755,0.5515925,0.5425657,0.5074162,0.47730514,0.82152826,0.939426,0.5562035,0.5393171,0.95814353,0.49755347,0.5550751,0.61419743,0.75034255,0.90558875,0.8046268,0.62425387,0.6756358,0.77080226,0.9353671,0.9471308,0.8297787,0.7523337,0.949731,0.95082945,0.7956877,0.6535664,0.95082945,0.8198508,0.8284687,0.5939059,0.7328974,0.79313314,0.70592296,0.9201278,0.7393332,0.75619376,0.71628726,0.9061101,0.5097191,0.919906,0.82419074,0.7606603,0.74836975,0.91174316,0.89190316,0.69123155,0.5488086,0.80733526,0.95167804,0.7018145,0.5144202,0.72142863,0.7413277,0.939426,0.9434386
0.66437864,0.9999996,0.7191508,0.60980535,0.7158064,0.78844404,0.96705365,0.69568956,0.6988715,0.69568956,0.5195819,0.56530744,0.7373724,0.7044327,0.67091703,0.7384563,0.6820648,0.6820648,0.7127423,0.72099787,0.7135356,0.7077691,0.4816749,0.5183682,0.6927096,0.66483676,0.6425921,0.6549125,0.6865102,0.6893538,0.7306544,0.73663723,0.68630636,0.72995055,0.72741985,0.7505897,0.65610373,0.48401853,0.78120595,0.711255,0.69568956,0.48220715,0.4994282,0.7274231,0.69959486,0.7712512,0.7610064,0.70089155,0.67342097,0.7636486,0.6808156,0.7077691,0.501783,0.3913492,0.48809767,0.42686206,0.7249484,0.39800856,0.55702907,0.665094,0.65638924,0.48492897,0.68612385,0.7066103,0.5798008,0.75477344,0.7231564,0.663419,0.69927835,0.6847624,0.4206027,0.78513104,0.7018607,0.6549125,0.48220715,0.72799516,0.5793765,0.47359884,0.45436877,0.5323939,0.74369323,0.6820648,0.5831121,0.46702734,0.69938844,0.43936485,0.49404547,0.56754243,0.7674143,0.68820417,0.7233949,0.54368836,0.9682282,0.75787264,0.70836055,0.68914676,0.6710676,0.6585527,0.68630636,0.713179,0.6850106,0.5394713,0.713179,0.75950736,0.5978748,0.5354383,0.75883174,0.6928853,0.7643595,0.69927835,0.7768926,0.6776329,0.8214396,0.6720217,0.47668368,0.6673957,0.69185084,0.6578677,0.6552534,0.7014339,0.7363314,0.70313704,0.57458115,0.7851757,0.69959486,0.73018694,0.5389767,0.719138,0.80269754,0.6820648,0.67175156
0.7795501,0.7191508,0.9999999,0.72162974,0.8412102,0.9214406,0.72236955,0.8260235,0.89057744,0.8260235,0.5391647,0.5734618,0.8790133,0.84802055,0.8614985,0.8694635,0.81544065,0.81544065,0.8941253,0.912274,0.8343436,0.8371098,0.47236806,0.5019579,0.80940485,0.8587283,0.84689134,0.8341492,0.81128913,0.80248445,0.9325698,0.8645251,0.80875367,0.88124347,0.84696686,0.8807089,0.7764148,0.4792988,0.91742975,0.8432469,0.8260235,0.4182465,0.49136114,0.9078811,0.8196961,0.9148091,0.915118,0.8093025,0.8532183,0.8088106,0.84123003,0.8371098,0.54047036,0.41584682,0.49728256,0.4597422,0.84748757,0.42293668,0.5660384,0.7927467,0.84796196,0.47314826,0.80629975,0.836792,0.59579635,0.8983346,0.85192,0.7811866,0.827471,0.87727535,0.43357265,0.8627973,0.8246592,0.8341492,0.4182465,0.80464995,0.58375657,0.41691324,0.42969325,0.5843609,0.8174447,0.81544065,0.6109899,0.43880048,0.8150645,0.44811141,0.48356238,0.533175,0.89953053,0.85142297,0.88159764,0.5768393,0.7271255,0.9037379,0.83987474,0.8059689,0.84064496,0.84801733,0.80875367,0.823686,0.88112664,0.56945497,0.823686,0.8827102,0.78316516,0.5607062,0.9248036,0.8810506,0.9084226,0.827471,0.9308033,0.8502954,0.9047868,0.82835907,0.46167663,0.8263771,0.8828006,0.8581588,0.8546071,0.8170487,0.8301042,0.8639579,0.58055365,0.8896231,0.8196961,0.8997203,0.52753305,0.92295706,0.92697054,0.81544065,0.7913962
0.9439599,0.60980535,0.72162974,1.0000001,0.89149475,0.68166107,0.6399659,0.9190387,0.8044535,0.9190387,0.53741014,0.49144575,0.8411672,0.8786497,0.72553104,0.86949545,0.93019867,0.93019867,0.725327,0.6859966,0.90924025,0.91176355,0.47811168,0.4782189,0.9374635,0.7236892,0.7141621,0.89181495,0.92853665,0.92964506,0.7683964,0.78074145,0.9287946,0.7912583,0.75694597,0.77565396,0.9559686,0.5160584,0.7816899,0.76405966,0.9190387,0.5291141,0.5261286,0.6683897,0.90890753,0.70641524,0.68755543,0.9107642,0.8520056,0.7487877,0.8791236,0.91176355,0.49833673,0.4130963,0.44231966,0.4172738,0.8332889,0.4235103,0.48560625,0.954515,0.71588486,0.5504922,0.93029743,0.9112615,0.51776385,0.72957474,0.8956149,0.95300585,0.8999365,0.7899509,0.4483037,0.7594317,0.91217315,0.89181495,0.5291141,0.77798367,0.5154202,0.52191144,0.47162247,0.4434278,0.7790624,0.93019867,0.5158823,0.5044998,0.9115987,0.4548539,0.51170313,0.56928265,0.6930608,0.869763,0.75971776,0.61273426,0.6143025,0.7229473,0.90721184,0.92837363,0.80588776,0.72899634,0.9287946,0.89823323,0.743881,0.6193538,0.89823323,0.77747184,0.7941897,0.5494543,0.67470527,0.74217826,0.64719355,0.8999365,0.6797515,0.7227887,0.6585172,0.8604138,0.47091183,0.8933107,0.7985563,0.7322383,0.71979743,0.879183,0.8346107,0.64436454,0.5116143,0.75113904,0.90890753,0.65954447,0.47641295,0.67540467,0.68587804,0.93019867,0.93604475
0.9465642,0.7158064,0.8412102,0.89149475,0.99999994,0.80550265,0.7349808,0.9606154,0.8943568,0.9606154,0.59585387,0.56194437,0.9566162,0.9527058,0.810032,0.94347894,0.9368185,0.9368185,0.8159046,0.80374396,0.97202635,0.96930623,0.5250469,0.527304,0.96620244,0.8125861,0.78306526,0.9280413,0.9596322,0.9621936,0.8702669,0.8902898,0.96567035,0.8713425,0.824209,0.864541,0.9421131,0.5507191,0.87821853,0.82710767,0.9606154,0.5367665,0.55705816,0.78670174,0.98475313,0.8325764,0.8408276,0.9602755,0.9152581,0.83985525,0.9355633,0.96930623,0.56386805,0.4482151,0.49549186,0.463223,0.93226606,0.45791966,0.5561013,0.9453521,0.7880968,0.5744928,0.96057874,0.9675221,0.59325624,0.833217,0.9597424,0.9474382,0.93981004,0.8637511,0.4796428,0.86552954,0.96735585,0.9280413,0.5367665,0.85170734,0.58820045,0.5291588,0.49498898,0.5212695,0.84817964,0.9368185,0.6024899,0.5372899,0.98650444,0.49686086,0.55268574,0.64735836,0.8140972,0.9403256,0.85213387,0.65104747,0.71854794,0.8548751,0.9659475,0.95798206,0.8444316,0.79436064,0.96567035,0.98850316,0.8561089,0.67075396,0.98850316,0.8846331,0.85488856,0.6126199,0.81007415,0.857387,0.7796696,0.93981004,0.8183561,0.7895035,0.7955827,0.92384267,0.51364386,0.9343711,0.8757729,0.80739313,0.7950253,0.92436564,0.9125829,0.77712256,0.58313864,0.8580123,0.98475313,0.77602136,0.5424995,0.7971067,0.8083534,0.9368185,0.9465554
0.73688734,0.78844404,0.9214406,0.68166107,0.80550265,1.0,0.7820245,0.7813274,0.8558359,0.7813274,0.5307188,0.6031608,0.853388,0.80781394,0.83633685,0.8443362,0.7743356,0.7743356,0.86690295,0.91431236,0.79698163,0.7939282,0.47268274,0.5213898,0.76486003,0.8341693,0.82989025,0.7819538,0.76279414,0.75923854,0.8798277,0.865053,0.75998735,0.86510986,0.8624313,0.8929447,0.7405721,0.48063755,0.901707,0.852768,0.7813274,0.41548494,0.48478106,0.9255899,0.7786488,0.93578804,0.9210779,0.7854873,0.80974865,0.84913963,0.7799969,0.7939282,0.53046256,0.38739023,0.5014633,0.4451909,0.8222795,0.39473534,0.58175117,0.74857056,0.8266599,0.48912314,0.75960577,0.79274964,0.62169504,0.8929808,0.8177546,0.7525227,0.78925854,0.8523215,0.4214826,0.8879143,0.7790404,0.7819538,0.41548494,0.8373282,0.6138421,0.41340953,0.4207034,0.6034391,0.84904975,0.7743356,0.64460695,0.43914595,0.769698,0.43415457,0.48462284,0.57017887,0.91361535,0.7959424,0.8688439,0.5912727,0.7833802,0.9152722,0.79626703,0.7598691,0.80873597,0.8272342,0.75998735,0.7877387,0.855581,0.57227504,0.7877387,0.89248407,0.74209046,0.56609184,0.94864845,0.8612611,0.94680977,0.78925854,0.9560739,0.8400098,0.95820737,0.7624202,0.45509005,0.76497597,0.8505788,0.8319384,0.8324069,0.763864,0.79777825,0.8812283,0.6082646,0.8680563,0.7786488,0.93409836,0.5464897,0.92347336,0.9610063,0.7743356,0.74471897
0.6941363,0.96705365,0.72236955,0.6399659,0.7349808,0.7820245,1.0,0.7190604,0.70210487,0.7190604,0.5231161,0.5602335,0.7481512,0.7192672,0.6679192,0.7551714,0.704374,0.704374,0.7059589,0.73082614,0.73710895,0.7319071,0.48354596,0.52045834,0.71935415,0.6581338,0.63524514,0.6775951,0.7141676,0.7161055,0.7380555,0.7375271,0.71426207,0.7274808,0.73547995,0.75808275,0.6845662,0.49206212,0.7871148,0.7185994,0.7190604,0.4868784,0.5177825,0.72087324,0.7205688,0.7824584,0.7601058,0.7253548,0.6928238,0.77589613,0.700276,0.7319071,0.50316894,0.3915481,0.49176633,0.4200938,0.74073076,0.39713472,0.5490833,0.69154054,0.6457995,0.5065101,0.71370405,0.73088646,0.5774101,0.76569486,0.7395277,0.68870175,0.71670234,0.69085157,0.4281437,0.7930626,0.7268794,0.6775951,0.4868784,0.75146043,0.57787263,0.4782785,0.46266717,0.5215646,0.76047856,0.704374,0.58103436,0.4781178,0.7206926,0.44746107,0.50669456,0.57367706,0.7600704,0.7016434,0.7164689,0.5584115,0.9650242,0.7524293,0.73163134,0.7179038,0.6758402,0.6479847,0.71426207,0.7344975,0.6769208,0.54730064,0.7344975,0.7727074,0.61656487,0.5359552,0.7554773,0.68476886,0.7581203,0.71670234,0.7708775,0.67606217,0.8132096,0.69179946,0.477118,0.6880976,0.6935955,0.64785475,0.6439494,0.7270966,0.7523746,0.68916875,0.57388854,0.797779,0.7205688,0.72110677,0.5351109,0.7227743,0.80204475,0.704374,0.69766754
0.937453,0.69568956,0.8260235,0.9190387,0.9606154,0.7813274,0.7190604,1.0,0.9056754,1.0,0.6150763,0.5786343,0.9390686,0.95342004,0.8193036,0.94989115,0.97908354,0.97908354,0.82812357,0.7834886,0.99230695,0.99640065,0.55195045,0.54602057,0.98303294,0.802942,0.7856153,0.9416884,0.9838209,0.9809961,0.8660093,0.85346764,0.98664784,0.8827334,0.8316585,0.85868734,0.93656635,0.56903553,0.8775047,0.8371458,1.0,0.5537741,0.5807831,0.7655395,0.96168184,0.8110443,0.7885396,0.9297302,0.9332581,0.8202262,0.9629737,0.99640065,0.58770764,0.48554587,0.50824463,0.5008109,0.89412296,0.49540123,0.57042867,0.9575454,0.80043465,0.5631383,0.985734,0.9937738,0.60328025,0.8309884,0.9572684,0.94066906,0.97630465,0.8356641,0.5197305,0.84852827,0.993087,0.9416884,0.5537741,0.8325575,0.60131633,0.54812187,0.51508623,0.5486688,0.8431412,0.97908354,0.6130861,0.5405191,0.9596804,0.51481,0.56078786,0.6201874,0.8032639,0.9717318,0.85684204,0.6580232,0.70379275,0.82582575,0.99576294,0.982784,0.87622166,0.8102822,0.98664784,0.95364374,0.8317629,0.6885308,0.95364374,0.8677615,0.8404472,0.62869966,0.78110677,0.83164907,0.74908,0.97630465,0.7930379,0.81142277,0.771031,0.95346195,0.54607445,0.96621996,0.89458936,0.8181701,0.8060098,0.94001263,0.89795184,0.7349703,0.59636277,0.8627501,0.96168184,0.7655324,0.555749,0.76751715,0.7874118,0.97908354,0.98582697
0.8379897,0.6988715,0.89057744,0.8044535,0.8943568,0.8558359,0.70210487,0.9056754,1.0,0.9056754,0.5773986,0.63622725,0.94241476,0.9470164,0.9484825,0.930892,0.8981314,0.8981314,0.9378314,0.8357881,0.90729684,0.91353166,0.512658,0.5507915,0.8762822,0.93306017,0.94143313,0.91510487,0.87534654,0.8756606,0.9119976,0.91552866,0.8772695,0.9552002,0.90945,0.9183843,0.829483,0.52793217,0.9117866,0.91839266,0.9056754,0.4818673,0.5490483,0.8575326,0.866765,0.87907296,0.857615,0.8508104,0.9317883,0.83144236,0.90249646,0.91353166,0.5614039,0.4504086,0.53039753,0.5100394,0.8588609,0.46215856,0.6085945,0.8570578,0.9569581,0.5115868,0.87200177,0.91309994,0.6492299,0.8845748,0.926776,0.8363749,0.92966366,0.8768579,0.4770196,0.875063,0.90296626,0.91510487,0.4818673,0.83799803,0.63816214,0.47746196,0.4483056,0.6690258,0.8659779,0.8981314,0.6615064,0.4729923,0.8719524,0.46184278,0.503049,0.56155974,0.90751314,0.9269572,0.9464851,0.6401462,0.7007754,0.9130627,0.9167366,0.8738533,0.943792,0.95945555,0.8772695,0.8660182,0.9557911,0.6364341,0.8660182,0.8658318,0.851951,0.6261029,0.85176563,0.9577229,0.84118223,0.92966366,0.86416733,0.93968165,0.8541016,0.8890112,0.49975884,0.8901596,0.99311864,0.9675429,0.9639753,0.84130645,0.85916805,0.83086,0.63284767,0.87649465,0.866765,0.88413614,0.5840883,0.83233505,0.8557402,0.8981314,0.8589629
0.937453,0.69568956,0.8260235,0.9190387,0.9606154,0.7813274,0.7190604,1.0,0.9056754,1.0,0.6150763,0.5786343,0.9390686,0.95342004,0.8193036,0.94989115,0.97908354,0.97908354,0.82812357,0.7834886,0.99230695,0.99640065,0.55195045,0.54602057,0.98303294,0.802942,0.7856153,0.9416884,0.9838209,0.9809961,0.8660093,0.85346764,0.98664784,0.8827334,0.8316585,0.85868734,0.93656635,0.56903553,0.8775047,0.8371458,1.0,0.5537741,0.5807831,0.7655395,0.96168184,0.8110443,0.7885396,0.9297302,0.9332581,0.8202262,0.9629737,0.99640065,0.58770764,0.48554587,0.50824463,0.5008109,0.89412296,0.49540123,0.57042867,0.9575454,0.80043465,0.5631383,0.985734,0.9937738,0.60328025,0.8309884,0.9572684,0.94066906,0.97630465,0.8356641,0.5197305,0.84852827,0.993087,0.9416884,0.5537741,0.8325575,0.60131633,0.54812187,0.51508623,0.5486688,0.8431412,0.97908354,0.6130861,0.5405191,0.9596804,0.51481,0.56078786,0.6201874,0.8032639,0.9717318,0.85684204,0.6580232,0.70379275,0.82582575,0.99576294,0.982784,0.87622166,0.8102822,0.98664784,0.95364374,0.8317629,0.6885308,0.95364374,0.8677615,0.8404472,0.62869966,0.78110677,0.83164907,0.74908,0.97630465,0.7930379,0.81142277,0.771031,0.95346195,0.54607445,0.96621996,0.89458936,0.8181701,0.8060098,0.94001263,0.89795184,0.7349703,0.59636277,0.8627501,0.96168184,0.7655324,0.555749,0.76751715,0.7874118,0.97908354,0.98582697
