0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.0,7.8844438,21.39226,7.7162848,10.237617,18.389708,20.723898,8.359634,7.4229136,4.071311,9.015261,9.101192,10.692993,10.797169,10.288294,3.6491256,5.781663,10.692993,10.081949,8.348395,6.4645877,8.398214,0.0,9.009352,7.735803,5.5761204,6.787565,10.6049595,7.696901,5.91748,4.3520947,16.07125,8.446189,5.4191117,6.415107,12.453077,3.079542,19.727394,11.80856,10.870351,20.934994,10.406656,6.63087,8.686686,6.6881227,6.589469,14.883749,6.790282,7.3400826,6.6276746,6.835879,9.325931,7.822681,12.265183,8.218156,10.748945,7.279421,10.079602,5.5886197,9.608185,8.28249,10.452457,7.1638627,12.553027,6.6825027,9.570019,15.909673,8.70131,5.62228,19.81423,7.2572803,9.54655,8.453451,4.813225,7.5787554,9.638356,8.479079,5.796329,7.927422,8.499421,9.454572,8.6972475,6.006825,7.3852544,4.806193,9.776531,7.495298,8.412169,5.307782,6.597453,9.109552,2.842965,8.158254,7.843631,8.434452,4.8842044,8.139217,5.4122195,14.663095,7.1638627,7.5471516,7.409812,20.723898,8.003154,7.2495675,8.744914,9.174249,4.9859524,15.809278,8.628587,18.15885,7.7532506,8.88378,16.532976,7.5220175,15.347542,13.079802,7.022937,8.897382,8.43517,8.951814,7.52725
7.8844438,0.0,18.983194,5.884311,8.385375,16.325497,18.699337,5.593024,5.5117846,8.392522,7.838852,7.948472,8.440351,10.816629,9.42815,8.334192,7.155472,8.440351,9.795794,10.330665,8.923059,5.7939386,7.8844438,6.090055,9.075115,8.191408,9.219574,9.5432205,8.231184,7.8570175,7.6693473,15.50488,9.8901,8.223069,5.3523517,11.08357,7.758725,17.64379,10.171207,9.780559,19.151667,11.148004,7.2575274,10.034923,8.726324,8.575131,14.575547,4.3393235,3.744656,5.6573834,7.458695,7.9232683,3.2644002,11.0577,8.299689,11.882302,5.8221626,6.646319,8.239991,7.226615,6.3303795,8.923712,4.326482,11.531536,5.401195,6.6261935,14.912077,5.91432,5.6942058,17.453962,4.53861,6.526794,7.3997326,8.235625,8.273933,8.195835,10.150196,6.720241,7.7693453,6.04353,7.2853975,5.914686,7.7462473,9.2049885,8.592885,8.094357,6.6270084,9.8123665,7.4145055,6.9487114,8.461499,8.245424,7.4404306,10.147161,6.481608,7.3075805,7.5342517,7.51347,13.667387,4.326482,5.5271826,5.7562766,18.699337,3.4631076,7.1394377,10.709237,9.98634,6.853312,15.495517,9.92303,15.899292,9.851519,7.648365,15.084096,4.699653,15.290704,13.362102,6.536776,6.153858,7.248265,6.774459,7.1597214
21.39226,18.983194,0.0,19.934645,20.252853,14.12337,17.00282,19.603207,19.452648,21.693836,20.405485,20.955511,20.33302,21.443897,20.882795,21.554886,20.918411,20.33302,21.321234,22.23901,21.866417,19.841213,21.39226,19.277122,22.053041,21.383814,21.621805,20.98242,20.464298,21.15427,21.021063,18.485277,21.105694,21.555498,19.946459,20.50922,21.331123,15.050813,20.077885,20.861475,15.412765,22.01828,20.938194,21.136599,21.239506,21.258862,19.233107,19.344858,19.339426,19.639484,21.337093,19.573885,18.992464,20.284359,20.899872,22.60419,19.982023,18.846964,21.618847,19.820246,19.548111,19.731256,19.540005,20.300243,19.757357,19.19647,17.639448,19.51146,20.095564,15.976413,19.28558,19.13154,20.029913,21.533966,20.081223,20.321245,21.948076,20.445906,20.581179,19.467482,19.868557,19.38146,21.107151,21.07487,21.674389,19.993097,20.1067,22.347635,20.642225,20.344093,20.756838,21.52515,19.782787,22.156689,20.089754,20.865108,20.817766,21.180914,21.816036,19.540005,19.387672,19.589418,17.00282,18.98211,19.575201,22.285168,21.276451,20.671806,19.083828,21.476454,13.760195,21.881002,19.985615,19.670048,19.106964,18.957949,22.617748,20.332333,19.494015,20.27458,19.95923,20.552616
7.7162848,5.884311,19.934645,0.0,7.519589,16.787449,18.64335,3.2531478,6.201978,7.6060243,5.2275867,6.257156,7.1306562,9.798155,8.333113,7.733684,5.0177355,7.1306562,7.9679894,9.234808,8.247068,5.785193,7.7162848,4.855423,7.6459804,7.9127135,8.523321,8.971607,7.9523726,6.643621,6.8916893,16.292109,9.185735,7.756321,4.0594554,10.686613,7.418627,17.666105,8.960098,8.212926,20.059444,10.895406,6.4622498,9.641177,8.431929,7.7797537,15.386176,4.5042377,5.0223975,4.551228,7.43297,6.8147,5.0835176,11.288641,8.029225,10.907169,2.889664,6.5954437,6.982691,5.409058,5.6772475,8.087761,4.657938,11.224572,4.46413,5.690428,15.755082,5.8681607,6.1789193,17.687595,5.7799935,6.0373282,7.348806,7.280527,8.066771,7.9499807,9.112239,5.464636,6.2453675,4.235866,6.2294536,4.076231,6.426009,8.289933,8.022962,6.9851174,5.322077,8.873451,6.880554,6.5248046,6.96394,7.8150635,6.9085135,10.214989,4.901639,7.231071,4.572853,6.804682,12.506292,4.657938,5.6327376,4.793736,18.64335,5.115967,6.7482934,9.503614,9.593693,6.5016546,16.208824,9.627153,16.469814,10.212116,6.842998,15.424638,4.2349963,16.01921,13.259266,5.0658684,5.8267303,5.202001,5.813902,5.1981277
10.237617,8.385375,20.252853,7.519589,0.0,17.622309,19.131546,7.2647905,6.720965,10.518591,7.738247,9.585998,7.17805,11.546867,11.008526,11.023294,9.607275,7.17805,7.753121,13.225249,12.066749,8.195093,10.237617,6.1981063,11.0268,11.401636,12.864729,7.25521,9.944854,9.462608,10.431953,17.810406,12.111795,10.119228,7.6853023,9.977689,10.287181,18.496168,9.200443,10.370812,20.953978,10.146844,8.329126,12.037123,11.624717,10.590589,17.210121,7.165697,7.713154,8.76322,7.81777,8.310948,7.6255617,9.704486,6.852616,13.166582,7.8426366,6.19892,10.995152,7.3720026,5.1950755,8.31227,7.160677,9.89591,7.9975376,6.0240383,17.512827,6.4539433,8.740387,18.171011,8.011083,5.33597,5.427245,10.871727,10.225929,3.3112895,13.380195,8.849732,10.251517,5.8914223,4.6960297,6.9699836,9.63995,10.489554,11.261998,4.926713,6.491438,10.036434,10.058076,9.952909,9.504552,11.082018,8.162736,12.735883,8.497483,9.83853,8.482976,10.369891,14.419254,7.160677,6.3871355,7.349359,19.131546,7.6737504,9.020679,12.842595,10.448855,9.357452,17.895065,10.420779,17.122622,11.629706,8.457082,15.823259,6.9905787,17.615145,13.268957,9.598062,6.003438,9.791336,6.2964344,9.426577
18.389708,16.325497,14.12337,16.787449,17.622309,0.0,15.878338,16.397572,16.559298,18.850729,17.376652,18.274513,17.38166,18.656805,17.527166,18.575333,17.552622,17.38166,18.485628,19.431425,18.908085,16.93105,18.389708,16.326809,19.347147,18.340462,18.69229,18.190287,17.886124,18.097763,18.114826,16.340075,17.911734,18.455908,16.778715,17.984379,18.389736,13.907276,17.396347,17.974413,16.649279,19.369242,17.820023,18.10584,18.285923,18.096622,16.10584,16.293022,16.299822,16.68632,18.344505,16.330791,16.165678,17.67203,18.342928,19.917152,16.839586,16.069096,18.469707,16.69932,16.605057,17.094627,16.497509,18.24139,16.518177,16.262793,15.426889,16.533123,16.97148,15.159683,16.34741,16.298008,17.215637,18.506094,17.555351,17.605736,19.4264,17.299803,17.650484,16.520103,17.356567,16.550758,18.097609,18.320486,18.656794,17.344442,16.901398,19.494644,17.7655,17.319944,18.134396,18.539333,17.177155,19.440704,16.948536,17.944113,17.698523,17.843721,20.132048,16.497509,16.321007,16.655886,15.878338,16.152946,16.796198,19.515177,18.55674,17.548172,15.236517,18.421053,10.084218,19.340084,17.185202,16.483576,16.11103,15.7258005,20.045168,17.317001,16.614332,17.414795,17.006575,17.607517
20.723898,18.699337,17.00282,18.64335,19.131546,15.878338,0.0,18.405733,19.126709,20.880865,18.816912,19.19231,18.309711,19.808449,19.203194,20.57984,19.446066,18.309711,18.806437,20.401112,20.423569,18.648907,20.723898,18.738333,20.70749,20.486671,20.69288,19.25958,19.98401,19.60963,20.140493,17.812145,20.269817,20.535223,18.841404,20.075094,20.707474,8.450702,19.28265,19.769075,19.195538,21.568779,19.572514,20.676939,20.558382,20.819046,18.478178,18.77468,18.689781,18.602976,20.351624,19.217594,18.545795,19.797812,20.144793,22.052382,19.222103,18.318768,20.421576,18.20306,18.43956,19.017962,19.028732,19.929329,18.555407,18.39783,17.938553,18.866192,19.585978,7.3054957,18.87669,18.179428,19.224922,20.256777,19.397978,19.363758,20.466686,19.175005,18.85437,18.659235,18.75414,18.381044,19.55208,20.22521,20.74171,19.240366,18.743032,20.93525,19.626469,19.60271,19.229364,20.854273,19.17437,21.944424,18.526789,20.387651,19.498854,20.05287,20.574617,19.028732,18.995079,18.515448,0.0,18.489798,19.082386,20.746958,20.930454,19.90238,18.300976,20.565619,13.892403,21.835888,19.151735,17.044127,18.334173,18.296936,22.00647,18.828718,18.510098,18.57309,18.638968,18.895363
8.359634,5.593024,19.603207,3.2531478,7.2647905,16.397572,18.405733,0.0,5.999971,8.512459,5.550137,7.0123053,7.2940145,10.32502,8.88894,8.6362505,6.1375475,7.2940145,8.500043,10.231965,9.098044,6.1451893,8.359634,4.204849,7.9718485,8.533796,9.447587,8.960259,8.561045,7.5739083,7.7787075,16.453453,9.890699,8.350208,4.437603,10.552787,8.092314,17.56256,9.112854,8.782364,19.781599,10.786779,6.9822764,10.172695,9.231553,8.392487,15.422528,4.4181604,4.7662516,5.2422466,7.5863967,7.0047565,4.831966,11.142927,8.290676,11.549449,4.2256,6.2011395,7.9367,4.9287305,5.752777,8.260136,4.6350975,11.259488,4.6962442,5.511315,15.973127,5.688898,6.657167,17.366472,5.96067,5.8888936,7.2241654,8.28809,8.675956,7.5919175,10.212475,6.079221,6.911452,4.04174,6.0887923,4.533229,7.4978323,9.011443,8.743515,6.9942794,5.7227697,9.355446,7.4220014,6.960111,7.560453,8.564541,7.1061053,10.858942,5.055612,7.7164817,5.5133862,7.466896,12.881127,4.6350975,5.396522,5.639965,18.405733,4.821034,7.222476,10.512354,9.895274,6.958049,16.330631,9.988751,16.07751,10.767973,6.935024,15.309781,4.2466717,16.196125,13.542343,6.1045737,5.782285,6.3638363,5.9473777,6.419577
7.4229136,5.5117846,19.452648,6.201978,6.720965,16.559298,19.126709,5.999971,0.0,8.245191,7.6027822,8.330974,7.8413258,10.312512,9.675622,8.43087,7.7563457,7.8413258,8.878786,11.295189,9.593223,6.7694564,7.4229136,5.3976636,9.367083,8.8557005,10.388605,8.282046,8.354583,7.9100695,8.134355,16.539722,9.927755,7.9205556,5.615246,9.928259,7.6273766,18.003012,8.992171,9.068888,19.687057,9.641684,5.7607565,9.7088995,9.082482,8.112664,15.387458,4.6091843,5.389218,6.626026,7.0687633,7.0323873,5.173849,9.536623,6.9445343,11.3762,6.2225013,5.842954,8.706233,7.139185,4.7788286,7.6118298,4.879649,10.002923,5.732113,5.8418303,15.843752,4.975872,5.8891163,17.822876,5.5074363,5.7187743,5.818595,8.766512,8.188751,6.2849665,11.377135,7.076434,8.519497,5.475306,6.24523,6.5725794,8.2756,8.673232,8.710223,6.376774,6.169668,9.194453,7.6875095,7.818513,8.228701,8.036421,6.6954656,10.39661,7.20448,7.075574,7.480166,8.2735405,13.799334,4.879649,4.4824324,5.5167627,19.126709,5.2897205,6.817864,11.009613,8.8404665,6.8895802,16.311474,9.06027,16.201075,9.400283,6.983137,15.6492,4.9942517,16.03515,12.508959,7.773207,6.1175976,8.2947235,6.6349993,7.789469
4.071311,8.392522,21.693836,7.6060243,10.518591,18.850729,20.880865,8.512459,8.245191,0.0,8.557464,7.974359,10.285292,10.204182,10.360408,3.1720097,5.9694257,10.285292,9.546101,7.333558,5.52629,8.103886,4.071311,9.392552,7.349582,5.845881,5.9992976,10.919774,8.105272,6.4860168,4.534077,16.299023,8.311752,6.3335285,6.273847,12.578309,2.1915395,19.872643,11.68795,10.295102,21.212755,10.408208,6.0184526,8.733714,6.929545,6.910691,15.337888,7.1620893,7.668648,6.6552973,7.319479,9.756013,8.134064,12.894926,8.740041,10.398829,7.343429,10.677473,5.065949,9.696504,8.720754,10.584816,7.435411,12.944342,6.790599,9.632172,16.264244,8.88081,6.270821,19.915295,7.604158,9.852512,9.135174,4.7815213,7.4397826,10.076922,7.2826366,6.1862645,7.148818,8.852493,9.639485,8.847664,6.3431025,7.606676,4.7301903,9.726263,7.4367576,7.9364753,5.9322214,6.8616943,8.01032,3.9776568,8.181833,7.4269137,7.7538176,6.057529,7.2857556,6.0913696,13.889764,7.435411,8.193966,7.3797708,20.880865,8.235315,7.8194127,7.6773095,9.537243,5.7435737,16.40429,9.237263,18.630844,7.967247,8.733604,16.811798,7.705538,15.89087,13.811722,6.229156,8.963708,7.3877406,8.686372,6.5204325
