0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
1.0000001,0.90047896,0.9610729,0.9257142,0.92877036,0.89960736,0.8221081,0.9430004,0.8772363,0.83586186,0.88453007,0.90047896,0.89687276,0.8963343,0.9519633,0.9727936,0.92138064,0.96855736,0.8873168,0.89580905,0.9114402,0.8993621,0.83891946,0.9159229,0.8937433,0.88658893,0.8756038,0.9643675,0.9191872,0.9420179,0.8755211,0.92887866,0.92571664,0.9395225,0.8793756,0.91822267,0.87408876,0.8878124,0.8788839,0.8742032,0.89085203,0.88349223,0.9068395,0.90047896,0.8228677,0.89566267,0.90047896,0.9066938,0.8324081,0.9454545,0.9302592,0.8428603,0.9240513,0.90010643,0.8485435,0.9237714,0.91146743,0.9072559,0.99064726,0.8501449,0.9060909,0.90047896,0.827598,0.92041856,0.9014571,0.85019165,0.8416991,0.90379906,0.9222709,0.8556678,0.9165118,0.9181113,0.9257142,0.8957094,0.9148451,0.9524768,0.8610125,0.89098656,0.8742429,1.0000001,0.9003795,0.9519633,0.9519633,0.93623316
0.90047896,1.0,0.93495524,0.95916975,0.93489146,0.9004624,0.9068414,0.920552,0.9158618,0.8539741,0.90096307,1.0,0.9246194,0.9592469,0.9385754,0.9504378,0.9549986,0.9018673,0.9323073,0.9189405,0.92738545,0.94567776,0.8891944,0.91566575,0.9184878,0.9098537,0.8671957,0.92093754,0.9111203,0.86853397,0.89238846,0.9489424,0.89226115,0.9323481,0.9375739,0.91707945,0.92524064,0.9373776,0.9171256,0.8845568,0.9124861,0.8891799,0.87582856,1.0,0.88571626,0.9082271,1.0,0.89997363,0.8925339,0.93226504,0.9136551,0.96199214,0.95338786,0.8940728,0.91978335,0.9407743,0.95715904,0.91343826,0.91142666,0.8986148,0.98242605,1.0,0.90883774,0.9130547,0.90962803,0.86119133,0.8794429,0.9100484,0.9749086,0.9684098,0.8868347,0.95777094,0.95916975,0.9030928,0.8852525,0.968164,0.87865996,0.92375016,0.90710366,0.90047896,0.8856462,0.9385754,0.9385754,0.95315206
0.9610729,0.93495524,1.0,0.97043574,0.9458386,0.88522863,0.8644906,0.9632826,0.8889828,0.8522809,0.9073298,0.93495524,0.9208765,0.9104719,0.98319954,0.97860235,0.9359112,0.96114016,0.9188044,0.9469522,0.940835,0.8991926,0.87777543,0.92037857,0.9088712,0.9026177,0.84943914,0.9383091,0.9421442,0.9346102,0.88815457,0.95160055,0.9402069,0.9371617,0.9131228,0.94217616,0.9241173,0.909591,0.91439617,0.8842763,0.9238988,0.9038899,0.9400246,0.93495524,0.8584946,0.9115804,0.93495524,0.93334365,0.8942159,0.9505072,0.9510331,0.9039885,0.9660285,0.91820514,0.903281,0.9512848,0.94231534,0.931646,0.97353786,0.8949388,0.94305503,0.93495524,0.87367487,0.93189526,0.9257035,0.83873975,0.89105034,0.90200436,0.9482756,0.91282153,0.9437654,0.9637387,0.97043574,0.90590775,0.94723797,0.9768641,0.8451293,0.90719867,0.92439604,0.9610729,0.9215205,0.98319954,0.98319954,0.9544698
0.9257142,0.95916975,0.97043574,0.9999997,0.93120635,0.8891977,0.88787377,0.9628022,0.9022909,0.84671897,0.9063231,0.95916975,0.9181756,0.9270818,0.9640504,0.96386284,0.9485266,0.92574644,0.9414478,0.94817734,0.9329276,0.92168283,0.88950765,0.90880513,0.9091905,0.8981781,0.8601047,0.9233303,0.9468528,0.89818656,0.8841095,0.9479425,0.9127796,0.95101655,0.9306778,0.93843013,0.93853927,0.91602945,0.91339326,0.8790983,0.9206106,0.8955511,0.9201795,0.95916975,0.8729973,0.9061117,0.95916975,0.9297555,0.9088509,0.9376636,0.9326653,0.9449421,0.9916359,0.9049686,0.92542535,0.9543308,0.96554506,0.93035984,0.9377177,0.90743446,0.96628904,0.95916975,0.8953584,0.9202915,0.91635764,0.8453016,0.89745736,0.9013135,0.95774615,0.9521288,0.92041993,0.99633145,0.9999997,0.911749,0.9229232,0.9702388,0.8527966,0.91092896,0.9311553,0.9257142,0.9025427,0.9640504,0.9640504,0.9599333
0.92877036,0.93489146,0.9458386,0.93120635,1.0000001,0.8892027,0.92006266,0.91283214,0.91843563,0.87552077,0.91788095,0.93489146,0.9224011,0.92541176,0.94298387,0.94948745,0.9265202,0.9358412,0.9016352,0.91405135,0.98028445,0.9194863,0.89354956,0.9622967,0.9548682,0.956408,0.86446226,0.9263507,0.9167305,0.9130398,0.89456725,0.9454626,0.9258257,0.9160223,0.92094064,0.92390245,0.9313563,0.96671295,0.9604407,0.9042833,0.9639277,0.9504149,0.90522075,0.93489146,0.9071759,0.95317334,0.93489146,0.9331733,0.898344,0.9603921,0.95275754,0.9058248,0.9271429,0.9509715,0.91493887,0.9306214,0.9245734,0.9398626,0.9365101,0.892581,0.9372757,0.93489146,0.92545617,0.9656481,0.9644538,0.87715244,0.9247032,0.9506161,0.95366883,0.91023517,0.91966575,0.9260212,0.93120635,0.90080917,0.91518986,0.94311154,0.8848865,0.95077574,0.9002223,0.92877036,0.9465827,0.94298387,0.94298387,0.9330219
0.89960736,0.9004624,0.88522863,0.8891977,0.8892027,0.9999999,0.8532,0.8860589,0.9041132,0.8302432,0.8667514,0.9004624,0.8550986,0.9178952,0.88810503,0.9165399,0.92587423,0.88152987,0.91173077,0.84595186,0.8768961,0.9297784,0.8615751,0.8877225,0.8913021,0.87345934,0.9019109,0.94024456,0.8590238,0.859131,0.89777124,0.8872608,0.8406234,0.9419237,0.8800293,0.8748543,0.8417674,0.89168596,0.86386216,0.87132037,0.859445,0.85292023,0.8208289,0.9004624,0.8680984,0.89438796,0.9004624,0.85538083,0.81881046,0.90195197,0.8613009,0.8547021,0.88975847,0.848783,0.835119,0.89150363,0.9038228,0.86066186,0.8905548,0.84784913,0.90043616,0.9004624,0.84616977,0.87483084,0.8745183,0.89503676,0.82818305,0.90725857,0.89162236,0.8587129,0.83662486,0.88550615,0.8891977,0.8835646,0.81719005,0.90237355,0.9040846,0.8950204,0.8336724,0.89960736,0.85923344,0.88810503,0.88810503,0.91351616
0.8221081,0.9068414,0.8644906,0.88787377,0.92006266,0.8532,0.99999964,0.8269123,0.8856007,0.8439269,0.88221407,0.9068414,0.86172444,0.90394986,0.86830604,0.86316067,0.8879623,0.8411007,0.8925024,0.8682571,0.94404984,0.894095,0.8901191,0.9259638,0.94242716,0.955718,0.82316256,0.8338978,0.846514,0.81928843,0.88451767,0.87516403,0.84141976,0.86299825,0.91088974,0.8647887,0.9140172,0.97055864,0.960969,0.89393896,0.9477675,0.93835896,0.8449737,0.9068414,0.9727644,0.9467703,0.9068414,0.89216805,0.91848266,0.88190186,0.89092004,0.92137164,0.8821269,0.916785,0.9156755,0.891463,0.89409506,0.8958492,0.83083344,0.87139773,0.9188417,0.9068414,0.9966023,0.931916,0.94804335,0.8585192,0.96181977,0.9301584,0.9060186,0.91556937,0.8562225,0.8947891,0.88787377,0.87160707,0.8522177,0.8818348,0.85656023,0.94127166,0.8727597,0.8221081,0.9184854,0.86830604,0.86830604,0.87968236
0.9430004,0.920552,0.9632826,0.9628022,0.91283214,0.8860589,0.8269123,1.0000001,0.8728336,0.82090604,0.8803928,0.920552,0.88025504,0.8922446,0.95524347,0.95984536,0.9272557,0.93381584,0.91230094,0.92285335,0.90121734,0.89338285,0.8458229,0.89007795,0.8765917,0.867998,0.8456868,0.93219906,0.93783456,0.910377,0.8719101,0.94392407,0.9190874,0.9443517,0.90189457,0.91194355,0.8948785,0.8775675,0.873619,0.84671056,0.87798893,0.86216545,0.90221596,0.920552,0.8284358,0.87856984,0.920552,0.9047071,0.8494693,0.92646956,0.9076983,0.8779511,0.9530674,0.8732619,0.87570184,0.92281747,0.9339641,0.90351444,0.95325184,0.86399436,0.9290458,0.920552,0.83286166,0.8992174,0.88249946,0.81657624,0.8448727,0.8829073,0.92633784,0.8920784,0.90324587,0.95774454,0.9628022,0.8837924,0.89902073,0.9576591,0.83285916,0.873332,0.8869269,0.9430004,0.87787414,0.95524347,0.95524347,0.94538563
0.8772363,0.9158618,0.8889828,0.9022909,0.91843563,0.9041132,0.8856007,0.8728336,0.99999994,0.88157433,0.90865445,0.9158618,0.8701936,0.91998625,0.88925487,0.9080295,0.918659,0.8857701,0.92705286,0.8741528,0.91471887,0.9262986,0.89600116,0.8904716,0.90086937,0.8901652,0.8738234,0.90641737,0.8598164,0.8553417,0.9147995,0.899492,0.84268785,0.9170621,0.8906739,0.8759303,0.88723767,0.9138771,0.8950244,0.9046908,0.88120675,0.8685821,0.8241816,0.9158618,0.89436924,0.91438913,0.9158618,0.8888259,0.87367195,0.9246242,0.8893086,0.87241644,0.90545785,0.8670067,0.8786428,0.8922378,0.9091711,0.8856802,0.8764452,0.8746891,0.9151162,0.9158618,0.88169247,0.89532167,0.9005288,0.9426892,0.85268676,0.91090596,0.9126508,0.8844812,0.84191537,0.900031,0.9022909,0.90038645,0.84101045,0.91355693,0.93958867,0.9137127,0.8511301,0.8772363,0.8764846,0.88925487,0.88925487,0.90766084
0.83586186,0.8539741,0.8522809,0.84671897,0.87552077,0.8302432,0.8439269,0.82090604,0.88157433,1.0,0.8864392,0.8539741,0.8268193,0.85865986,0.8501714,0.87035406,0.8457885,0.8506412,0.8393141,0.874304,0.87833893,0.8411203,0.897303,0.8570435,0.86211073,0.86454046,0.78128624,0.856177,0.8085552,0.8206737,0.8834833,0.8330151,0.8036682,0.8456588,0.8212695,0.84758615,0.83338517,0.8665938,0.8773526,0.9231681,0.8659744,0.8654993,0.80672723,0.8539741,0.8592232,0.8937913,0.8539741,0.8404304,0.85103685,0.863097,0.8590858,0.82668924,0.85155296,0.86415493,0.81778383,0.85643935,0.8550864,0.8229746,0.84594804,0.8394649,0.84598094,0.8539741,0.8462965,0.86764044,0.8980093,0.8594866,0.8488897,0.874163,0.8479158,0.8354647,0.8159245,0.8430857,0.84671897,0.89268285,0.840371,0.86666834,0.8367231,0.8667929,0.8396,0.83586186,0.8658422,0.8501714,0.8501714,0.83969647
0.88453007,0.90096307,0.9073298,0.9063231,0.91788095,0.8667514,0.88221407,0.8803928,0.90865445,0.8864392,0.9999999,0.90096307,0.8798177,0.91234535,0.90474737,0.91330063,0.9147748,0.8985241,0.9051707,0.9085251,0.92071044,0.8937701,0.89992607,0.8942683,0.90252125,0.89517415,0.8490468,0.890411,0.8776578,0.88087094,0.89801574,0.8941988,0.85741276,0.90472823,0.8871161,0.9102456,0.8986199,0.90564615,0.9141454,0.89445245,0.8931853,0.9007829,0.8765056,0.90096307,0.8846942,0.91494364,0.90096307,0.89870036,0.8834312,0.9185493,0.90253156,0.88385606,0.906702,0.8952404,0.8864951,0.9065696,0.9201313,0.89394945,0.8908789,0.90883106,0.9087721,0.90096307,0.8862479,0.9118825,0.91443324,0.8718231,0.8733792,0.8963162,0.90604293,0.88159394,0.8843473,0.9041802,0.9063231,0.9028895,0.88011,0.9097029,0.8607347,0.9065813,0.8950461,0.88453007,0.8994423,0.90474737,0.90474737,0.9056481
0.90047896,1.0,0.93495524,0.95916975,0.93489146,0.9004624,0.9068414,0.920552,0.9158618,0.8539741,0.90096307,1.0,0.9246194,0.9592469,0.9385754,0.9504378,0.9549986,0.9018673,0.9323073,0.9189405,0.92738545,0.94567776,0.8891944,0.91566575,0.9184878,0.9098537,0.8671957,0.92093754,0.9111203,0.86853397,0.89238846,0.9489424,0.89226115,0.9323481,0.9375739,0.91707945,0.92524064,0.9373776,0.9171256,0.8845568,0.9124861,0.8891799,0.87582856,1.0,0.88571626,0.9082271,1.0,0.89997363,0.8925339,0.93226504,0.9136551,0.96199214,0.95338786,0.8940728,0.91978335,0.9407743,0.95715904,0.91343826,0.91142666,0.8986148,0.98242605,1.0,0.90883774,0.9130547,0.90962803,0.86119133,0.8794429,0.9100484,0.9749086,0.9684098,0.8868347,0.95777094,0.95916975,0.9030928,0.8852525,0.968164,0.87865996,0.92375016,0.90710366,0.90047896,0.8856462,0.9385754,0.9385754,0.95315206
0.89687276,0.9246194,0.9208765,0.9181756,0.9224011,0.8550986,0.86172444,0.88025504,0.8701936,0.8268193,0.8798177,0.9246194,1.0000004,0.9344946,0.92364186,0.9263378,0.89136386,0.90765494,0.8736093,0.89588153,0.9201256,0.88850296,0.83354545,0.8987796,0.9248862,0.90233177,0.82040143,0.89651155,0.9480189,0.9158614,0.83959484,0.92327726,0.9076029,0.87749887,0.89411557,0.9524077,0.9053284,0.9078839,0.898553,0.8607267,0.915326,0.8989819,0.92585695,0.9246194,0.84931064,0.9013307,0.9246194,0.8940865,0.8685111,0.92299634,0.9168372,0.9030068,0.9171941,0.9172781,0.89677095,0.9182993,0.9001079,0.9146323,0.908135,0.88359547,0.9104658,0.9246194,0.86667883,0.90152085,0.9025776,0.8183513,0.86754245,0.89153427,0.93022263,0.91000605,0.9265614,0.9105671,0.9181756,0.84906924,0.8953787,0.91927713,0.83143294,0.9170686,0.9487858,0.89687276,0.8970765,0.92364186,0.92364186,0.9037069
0.8963343,0.9592469,0.9104719,0.9270818,0.92541176,0.9178952,0.90394986,0.8922446,0.91998625,0.85865986,0.91234535,0.9592469,0.9344946,1.0000001,0.913434,0.9320623,0.93706954,0.8891909,0.90842223,0.8872759,0.91862404,0.9451603,0.89136225,0.92312896,0.93259007,0.9159152,0.8921045,0.92731774,0.91608703,0.8787122,0.90493774,0.92828286,0.87802124,0.92345476,0.92148423,0.93651295,0.8981353,0.93289393,0.9072018,0.90110266,0.90045524,0.8958858,0.88024724,0.9592469,0.9036921,0.92422265,0.9592469,0.8898314,0.8696942,0.9243654,0.89937496,0.92384726,0.92260194,0.8943883,0.89141405,0.91946554,0.93578327,0.89602315,0.898296,0.9168849,0.94494456,0.9592469,0.898973,0.9090347,0.9075147,0.89314157,0.8702996,0.91864693,0.95018554,0.92600596,0.8945483,0.92431045,0.9270818,0.90720034,0.8637443,0.93501174,0.9065978,0.92373925,0.9157457,0.8963343,0.8917078,0.913434,0.913434,0.9262156
