0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9999999,0.98533607,0.95529425,0.92872524,0.9423536,0.9592341,0.9424412,0.9518269,0.9172262,0.9322864,0.9362793,0.9365102,0.9363971,0.94800866,0.95268905,0.9578289,0.9471417,0.94020593,0.9689422,0.95168114,0.9064365,0.9645528,0.9428704,0.96813416,0.87686634,0.939505,0.96346915,0.9483324,0.96705276,0.9436233,0.95957196
0.98533607,1.0000001,0.95273614,0.9250748,0.9526007,0.95384514,0.9438126,0.9533369,0.91878283,0.9384347,0.94484013,0.9516319,0.9356698,0.9405975,0.9610686,0.9630921,0.93997157,0.9314623,0.9661747,0.95062673,0.91742057,0.95722127,0.9429266,0.95660985,0.8883271,0.9434994,0.95285213,0.95723647,0.9563897,0.9394779,0.9490723
0.95529425,0.95273614,1.0000001,0.9600769,0.91103494,0.9086125,0.94771254,0.93337184,0.9572077,0.9494009,0.91812134,0.91822875,0.93929756,0.9722231,0.9233744,0.95655775,0.9507651,0.944352,0.9653909,0.95197415,0.9038682,0.9658184,0.98237276,0.97785664,0.8496895,0.90613246,0.97976387,0.92502344,0.96895015,0.9570161,0.9800251
0.92872524,0.9250748,0.9600769,1.0000002,0.8724773,0.8689639,0.9285059,0.90705764,0.9453029,0.94559467,0.88361156,0.88488233,0.9231111,0.96846056,0.88883203,0.94970393,0.9483651,0.9351136,0.9447457,0.9399773,0.88050795,0.9396649,0.95419097,0.96132016,0.8109936,0.87343544,0.9556788,0.89432096,0.94450754,0.95451653,0.9649391
0.9423536,0.9526007,0.91103494,0.8724773,1.0,0.94172204,0.9392644,0.9602239,0.87791747,0.90174073,0.96812403,0.96937525,0.9232261,0.9118289,0.9674238,0.93701315,0.9188733,0.9153919,0.9506309,0.9445117,0.94341624,0.93304074,0.9008162,0.9180132,0.90182865,0.98801,0.91527677,0.96912354,0.92852205,0.90954924,0.909044
0.9592341,0.95384514,0.9086125,0.8689639,0.94172204,0.9999998,0.926641,0.92300034,0.85550565,0.86573076,0.93632877,0.92480314,0.8990947,0.9201989,0.94765854,0.9035523,0.8928162,0.8910239,0.9406172,0.9143658,0.9169394,0.9424784,0.8906866,0.91525394,0.871264,0.9401382,0.92456716,0.9299817,0.94288653,0.88630986,0.90813506
0.9424412,0.9438126,0.94771254,0.9285059,0.9392644,0.926641,1.0000002,0.94693905,0.9337528,0.9222362,0.95633864,0.9501344,0.9400478,0.9625484,0.94972813,0.9418672,0.95251274,0.9426702,0.95394796,0.96419114,0.9599922,0.9484313,0.9259317,0.9388485,0.8373959,0.93754244,0.9536505,0.94670296,0.95729196,0.9563104,0.9403508
0.9518269,0.9533369,0.93337184,0.90705764,0.9602239,0.92300034,0.94693905,0.9999999,0.919021,0.9350563,0.95747507,0.9552566,0.9399296,0.9372449,0.96463317,0.95348215,0.9506892,0.9424669,0.9638505,0.96392345,0.93563807,0.94900084,0.92775846,0.94590414,0.8881243,0.95092374,0.93630004,0.9898089,0.9511893,0.9442813,0.93936086
0.9172262,0.91878283,0.9572077,0.9453029,0.87791747,0.85550565,0.9337528,0.919021,1.0000004,0.9624522,0.8970276,0.90416545,0.9528451,0.94048697,0.89091784,0.9523473,0.9606986,0.9469276,0.9289308,0.95771754,0.881272,0.92787635,0.95505047,0.94159013,0.81564206,0.87854147,0.93763804,0.91072667,0.9288906,0.96707666,0.9429989
0.9322864,0.9384347,0.9494009,0.94559467,0.90174073,0.86573076,0.9222362,0.9350563,0.9624522,0.99999976,0.9036337,0.9180561,0.9592245,0.93513733,0.90461755,0.9687376,0.9674463,0.9605799,0.9444,0.96180165,0.8835634,0.932312,0.94780385,0.95286906,0.8483819,0.89800966,0.938117,0.92794,0.9288744,0.9661137,0.9475784
0.9362793,0.94484013,0.91812134,0.88361156,0.96812403,0.93632877,0.95633864,0.95747507,0.8970276,0.9036337,0.99999976,0.97524285,0.92952645,0.91912687,0.9590498,0.93318623,0.9291229,0.923671,0.9415331,0.9548386,0.95486546,0.9332138,0.9106154,0.91511065,0.875431,0.9638891,0.91699,0.96490735,0.9352089,0.9263605,0.9092058
0.9365102,0.9516319,0.91822875,0.88488233,0.96937525,0.92480314,0.9501344,0.9552566,0.90416545,0.9180561,0.97524285,1.0000002,0.9293163,0.91373503,0.9643369,0.9443847,0.9306034,0.9229741,0.94190955,0.95591223,0.9534253,0.9287051,0.90999436,0.91593575,0.89953053,0.9612907,0.9142337,0.9636239,0.9271338,0.92390645,0.908272
