0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0.99999976,0.90812516,0.87526476,0.9445523,0.9187646,0.9109846,0.91945714,0.94817406,0.9444351,0.90437084,0.8961977,0.9290683,0.89695156,0.5853378,0.95341855,0.9383586,0.9363747,0.8068248,0.9302565,0.9019214,0.9168303,0.5164559,0.9109122,0.89549136,0.8861159,0.9582863,0.9256332,0.9209131,0.94551563,0.9243853,0.90931034,0.5434093,0.91961694,0.9386462,0.9124647,0.9405886,0.91664505,0.9160657,0.9030768,0.92032063,0.912369,0.9103433,0.95370257,0.88969934,0.93476564,0.9183739,0.90557057,0.91005576,0.91218305,0.9014589,0.92749304,0.91834664,0.91319567,0.8746115,0.87549627,0.93531317,0.9059939,0.92917913,0.94231015,0.97219574,0.89311755,0.78867894,0.9337188,0.9007791,0.92396194,0.9322272,0.9294088,0.8894321,0.9365766,0.92134213,0.9227873,0.9101787,0.94186896,0.8963852,0.91298425,0.91716087,0.9286409,0.8981393,0.9042153,0.87905484,0.92118883,0.9160968,0.900302,0.9482582,0.8917829,0.9243871,0.9119563,0.9325701,0.9035207,0.91945714,0.8743019,0.88951766,0.88480765,0.9372737,0.91551614,0.88153744,0.9020922,0.94789636,0.9095385,0.89877486,0.92678094,0.9311588,0.9140686,0.91361815,0.9096637,0.90696967,0.9253626,0.94130045,0.8808467,0.94532675,0.9338288,0.9360106,0.9206777,0.95317876,0.91261667,0.948898,0.88145053,0.9713943,0.91816306,0.96213734,0.888973,0.9125917,0.9468801,0.9243156,0.8907588,0.9059283,0.93867576,0.9302565,0.9037441,0.92082936,0.91415226,0.91716397
0.90812516,0.9999999,0.8016493,0.89069915,0.8993154,0.8917618,0.89353126,0.9383005,0.9325751,0.8315195,0.84929806,0.8946926,0.8940239,0.5543599,0.9176733,0.951545,0.9231402,0.8261962,0.88892925,0.8490799,0.8518491,0.48951232,0.89222777,0.8588618,0.8809737,0.94527245,0.8803726,0.88392484,0.9376633,0.90698695,0.89041734,0.5073225,0.8506336,0.89549184,0.828623,0.8975542,0.88539904,0.8567535,0.9108427,0.9049376,0.9448606,0.8796655,0.90744805,0.8820175,0.9490081,0.90096575,0.8992968,0.9044485,0.8745542,0.84855723,0.94238675,0.89682883,0.86654234,0.814939,0.858113,0.9063134,0.8777433,0.88747954,0.9351547,0.92312944,0.90127265,0.8292056,0.8675535,0.85552806,0.8864081,0.88688385,0.8748375,0.872777,0.90394974,0.87705314,0.9129496,0.8992071,0.8833034,0.91531396,0.8874488,0.890917,0.8892722,0.8406718,0.86575925,0.887612,0.90112734,0.8906176,0.9121018,0.8864882,0.8332875,0.89070857,0.9143429,0.900234,0.8569603,0.89353126,0.84863317,0.8322147,0.84988785,0.9118129,0.8618777,0.8136077,0.8831655,0.9513546,0.8724972,0.9026781,0.9302573,0.9392176,0.904283,0.9051194,0.88801265,0.8782584,0.89837104,0.95310247,0.8890456,0.9424869,0.90405536,0.8880825,0.90118,0.8992201,0.9005213,0.9031554,0.8351862,0.9226494,0.8741708,0.91373336,0.9026485,0.8585605,0.92864716,0.9015151,0.8833463,0.87349176,0.9076283,0.88892925,0.9399959,0.899938,0.91201687,0.9420171
0.87526476,0.8016493,0.9999998,0.85192925,0.9248606,0.8483322,0.85220903,0.8595456,0.8768352,0.94271135,0.9174063,0.91299987,0.92624116,0.58619726,0.85614824,0.8569913,0.8766757,0.6574822,0.92578983,0.9160358,0.93769586,0.5559615,0.83717597,0.9184533,0.90130794,0.85432184,0.9101187,0.8423735,0.83614874,0.9149516,0.8289697,0.56367046,0.93725723,0.90534806,0.90136456,0.90267706,0.83340657,0.91541564,0.8514601,0.7942382,0.8242221,0.91590655,0.89935386,0.7357923,0.8596972,0.82402164,0.818962,0.87303483,0.89871705,0.86187863,0.8268148,0.9442507,0.87055016,0.97341067,0.86427265,0.82305104,0.90353274,0.84470594,0.80228734,0.8668981,0.87958777,0.70291364,0.9198817,0.9360274,0.8023598,0.8919718,0.9047192,0.8674797,0.90690696,0.86519593,0.8962328,0.9174477,0.88843846,0.7787088,0.8581866,0.91856384,0.9154419,0.9598964,0.9195203,0.8762355,0.8584827,0.90533876,0.8239512,0.88726985,0.8931677,0.9191066,0.78358597,0.90330267,0.92078495,0.85220903,0.8741772,0.88295317,0.9439468,0.8826814,0.9407065,0.90122885,0.8627939,0.8641587,0.86106247,0.79478943,0.8955931,0.8076057,0.854998,0.8491908,0.7772282,0.77129835,0.8846524,0.87603474,0.8794755,0.84176385,0.8945849,0.9046294,0.80338985,0.9201826,0.8318699,0.9085704,0.92955065,0.86947745,0.92019844,0.87555444,0.85297453,0.80732167,0.8913663,0.8394969,0.8986006,0.907203,0.87441224,0.92578983,0.8193245,0.94987977,0.82110924,0.823004
0.9445523,0.89069915,0.85192925,0.99999994,0.9040675,0.85918015,0.863361,0.9161595,0.9371179,0.86222637,0.843567,0.90417004,0.8840231,0.5563797,0.91012156,0.9162631,0.9140791,0.8079976,0.9094219,0.8499632,0.8988437,0.49948156,0.853432,0.8616915,0.8370445,0.9302598,0.9199518,0.9059154,0.9282007,0.8963509,0.85401416,0.5116364,0.8978957,0.90810573,0.8675474,0.94245756,0.8626111,0.8720032,0.854516,0.8727113,0.9069847,0.9035781,0.9209175,0.83447325,0.9222485,0.8765007,0.8571348,0.860224,0.88162756,0.8521868,0.8783424,0.8959043,0.8631276,0.8501659,0.829502,0.8832972,0.8640231,0.8689356,0.91500163,0.95922196,0.85596234,0.7349504,0.8896022,0.85441494,0.8605015,0.8799339,0.8933676,0.8433449,0.91417336,0.87502265,0.87545377,0.90669215,0.91864836,0.8833103,0.85819805,0.9014126,0.8838212,0.8906864,0.8717461,0.82698286,0.86647356,0.91329443,0.84888345,0.91765153,0.847597,0.8706698,0.85676575,0.90882,0.8645765,0.863361,0.8430897,0.84319663,0.88989735,0.91230583,0.89495337,0.82865787,0.8475745,0.92575425,0.84840596,0.8372086,0.9219234,0.91228414,0.85841244,0.8614903,0.85094035,0.84436744,0.912388,0.93589664,0.83077556,0.9146677,0.9407809,0.90371895,0.8683949,0.91550034,0.8627808,0.9391134,0.83989596,0.96024454,0.8679334,0.9392493,0.8529018,0.8508183,0.91106164,0.8633484,0.83978003,0.86707985,0.9248457,0.9094219,0.8644746,0.89446485,0.8788749,0.8850864
0.9187646,0.8993154,0.9248606,0.9040675,0.9999999,0.90048075,0.912773,0.9035016,0.93733287,0.90171266,0.9008973,0.92676055,0.967046,0.5996734,0.9136927,0.9024327,0.9393035,0.8087062,0.93226576,0.92716175,0.92200047,0.53942716,0.88997185,0.9513676,0.9049306,0.9076425,0.93646234,0.87050027,0.9241743,0.9356148,0.8943703,0.5590582,0.9186242,0.9348318,0.8925252,0.9403507,0.8998237,0.91087216,0.9282237,0.9050131,0.9000082,0.9678416,0.94938326,0.8604572,0.91610956,0.87214696,0.90128446,0.92377853,0.91335213,0.88260937,0.89353526,0.97805315,0.8735576,0.9127344,0.87306994,0.9172405,0.9253757,0.9079014,0.89732575,0.9227716,0.9111686,0.7965551,0.93238753,0.9140332,0.8914093,0.92544466,0.9120645,0.8947091,0.946849,0.8888265,0.94614744,0.9759958,0.93514663,0.89444155,0.88820344,0.9789051,0.92380404,0.95432276,0.9162462,0.9076538,0.91634834,0.9116159,0.9119149,0.93229103,0.87394464,0.92238164,0.88421404,0.9239119,0.90766543,0.912773,0.86783624,0.8795118,0.9439242,0.93660986,0.9293963,0.87008876,0.89345515,0.92396253,0.8849708,0.88064635,0.9372084,0.8912245,0.9109206,0.9165888,0.8782345,0.8689778,0.8975632,0.93104887,0.8986769,0.8923348,0.9237014,0.9267998,0.90392405,0.9475688,0.9006983,0.94063294,0.88606465,0.923927,0.915499,0.9127998,0.9048473,0.85253215,0.94741917,0.9219722,0.91564226,0.9297278,0.90937346,0.93226576,0.89617884,0.9711685,0.90095294,0.9054005
0.9109846,0.8917618,0.8483322,0.85918015,0.90048075,1.0,0.9784748,0.9011909,0.8990017,0.9053378,0.9002775,0.90377676,0.89066774,0.59471524,0.8976251,0.8886413,0.9018954,0.7976488,0.91775835,0.90785384,0.9021622,0.5341794,0.9872172,0.88626647,0.8999371,0.90289706,0.89213365,0.86615974,0.8945039,0.90435076,0.98708516,0.56535643,0.90446585,0.92847645,0.8720044,0.8835015,0.9154499,0.9252144,0.9311012,0.93131626,0.86623204,0.8779292,0.92918605,0.9050008,0.89064884,0.8731814,0.90138257,0.91674936,0.8881214,0.94441104,0.8987454,0.90601695,0.8768212,0.85503423,0.8974948,0.9425117,0.8924241,0.95418966,0.8877164,0.89444983,0.8855773,0.8498485,0.90528154,0.90338796,0.948174,0.98178965,0.9225515,0.9275699,0.92554307,0.92537796,0.92049056,0.8860334,0.9078868,0.9125149,0.89670783,0.88159627,0.9304769,0.8548104,0.890609,0.91132444,0.98418695,0.86323047,0.9713205,0.9115745,0.8714008,0.93910795,0.94911176,0.93083215,0.8914583,0.9784748,0.8869697,0.9273177,0.85241324,0.8879033,0.9039518,0.9057144,0.94128263,0.90125394,0.9208591,0.9524885,0.89595765,0.891628,0.9864851,0.9908991,0.9291703,0.9261769,0.86751485,0.8988251,0.90858865,0.8888019,0.8725317,0.92595744,0.94010425,0.92990243,0.9939964,0.897318,0.8801471,0.89234716,0.91797376,0.88570386,0.8925374,0.92838836,0.9202924,0.94028723,0.9126148,0.9064339,0.91568977,0.91775835,0.8975253,0.9077276,0.88939697,0.8950387
0.91945714,0.89353126,0.85220903,0.863361,0.912773,0.9784748,0.9999999,0.8981738,0.90401614,0.9075377,0.8991449,0.90765834,0.8988655,0.60796624,0.910627,0.8855624,0.9080628,0.8169842,0.9178989,0.9054231,0.8952596,0.541431,0.9781444,0.8892833,0.9042766,0.90304774,0.89858437,0.86340964,0.9071754,0.909616,0.97751653,0.5770225,0.89740795,0.9303766,0.87045157,0.88604766,0.92573524,0.9301828,0.94783926,0.9445015,0.86754763,0.889926,0.9444365,0.9185056,0.88945156,0.88184595,0.91097695,0.9291624,0.8850894,0.94801855,0.90402585,0.917811,0.8738514,0.854459,0.8810327,0.9516737,0.9025449,0.9727999,0.8983707,0.8981699,0.89062166,0.843655,0.91069824,0.90135896,0.9583562,0.9790536,0.9223626,0.9142447,0.93347514,0.9220418,0.92647296,0.8955616,0.9193265,0.92877567,0.89554924,0.8905322,0.9323055,0.859083,0.89459485,0.91279745,0.9834958,0.8590261,0.976739,0.92181706,0.8635509,0.94208366,0.957387,0.9253521,0.89393663,0.9999999,0.8690215,0.92964476,0.8579777,0.8958415,0.89954954,0.907235,0.9230764,0.906459,0.9128938,0.95914006,0.89863324,0.89507794,0.9788971,0.98595476,0.9388794,0.93424904,0.86593735,0.8998809,0.91254246,0.8895846,0.87284076,0.9270384,0.9514378,0.94321394,0.978247,0.90248233,0.87339675,0.89552283,0.91822577,0.8883139,0.89994717,0.924319,0.9295645,0.95485544,0.9188483,0.9058198,0.9084493,0.9178989,0.90353703,0.91561246,0.8993243,0.9003974
0.94817406,0.9383005,0.8595456,0.9161595,0.9035016,0.9011909,0.8981738,0.9999999,0.95009613,0.88333493,0.89294374,0.9290253,0.89855814,0.57074034,0.93166167,0.9710219,0.9326779,0.7908233,0.9227719,0.8938284,0.90118504,0.5005871,0.90212977,0.88463104,0.9019685,0.9725568,0.90549934,0.93220603,0.92637587,0.9414693,0.8923564,0.52190655,0.90369517,0.9246727,0.9036845,0.93139505,0.8861495,0.8929974,0.9032607,0.89018834,0.9311191,0.8836865,0.92169243,0.85493636,0.96576494,0.92548573,0.9126568,0.9046092,0.90102744,0.87089247,0.9379368,0.9112098,0.9376221,0.8651063,0.89966214,0.90384185,0.8940631,0.8977008,0.92589384,0.95445436,0.9034729,0.8244653,0.90109766,0.8972982,0.88708854,0.9135332,0.9108373,0.9090332,0.9215292,0.916639,0.9268879,0.89900845,0.90714186,0.8931533,0.9191923,0.9019609,0.9251828,0.8760047,0.9073134,0.8969332,0.90445644,0.9090804,0.8998424,0.9049767,0.8900738,0.9199746,0.9012657,0.9291912,0.9061085,0.8981738,0.9019543,0.8638434,0.8671977,0.92046267,0.9042963,0.8646774,0.9164514,0.9488946,0.9101896,0.8885387,0.9462677,0.9395462,0.9123051,0.90670156,0.8720457,0.8674188,0.92355466,0.96137214,0.9030522,0.9812038,0.9349493,0.9242166,0.89272475,0.9228618,0.89942205,0.93921906,0.8925626,0.9530381,0.9113909,0.9562049,0.90622103,0.882293,0.948693,0.89974135,0.899812,0.8966718,0.93058825,0.9227719,0.9297073,0.9173758,0.91190064,0.9293232
0.9444351,0.9325751,0.8768352,0.9371179,0.93733287,0.8990017,0.90401614,0.95009613,1.0,0.8965195,0.88572085,0.93935174,0.92120135,0.5874735,0.93462324,0.95315015,0.9578987,0.81069446,0.94005275,0.89364505,0.92576456,0.521708,0.89218307,0.8967372,0.8893072,0.9494725,0.92291737,0.90006185,0.96100056,0.94628465,0.89213485,0.541342,0.92247665,0.926557,0.9108704,0.97529304,0.8930448,0.9129584,0.90054625,0.9020943,0.92846614,0.92254555,0.9458649,0.86603284,0.9566817,0.90880334,0.9003945,0.8987752,0.9196732,0.88268024,0.9125286,0.9309274,0.9029858,0.88239264,0.8709711,0.9132919,0.89681226,0.8990296,0.92139924,0.95651937,0.89732254,0.78258663,0.9179674,0.89606595,0.889419,0.9201917,0.92595357,0.8893332,0.94380355,0.91424274,0.92102814,0.9336766,0.93794847,0.90986186,0.90044093,0.933625,0.92086214,0.9130961,0.9309576,0.8840728,0.91330504,0.9212048,0.9004114,0.9413725,0.875392,0.91545475,0.9007399,0.9370346,0.9222995,0.90401614,0.8733902,0.87402534,0.9115439,0.9325535,0.9269368,0.8620304,0.89023685,0.95365417,0.8889384,0.8898919,0.98611504,0.94231224,0.9036895,0.9085495,0.8852867,0.8725765,0.91810775,0.97313994,0.8834041,0.9315878,0.9678083,0.920866,0.8989935,0.94257903,0.90292525,0.9772166,0.87731004,0.9587275,0.9104234,0.9502713,0.89842707,0.8620453,0.9594859,0.91254103,0.8926358,0.90702593,0.9226049,0.94005275,0.91121745,0.9336142,0.9252208,0.9225197
0.90437084,0.8315195,0.94271135,0.86222637,0.90171266,0.9053378,0.9075377,0.88333493,0.8965195,1.0000002,0.9362365,0.9271432,0.90396285,0.63035655,0.88679576,0.8760544,0.8847239,0.6877644,0.9364464,0.91303277,0.9584893,0.588555,0.90618813,0.8942596,0.9108105,0.87554795,0.9054093,0.8622247,0.86108565,0.9187839,0.8912853,0.6037026,0.96185696,0.9124855,0.9217658,0.9054486,0.8614476,0.9802159,0.8792883,0.8311601,0.83476526,0.8942661,0.93302035,0.7870549,0.8741037,0.8622513,0.8465879,0.877331,0.9160795,0.9074375,0.8604618,0.92358804,0.8962011,0.94641316,0.88125914,0.85421723,0.9091208,0.88250995,0.8293442,0.88267267,0.87750506,0.74125695,0.9296902,0.9464328,0.8532782,0.94040364,0.94602156,0.8926286,0.9387574,0.9111106,0.9031641,0.89378023,0.9022203,0.8390416,0.88848674,0.8944403,0.9414742,0.9186598,0.9378786,0.89426917,0.91305757,0.90529054,0.8788969,0.9071641,0.90913534,0.9425255,0.8511446,0.9351255,0.94168675,0.9075377,0.8894856,0.9204933,0.90878856,0.8867074,0.95478356,0.91944724,0.8938638,0.889865,0.9019093,0.859543,0.906726,0.8513262,0.90467846,0.9033259,0.82852614,0.82092464,0.8893509,0.8934063,0.89696515,0.85820603,0.89693487,0.9139248,0.84135205,0.952199,0.8879258,0.92246884,0.92862475,0.8841909,0.9433807,0.89038575,0.8769967,0.856223,0.9089111,0.8795745,0.91928935,0.9228625,0.89735085,0.9364464,0.85323,0.937095,0.85138273,0.85264647
