0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0.0,14.808259,6.9196725,6.4862742,8.637065,11.443684,10.751239,6.438205,6.438205,6.438205,6.438205,7.4159455,8.967693,10.172387,8.6904125,6.555607,10.705573,7.8775787,9.828746,6.7398663,7.3820105,19.400726,8.278975,5.643872,7.5924277,7.29914,5.543594,8.929291,7.053548,6.1287923,9.697139,7.421009,10.705646,9.62846,8.422555,9.856171,8.985961,9.698681,8.228311,6.308671,5.745847,8.492303,8.236779,8.326507,9.571612,9.616793,8.6904125,5.099935,13.520531,14.491844,10.705573,5.833852,6.4877977,9.616793,9.444887,13.714866,7.8189073,9.706108,9.166418,7.6828523,7.6058135,14.557252,20.499495,9.616793,10.663148,8.228258,7.9133205,8.290837,10.716652,5.366652,9.418095,9.530759,10.147662,10.640166,9.444688,8.558951,10.196685,9.024347,10.957083,9.995755,7.74649,9.730437,8.283708,8.450258,8.557131,14.374221,9.571612,9.616793,9.571612,9.616793,15.195659,20.344934,11.1600685,7.388071,7.1012363,4.5899754,8.275902,7.1049976,8.408255,8.50585,11.731276,6.8660336,14.611173,5.7341213,6.9561634,10.4398775,9.621101
14.808259,0.0,14.619194,14.905143,13.870261,14.364399,15.120163,14.524165,14.524165,14.524165,14.524165,14.577286,14.719486,15.414122,15.790895,14.765793,15.1999855,14.746661,15.422791,14.161573,14.38908,20.785837,15.093483,14.341815,15.129948,14.504879,14.822336,12.895434,14.622914,14.775737,15.357562,14.249023,15.084934,13.567075,14.27626,12.983272,14.137686,15.802711,13.692039,14.640393,15.442743,13.93188,13.746155,14.044055,15.32601,15.389171,15.790895,14.352404,16.925179,7.3223004,15.1999855,14.588111,14.586391,15.389171,15.355389,8.740192,15.680888,15.4248905,13.951778,14.264847,14.4848585,7.5901904,20.998755,15.389171,15.01673,14.185755,14.845456,13.304173,14.957946,15.054861,13.7264385,15.41909,14.103781,14.045867,14.154299,14.417514,15.176973,13.757111,15.37786,15.552217,14.271691,14.627882,14.32421,14.378361,14.072185,6.026987,15.32601,15.389171,15.32601,15.389171,18.872465,21.078342,15.385085,15.859781,15.020282,14.82572,14.97645,14.496336,14.014002,15.469851,16.351728,14.120192,7.480755,14.723665,14.400553,15.156199,14.254363
6.9196725,14.619194,0.0,2.6909766,6.8925633,11.676543,11.057038,2.319114,2.319114,2.319114,2.319114,7.994991,8.364364,11.482292,5.5734763,5.789539,10.298557,7.1543803,11.101256,3.1516225,5.873222,19.812849,10.113863,5.980006,2.2999852,3.242366,6.333386,8.438543,3.123661,6.6720023,10.71256,5.4805036,10.946514,9.207818,7.3474708,8.085051,7.9748764,10.64485,8.145913,2.3590717,6.6714325,8.764547,8.812086,8.035045,11.055701,10.829912,5.5734763,4.8579135,13.143161,14.7773,10.298557,6.112352,6.814236,10.829912,10.982422,13.324067,5.437388,10.530304,9.84348,6.969178,5.9528093,14.65257,19.973457,10.829912,10.962111,8.607569,5.01164,7.055931,8.982793,4.4883194,8.029268,10.368237,9.6089325,11.083429,7.8056226,6.1946483,6.8943305,8.414398,11.234595,10.448968,7.477317,11.003524,9.138868,9.108606,8.121039,14.153078,11.055701,10.829912,11.055701,10.829912,14.338917,20.691315,9.399803,6.054693,4.5780573,5.264786,6.036733,4.281468,7.0828567,4.938758,8.733045,3.5781612,14.73544,6.653649,5.267313,11.400328,7.077569
6.4862742,14.905143,2.6909766,0.0,7.0975585,12.053238,11.129908,1.8535058,1.8535058,1.8535058,1.8535058,7.8977723,8.046984,11.516093,4.924473,4.7100153,10.492842,6.6529226,11.087729,2.8894436,6.131608,20.009327,10.042474,6.0572486,3.1712356,3.1581147,5.9283166,8.57784,2.9395955,6.2613716,10.751954,5.695648,11.040508,9.008777,7.4029164,8.188933,8.130843,10.470282,8.485061,1.2006867,5.7994113,9.188931,8.7225,7.933675,11.013648,10.850671,4.924473,4.723643,13.199542,15.002353,10.492842,6.201662,6.9224124,10.850671,10.560144,13.328749,5.0806813,10.623065,10.225314,7.0323896,5.535039,14.904504,20.20884,10.850671,11.055715,8.775739,4.3810024,7.2786317,9.366273,4.001894,8.516736,10.441507,9.639622,11.137975,7.700209,6.391989,7.7488866,8.822367,11.446756,10.490544,7.3642387,10.972946,9.136805,9.1095915,8.24022,14.43725,11.013648,10.850671,11.013648,10.850671,14.039499,20.848604,9.466495,5.071308,4.126234,4.8449764,6.24445,4.3886037,7.5615816,5.0520725,8.876946,3.6526978,15.038918,6.463001,5.3300366,11.520592,7.635706
8.637065,13.870261,6.8925633,7.0975585,0.0,8.954033,8.203946,6.7984014,6.7984014,6.7984014,6.7984014,5.4115286,6.3095865,8.984586,9.186134,8.024357,8.110063,6.5617876,8.571057,6.8761544,5.4070935,19.496038,9.177522,7.848157,7.696778,7.0797806,6.1386714,6.792204,7.526449,6.422617,8.480022,4.734544,8.201347,7.916426,3.885723,8.6270485,5.635378,8.5090475,8.084032,6.722017,7.972471,5.9973826,6.8629656,5.754325,8.774809,8.31384,9.186134,6.901404,11.54392,13.5713415,8.110063,8.168428,6.221716,8.31384,9.037744,12.731647,8.6970215,8.198256,8.520214,6.045321,6.7143307,13.7318535,19.62184,8.31384,8.098071,5.20447,7.7006207,4.2941046,7.670345,7.5773535,5.539471,8.143117,7.812783,8.484247,6.976584,6.770155,8.841913,7.731524,9.672037,8.630536,6.298266,8.610793,7.119032,7.048171,6.232554,13.488985,8.774809,8.31384,8.774809,8.31384,13.318361,19.5687,6.6176825,9.016143,8.047063,7.3487415,8.803805,7.459399,8.661011,8.683358,8.994353,6.99479,13.668411,6.17264,5.9274893,9.477949,7.0033803
11.443684,14.364399,11.676543,12.053238,8.954033,0.0,5.348615,11.412408,11.412408,11.412408,11.412408,8.227092,8.320692,6.695546,14.507127,12.6423025,7.257359,9.290084,6.756102,11.656348,9.4618025,17.92663,9.582438,10.618957,13.017656,12.391923,10.192139,7.9182577,12.032322,9.537522,6.7788806,9.321621,5.270026,11.415051,8.024147,11.765528,10.017984,8.106742,12.321253,11.376979,11.194502,7.857915,9.140929,9.710827,6.555116,6.725686,14.507127,10.399489,10.811851,13.172156,7.257359,11.099856,9.282263,6.725686,7.984314,14.397588,14.416626,7.136528,7.951052,8.003928,9.846097,13.6004095,20.26623,6.725686,5.2186174,8.109769,12.842903,7.4826465,10.868139,12.237778,7.56934,7.4283667,8.419096,5.283308,12.324114,11.943972,13.090633,9.09596,8.055897,7.945897,9.078356,5.9433146,6.848864,6.7499766,8.166257,14.339249,6.555116,6.725686,6.555116,6.725686,15.431018,18.00545,10.908469,14.154825,12.628292,10.490648,13.840307,11.837601,11.193312,13.958612,14.446977,11.933728,13.355225,9.669888,9.671709,6.8908496,10.743013
10.751239,15.120163,11.057038,11.129908,8.203946,5.348615,0.0,10.715809,10.715809,10.715809,10.715809,6.7851043,6.852345,4.5868816,14.025168,11.908659,5.438973,7.9814334,4.1030045,11.119508,8.81741,17.636072,8.613446,9.796691,12.445689,11.880283,9.160276,8.372216,11.535837,8.463991,4.9897175,8.55013,1.0994349,10.647119,6.713046,11.471697,8.93434,5.378855,12.390108,10.503307,9.935347,8.482741,7.930126,8.48071,4.29408,4.39926,14.025168,9.707871,8.981523,13.973429,5.438973,10.335564,8.494191,4.39926,6.476818,14.880325,13.830174,5.30894,7.4370418,7.1322017,9.00492,14.485423,20.189556,4.39926,1.3213124,7.4131694,12.190229,7.5148406,9.889421,11.398034,8.674191,5.7305927,7.1184626,5.855388,11.6906185,11.579092,13.132404,8.359841,8.290047,6.0048847,7.744559,5.064349,5.6150928,5.366118,6.8449955,15.026447,4.29408,4.39926,4.29408,4.39926,13.813182,17.930485,9.913521,13.399882,12.027506,9.462465,13.455635,11.306527,11.754964,13.4833975,13.785037,11.536154,14.466065,8.764852,8.742482,5.627736,10.9043455
6.438205,14.524165,2.319114,1.8535058,6.7984014,11.412408,10.715809,0.0,0.0,0.0,0.0,7.6229086,7.8735156,11.17625,5.0980916,5.0027785,10.036765,6.460599,10.823237,2.7834847,5.4456835,19.580542,9.740395,5.6263065,3.0402932,2.8316643,5.882982,8.212883,2.887948,6.1334157,10.346788,5.0608144,10.605591,8.967554,7.0406604,8.025269,8.026824,10.400488,8.271263,1.3018458,6.0718775,8.736123,8.647347,7.9005437,10.661635,10.525994,5.0980916,4.3535995,13.001552,14.6131525,10.036765,5.806026,6.546748,10.525994,10.399346,13.132711,5.245592,10.255317,9.684366,6.3778563,5.3097153,14.536635,19.8621,10.525994,10.541341,8.402021,4.67218,6.7843933,8.914919,4.227492,7.8684864,10.090056,9.275842,10.6945915,7.6848702,6.1449103,7.136621,8.353381,10.894155,10.142532,7.1556435,10.592279,8.836066,8.7120285,7.930913,14.064325,10.661635,10.525994,10.661635,10.525994,14.145529,20.474638,9.291379,5.459758,3.9501488,4.789278,6.1190486,3.8762417,6.932196,4.912638,8.818304,3.3148541,14.641786,6.2274237,4.976503,11.152218,7.1199846
6.438205,14.524165,2.319114,1.8535058,6.7984014,11.412408,10.715809,0.0,0.0,0.0,0.0,7.6229086,7.8735156,11.17625,5.0980916,5.0027785,10.036765,6.460599,10.823237,2.7834847,5.4456835,19.580542,9.740395,5.6263065,3.0402932,2.8316643,5.882982,8.212883,2.887948,6.1334157,10.346788,5.0608144,10.605591,8.967554,7.0406604,8.025269,8.026824,10.400488,8.271263,1.3018458,6.0718775,8.736123,8.647347,7.9005437,10.661635,10.525994,5.0980916,4.3535995,13.001552,14.6131525,10.036765,5.806026,6.546748,10.525994,10.399346,13.132711,5.245592,10.255317,9.684366,6.3778563,5.3097153,14.536635,19.8621,10.525994,10.541341,8.402021,4.67218,6.7843933,8.914919,4.227492,7.8684864,10.090056,9.275842,10.6945915,7.6848702,6.1449103,7.136621,8.353381,10.894155,10.142532,7.1556435,10.592279,8.836066,8.7120285,7.930913,14.064325,10.661635,10.525994,10.661635,10.525994,14.145529,20.474638,9.291379,5.459758,3.9501488,4.789278,6.1190486,3.8762417,6.932196,4.912638,8.818304,3.3148541,14.641786,6.2274237,4.976503,11.152218,7.1199846
6.438205,14.524165,2.319114,1.8535058,6.7984014,11.412408,10.715809,0.0,0.0,0.0,0.0,7.6229086,7.8735156,11.17625,5.0980916,5.0027785,10.036765,6.460599,10.823237,2.7834847,5.4456835,19.580542,9.740395,5.6263065,3.0402932,2.8316643,5.882982,8.212883,2.887948,6.1334157,10.346788,5.0608144,10.605591,8.967554,7.0406604,8.025269,8.026824,10.400488,8.271263,1.3018458,6.0718775,8.736123,8.647347,7.9005437,10.661635,10.525994,5.0980916,4.3535995,13.001552,14.6131525,10.036765,5.806026,6.546748,10.525994,10.399346,13.132711,5.245592,10.255317,9.684366,6.3778563,5.3097153,14.536635,19.8621,10.525994,10.541341,8.402021,4.67218,6.7843933,8.914919,4.227492,7.8684864,10.090056,9.275842,10.6945915,7.6848702,6.1449103,7.136621,8.353381,10.894155,10.142532,7.1556435,10.592279,8.836066,8.7120285,7.930913,14.064325,10.661635,10.525994,10.661635,10.525994,14.145529,20.474638,9.291379,5.459758,3.9501488,4.789278,6.1190486,3.8762417,6.932196,4.912638,8.818304,3.3148541,14.641786,6.2274237,4.976503,11.152218,7.1199846
