0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1.0,0.7124082,0.51709294,0.55942756,0.85595703,0.56124026,0.8964057,0.4798991,0.4722066,0.5091282,0.8593919,0.808498,0.5397994,0.86236036,0.5630891,0.4716103,0.59283096,0.5387966,0.5189118,0.90653515,0.6117033,0.7688601,0.5830865,0.5556246,0.602316,0.89230096,0.5303885,0.5191467,0.5859524,0.570951,0.8403529,0.48784703,0.49214727,0.8491284,0.5616608,0.58467364,0.59780425,0.5082748,0.53131163,0.8449797,0.5898018,0.5589147,0.5533755,0.58894765,0.7893982,0.570626,0.59968305,0.5245859,0.5508841,0.5533755,0.79772824,0.564558,0.54220855,0.72775114,0.87114906,0.5898018,0.5341381,0.5723826,0.5919447,0.5066475,0.5717538,0.52124316,0.8395203,0.5212914,0.8576487,0.8369161
0.7124082,1.0000002,0.5534885,0.60104865,0.6499809,0.5724236,0.6727597,0.55702746,0.5460725,0.61151034,0.76617455,0.7101437,0.5418983,0.6336834,0.5642404,0.4827475,0.6092573,0.59653425,0.5203193,0.6571791,0.6809755,0.7943729,0.6154221,0.5855335,0.5784035,0.6691103,0.5673531,0.54238826,0.5714963,0.5346584,0.8009534,0.5450803,0.48870558,0.75147665,0.611885,0.5960266,0.5793132,0.59159666,0.59859914,0.674809,0.5717569,0.5622636,0.530649,0.5664365,0.7399491,0.60669035,0.5826848,0.5579965,0.60010266,0.530649,0.80532444,0.5574078,0.5719045,0.6769832,0.7638639,0.5717569,0.57139343,0.5671508,0.5689484,0.5260754,0.6224459,0.53982484,0.76057416,0.56868947,0.6332718,0.74473625
0.51709294,0.5534885,1.0000002,0.6649785,0.41044372,0.9070197,0.47500026,0.8795364,0.8848194,0.8449488,0.47055203,0.4611825,0.86552656,0.46859184,0.9047934,0.80708295,0.8723221,0.8844535,0.8728517,0.46039802,0.47748214,0.5399584,0.8797407,0.9505716,0.9104307,0.45790577,0.8150915,0.9043928,0.9226568,0.8310851,0.5686076,0.9069512,0.82200897,0.46773615,0.9198346,0.9521895,0.82548296,0.90000224,0.910244,0.4190304,0.85680354,0.86884886,0.8508218,0.91884553,0.47878334,0.8761651,0.93155074,0.84508216,0.933734,0.8508218,0.5911976,0.88472867,0.9325986,0.65241957,0.54969895,0.85680354,0.946362,0.8816259,0.86006397,0.95629394,0.9059525,0.9424411,0.558845,0.894866,0.4511332,0.4852713
0.55942756,0.60104865,0.6649785,1.0000002,0.49153486,0.6370522,0.5209037,0.60034305,0.6830943,0.6888014,0.5606131,0.5370704,0.77282226,0.4976394,0.7362535,0.59113824,0.71350026,0.6664864,0.68740195,0.5385373,0.5592805,0.5753982,0.72071725,0.7039801,0.70233405,0.51654637,0.6836562,0.61489826,0.70903563,0.75329924,0.63406885,0.67123926,0.6139417,0.5540711,0.69640446,0.7102338,0.68071944,0.6706329,0.67388237,0.5030384,0.7507661,0.74225473,0.74661016,0.7012635,0.5627145,0.713267,0.7166757,0.79849935,0.7141308,0.74661016,0.6292679,0.72701085,0.7322321,0.7255641,0.5833435,0.7507661,0.6772735,0.74831,0.752983,0.65512073,0.66451615,0.65965885,0.61132234,0.63667697,0.4975586,0.55448323
0.85595703,0.6499809,0.41044372,0.49153486,0.99999964,0.4872509,0.84643316,0.39952314,0.3668098,0.41893595,0.82068926,0.80558515,0.44919673,0.8780223,0.4607336,0.3859256,0.5049667,0.4368729,0.43093246,0.8579223,0.5607669,0.7554152,0.4931503,0.45046872,0.50052446,0.87186,0.4386361,0.42573056,0.48311704,0.46998233,0.77836317,0.38627756,0.4138132,0.8007705,0.45366117,0.48084795,0.50710356,0.41806552,0.43506217,0.84216726,0.48480648,0.4600437,0.45273417,0.4876706,0.77745605,0.4718341,0.49098685,0.42974603,0.45553327,0.45273417,0.6894716,0.46217126,0.43221,0.68695414,0.73546875,0.48480648,0.4340046,0.46777755,0.48408532,0.40525246,0.49009347,0.4190514,0.79042864,0.4346857,0.86398524,0.8174591
0.56124026,0.5724236,0.9070197,0.6370522,0.4872509,0.9999998,0.5055466,0.861574,0.8057119,0.80869377,0.51796806,0.5291335,0.8436855,0.51830995,0.9023152,0.85602003,0.8857624,0.86549866,0.87641275,0.49196082,0.5093571,0.58429813,0.8755993,0.91423357,0.9191665,0.50221086,0.8270774,0.9287625,0.9167923,0.8093008,0.60176194,0.85517097,0.86459357,0.5104052,0.8621528,0.903741,0.8330507,0.8459638,0.8606014,0.4786781,0.84375584,0.8588641,0.8385948,0.9194186,0.5308296,0.89635956,0.9296207,0.7960419,0.925488,0.8385948,0.60748166,0.87883145,0.8972165,0.67738783,0.5525854,0.84375584,0.9289592,0.8634725,0.8466271,0.89892125,0.9035847,0.9254355,0.6075573,0.9203856,0.50528455,0.5428331
0.8964057,0.6727597,0.47500026,0.5209037,0.84643316,0.5055466,1.0000004,0.4540723,0.43428034,0.46811575,0.8435477,0.78322077,0.4871422,0.8504422,0.5018097,0.40792242,0.5248054,0.48980772,0.45139092,0.91407645,0.5474207,0.73252803,0.51387346,0.50610495,0.52862555,0.8490624,0.45646632,0.47166353,0.51720464,0.49587208,0.8226719,0.4433494,0.41736105,0.81758744,0.5149658,0.5324659,0.5197817,0.46958905,0.4791673,0.84240365,0.51527697,0.48323202,0.47299948,0.51885974,0.77712923,0.49383378,0.5352754,0.49137542,0.5064319,0.47299948,0.7433232,0.48563242,0.49203488,0.68828446,0.8206849,0.51527697,0.48224065,0.49736053,0.51614356,0.45220432,0.5318629,0.47000253,0.8248861,0.47740078,0.83968645,0.7673486
0.4798991,0.55702746,0.8795364,0.60034305,0.39952314,0.861574,0.4540723,1.0000002,0.8685997,0.8583143,0.43168008,0.41699442,0.75625753,0.47181568,0.8101632,0.7741224,0.77526164,0.91977584,0.78257453,0.430637,0.40828255,0.5166435,0.78159976,0.89456856,0.7986583,0.41238165,0.725389,0.88302207,0.8111448,0.709039,0.52744526,0.9053074,0.7666709,0.4185586,0.9004314,0.84565276,0.697221,0.9114473,0.900988,0.3889181,0.75219834,0.7623441,0.73290086,0.8073401,0.45722583,0.8260683,0.8269844,0.7989444,0.89275426,0.73290086,0.6001868,0.79019815,0.8727211,0.61082375,0.5557313,0.75219834,0.91904265,0.78892696,0.75699043,0.8432972,0.9358454,0.9001314,0.52027696,0.9304679,0.44018295,0.42915142
0.4722066,0.5460725,0.8848194,0.6830943,0.3668098,0.8057119,0.43428034,0.8685997,1.0,0.8818867,0.4237546,0.42940575,0.81919074,0.43071285,0.8482003,0.7791292,0.80594337,0.90796375,0.8286054,0.41644865,0.47105968,0.50991434,0.82374644,0.89448655,0.81346184,0.3938931,0.7710736,0.82209295,0.8346039,0.7840419,0.528882,0.9589832,0.7826607,0.41345543,0.8891896,0.86034006,0.73197454,0.9231888,0.9073607,0.37928662,0.81056535,0.8350458,0.81313014,0.82464,0.457006,0.84589,0.8463798,0.85277814,0.88247526,0.81313014,0.5914118,0.8510737,0.89397734,0.6315563,0.5526719,0.81056535,0.90326005,0.8565445,0.81857425,0.8861934,0.8747585,0.90274227,0.5158636,0.8629367,0.40923622,0.41417184
0.5091282,0.61151034,0.8449488,0.6888014,0.41893595,0.80869377,0.46811575,0.8583143,0.8818867,1.0000005,0.4677949,0.48174828,0.7780024,0.48309398,0.81124365,0.73093146,0.8441373,0.9130194,0.8046005,0.45669347,0.4923111,0.61798364,0.8481413,0.8924024,0.8143305,0.44112194,0.78830874,0.7820619,0.82392776,0.79765296,0.5752778,0.8670741,0.74379563,0.4559996,0.90578806,0.86507326,0.7421981,0.9315016,0.9413233,0.4225475,0.8370987,0.83375746,0.8158655,0.8135546,0.5098465,0.85702324,0.82838416,0.8215836,0.88989323,0.8158655,0.6419306,0.8311462,0.8741988,0.66186225,0.59455717,0.8370987,0.86589646,0.8381419,0.83408815,0.80197746,0.9071373,0.8380574,0.56440365,0.8341792,0.46450642,0.4697547
